evals;expr;nll;coeff;best_nll
1;p1 * (abs(abs(x) ^ (1.0 / x)) ^ x / x);1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;x + abs(p1 ^ (-1.0 / x)) ^ (1.0 / x);1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;x - abs(abs(x) ^ (abs(1.0 / x) ^ x)) ^ x;662.8275112217043;[-1.509950210720906];662.8275112217043
6;abs(x - abs(1.0 / x) ^ x) ^ p1;442.9801615635638;[-0.15510725438757533, 0.8226401260294315];442.9801615635638
13;p1 + -1.0 / (p2 + 3.0 * x);-61.729938504559215;[2.039276057906491, 0.6685620616623804, 0.20403510026738614];-61.729938504559215
27;abs(p1 + 1.0 / (p2 ^ x - x)) ^ x;-113.74709104672682;[1.0800331530243177, 2.3500049961185305, 0.17672560009121255];-113.74709104672682
52;p1 ^ (abs(p2 + p3 ^ -x) ^ p4);-165.97373999953737;[-56.17100275088253, 1.2371301332563376, 815.5202883810709, -8.768547310212682, 0.15298268711146834];-165.97373999953737
104;abs(abs(p1 + abs(x) ^ -x) ^ x) ^ p2;-217.02283696703952;[1.1555397335436313, 0.8892728149006788, -0.13286135407860894];-217.02283696703952
339;abs(p1 + -1.0 / (x + 1.0 / x)) ^ p2;-279.139281783911;[-0.9213129774349346, 2.069467714727945, 0.11191209988535528];-279.139281783911
1214;p1 ^ (x + 1.0 / (p2 - p3 ^ x));-305.34418593418724;[-0.903649178115354, -0.1253156592088621, -0.0025323363189088278, 0.10409714137352376];-305.34418593418724
2432;abs(1.0 / (p1 * x + p2 ^ x)) ^ p3;-357.54498885643;[0.032997234643128134, 0.005440062660896501, 0.21858165259405798, -0.0901183175732269];-357.54498885643
3619;abs(p1 + p2 ^ (abs(1.0 / x) ^ x)) ^ x;-361.34123388775527;[0.16312638358383927, 1.8933578131273345, -0.0891781915831954];-361.34123388775527
4576;abs(p1 + 1.0 / (p2 + p3 ^ x)) ^ x;-380.8202883306028;[-4.466499791974084, 0.3050528875888615, -0.11391360392303612, -0.08450640084632224];-380.8202883306028
7862;p1 * (x * (p2 - p3 ^ -x));-390.0741632486853;[-5.7999242110695155, -0.07741573987437239, 3.6308936985213958, 0.08237350320278215];-390.0741632486853
8532;p1 + -1.0 / (p2 / (p3 - x) - x);-422.3668214626465;[1.3628838349711832, 0.36645555079360326, 0.33053386474095353, -0.07534349152641123];-422.3668214626465
13773;p1 - abs(p2 + 1.0 / (p3 - x)) ^ p4;-497.9339307018041;[2.2620522480871177, 0.7727828912048132, -0.30087985624089336, 0.676899309489513, -0.06114870389311681];-497.9339307018041
25205;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
32593;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
