evals;expr;nll;coeff;best_nll
1;p1 + abs(abs(1.0 / x) ^ p2) ^ p3 / x;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];1.7976931348623157e308
2;abs(x) ^ (x * x - x / (p1 + x));1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;p1 + x * (p2 + -2.0 * x);601.4122199941223;[-2.336112698573454, 6.540261955875944, -1.27433080351965];601.4122199941223
6;1.0 / (1.0 / x + -1.0 / (p1 + x)) - x;571.5365070053865;[3.0207638143616604, -1.17338365371403];571.5365070053865
8;abs(p1 ^ (x + abs(x) ^ (1.0 / x))) ^ x;322.3414685774909;[-1.0620619618405729, 0.5894929585168649];322.3414685774909
11;1.0 / (p1 - p2 ^ (x / abs(x) ^ x));-107.48619283504969;[1.6734792447446016, 1.190659020222302, -0.17980870669011625];-107.48619283504969
25;1.0 + x * abs(abs(x) ^ x) ^ p1;-145.6515918211183;[-0.6020712106228379, 0.1618167089205185];-145.6515918211183
36;1.0 / (p1 + abs(p2 / abs(x) ^ x) ^ x);-171.80164930423874;[0.537542324438886, -0.0027649940058760264, 0.15053965514135967];-171.80164930423874
154;p1 * (p2 ^ -x - p3 ^ x);-295.1431577641785;[2.3842806345168706, -1.1394481309854714, 0.04275604388765318, -0.10707228210850638];-295.1431577641785
656;x * (p1 + p2 ^ (p3 + x));-390.07416324868746;[0.449005416124551, -0.27541429242782645, -1.363221206059343, 0.08237350101447216];-390.07416324868746
6688;p1 + 1.0 / (x + p2 / (p3 + x));-422.3668214626467;[1.362883835560016, 0.3664555492234203, -0.33053386275018265, -0.07534349244908463];-422.3668214626467
10216;p1 ^ (abs(3.0 * x) ^ (1.0 / x));-439.24189731780075;[-1.27132627575855, 0.07191186883315245];-439.24189731780075
14511;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
