evals;expr;nll;coeff;best_nll
1;1.0 / x - abs(x) ^ (-1.0 / (p1 + x));1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;1.0 / (p1 + abs(x + x * x) ^ x);678.6252030731442;[-0.22422760274012632, -1.577303449576764];678.6252030731442
12;abs(x - p1 ^ -(x * x)) ^ p2;224.29805834985285;[-0.8788971488034726, -0.2583803820192278, 0.44962972117876837];224.29805834985285
18;p1 ^ (p2 * x - abs(1.0 / x) ^ x);22.337345613241872;[0.6907090679882067, -0.607239751782989, -0.2573718970656663];22.337345613241872
51;p1 ^ (abs(1.0 / (p2 + (x + x))) ^ p3);-58.18051930207434;[1.8030871362071563, -2.166805166091509, 0.11681358095614941, 0.20604550918063005];-58.18051930207434
70;p1 + (p2 / (p3 - x) - x);-142.1795906338262;[6.441015926606892, 9.1566334726863, -1.6119567571174451, 0.1633761853303077];-142.1795906338262
113;p1 * ((p2 - x) * p3 ^ x);-172.04288585421295;[-2.776955994674066, -0.28856283594058374, -0.5443988757558564, -0.15043936860750676];-172.04288585421295
135;x * abs(p1 + 1.0 / (p2 - x)) ^ p3;-308.1685841653143;[1.1901742402636688, -3.401929038249696, -18.32066231135153, 0.10328814313368576];-308.1685841653143
239;p1 ^ (x - abs(1.0 / (p2 + x)) ^ p3);-316.7833901040414;[-3.339900614671263, -0.5413142322444668, -1.063096419281403, 0.10085909968281546];-316.7833901040414
268;p1 ^ (x * (p2 - abs(x) ^ -x));-346.80348200281696;[-0.5656669044281533, -0.26039822894936066, -0.09283243187232337];-346.80348200281696
1171;abs(p1 + 1.0 / (p2 + p3 ^ x)) ^ x;-380.8202883306028;[-4.466499791974084, 0.3050528875888615, -0.11391360392303612, -0.08450640084632224];-380.8202883306028
1269;abs(p1 / (p2 - abs(1.0 / x) ^ x)) ^ x;-405.41201001996126;[-2.7711205155212846, 2.3395788660774284, 0.0789562619104891];-405.41201001996126
11973;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
39285;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
