evals;expr;nll;coeff;best_nll
1;1.0 / (x * (abs(x) ^ p1 - x));1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;x / (1.0 + x ^ 3.0);663.5143030590591;[1.5128176301367746];663.5143030590591
4;x + p1 ^ (abs(p2 ^ x) ^ x);264.2283441811716;[0.9960903592560449, -10.671785354795357, -0.5020648268503146];264.2283441811716
22;p1 + x / (p2 + -2.0 * x);-8.96640989434285;[2.3348213060067304, 0.11940252173339097, 0.2360509433581791];-8.96640989434285
30;p1 - p2 ^ (p3 - p4 ^ -x);-198.04001140649447;[1.8599992791685915, -1.1937166461493016, 1.9433007253955714, 0.0075575798682865, -0.14001433790364792];-198.04001140649447
209;abs(p1 ^ (p2 + p3 ^ -x)) ^ x;-267.2728232790694;[-6.059395545757464, 0.060523201839125344, -3.099955113504342, -0.11564140776273643];-267.2728232790694
425;1.0 / ((p1 - x) * (p2 - p3 ^ x));-271.8047115253105;[-4.814190471016931, -0.08184241118058963, 0.0006185289438912405, 0.11420270842391254];-271.8047115253105
677;p1 ^ (1.0 / (p2 * x + -1.0 / x));-283.89886134379765;[0.27286170890809147, -0.8406973619421845, 0.1104503097258985];-283.89886134379765
953;p1 * (x + -1.0 / (p2 + p3 ^ x));-288.1950210505147;[-0.23477906421972966, 0.10266513255152693, -0.00044252313059919347, 0.10914725900736752];-288.1950210505147
1127;abs(p1 ^ (p2 + abs(x) ^ -x)) ^ x;-346.80348200281696;[1.767824831648784, 0.26039822882674335, -0.09283243219096303];-346.80348200281696
2599;p1 ^ (1.0 / (p2 + x) - p3 ^ x);-408.6005185544225;[-8.936250906985906, 1.6811629826379164, 0.045093947757752835, -0.07826386302470853];-408.6005185544225
3093;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
