evals;expr;nll;coeff;best_nll
1;abs(abs(1.0 / x) ^ (1.0 / x)) ^ (p1 ^ x);1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;abs(x) ^ (1.0 / (p1 + abs(x) ^ -x));1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;p1 ^ (2.0 + x);104.31554414941593;[-1.161559013681305, -0.32278330546757317];104.31554414941593
7;p1 ^ (1.0 / (p2 + -1.0 / (p3 + -1.0 / x)));-55.78763864825085;[0.9939925585911715, -0.045582290467431875, -27.41408005965015, -0.2074250592998226];-55.78763864825085
13;abs(p1 / (p2 + 1.0 / (p3 + x))) ^ p4;-236.16181289232338;[-113.8580961957349, -1.0790879892882976, -0.11180381597751336, 0.10794043465720708, 0.126019673251995];-236.16181289232338
212;p1 ^ (x / p2 ^ (p3 ^ x));-239.80624411607909;[1.0174957577126205, -0.008884725201812488, -0.7775051710029093, -0.12475722457981245];-239.80624411607909
214;x / (abs(1.0 / (p1 + x)) ^ p2 - x);-262.9995471440151;[0.3447963584237058, -1.3278687187556035, 0.11701459378221162];-262.9995471440151
378;abs(1.0 / (p1 + 1.0 / (x + 1.0 / x))) ^ p2;-279.139281783911;[0.9213129780624673, -2.0694677115474107, 0.11191210039806086];-279.139281783911
540;p1 + 1.0 / (x + p2 * p3 ^ x);-297.97635654303036;[1.2565843876265448, 68.15449294223912, 0.0015765926700800218, -0.10623844922525082];-297.97635654303036
901;abs(p1 ^ (p2 + abs(x) ^ -x)) ^ x;-346.80348200281696;[1.767824831648784, 0.26039822882674335, -0.09283243219096303];-346.80348200281696
1134;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];-547.044965684411
39040;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
