evals;expr;nll;coeff;best_nll
1;1.0 / (p1 - abs(1.0 / x) ^ p2) - x;1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;p1 * (x / (-0.0 + x));1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5;abs(abs(abs(x) ^ x) ^ p1) ^ x - x;763.3939457813267;[0.149991547475796, -1.993485286831168];763.3939457813267
6;-(abs(p1 ^ x) ^ -x);733.2106757888366;[3.337734296459182e8, -1.8340108719581598];733.2106757888366
7;abs(p1 * p2 ^ (p3 + x)) ^ p4;12.347580629375475;[1.717011054695404, 1.0113385323649133, -2.6194061165233657, 1.1081278045732996, 0.25036655651415396];12.347580629375475
8;p1 * p2 ^ (p3 - abs(x) ^ x);11.345111593589367;[1.8066522652734527, 1.0015182200137094, 2.4149601708916775, 0.2496741878528501];11.345111593589367
18;p1 + p2 * (x / (p3 + -1.0 / x));-0.48608830767337174;[1.7533376539040593, 0.3426150470544981, 12.02120673039455, 0.24164602332489316];-0.48608830767337174
23;p1 + abs(x) ^ (abs(1.0 / x) ^ (abs(x) ^ x));-7.434813744592876;[0.8597025086111679, 0.23705177385267387];-7.434813744592876
49;p1 + p2 * abs(p3 + x) ^ x;-36.66881768970866;[1.4883251665306152, 0.15359595618158048, -3.5232501458712706, 0.2186607965417014];-36.66881768970866
50;p1 - p2 ^ (1.0 / (x + 1.0 / x));-128.91481679321407;[2.0734171542455964, -0.036804094059855574, 0.16947381873268608];-128.91481679321407
111;abs(p1 + p2 ^ x) ^ (p3 ^ x);-234.73804723796837;[-0.29790974596277214, -5.796955088620499, -0.4149929963602513, 0.12651603924086924];-234.73804723796837
188;abs(p1 ^ x) ^ (p2 - p3 ^ x);-267.27282327906926;[-0.16503296058237057, -0.06052320158591084, -0.32258531655100353, 0.11564140317867988];-267.27282327906926
194;x * p1 ^ (p2 - p3 ^ -x);-332.3100157094582;[0.03382024977216439, 0.4187926248202603, -1.6021392420703933, 0.09662458870581944];-332.3100157094582
1353;p1 ^ (1.0 / (x + p2 / (p3 - x)));-372.99698186915265;[4.0419687819472845, -0.7250591039176179, 0.1854674041924554, -0.08635255099399526];-372.99698186915265
3290;p1 - abs(p2 + abs(x) ^ (1.0 / x)) ^ p3;-374.12766507283345;[2.0918898085709396, -0.9381732092392051, 1.5775382524114676, 0.0860832512719258];-374.12766507283345
4494;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];-497.9339307018077
5239;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
