evals;expr;nll;coeff;best_nll
1;abs(1.0 / (p1 + (abs(x) ^ x - x))) ^ x;565.845222674068;[0.41381131750687006, 1.1550802295297558];565.845222674068
4;1.0 / (abs(p1 ^ (x * x)) ^ p2 - x);488.7184630058872;[1.2058156260565227, 1.609296440685488, -0.9334316437586433];488.7184630058872
6;1.0 / (p1 - x * abs(p2 ^ x) ^ p3);-191.30635464786192;[0.9327643633598812, 1.54799632094688, -1.8920030497677358, 0.1426431616119294];-191.30635464786192
81;1.0 / (p1 + p2 ^ (x * p3 ^ x));-227.0319136901968;[0.42444437779162725, -0.0052127169170383654, 0.4576881071612145, 0.12923793993961688];-227.0319136901968
356;x * (p1 + p2 ^ (p3 ^ x));-330.23922072679045;[-0.6993159310085437, 8.045279533290342, -0.47637093769007427, 0.09717890608628715];-330.23922072679045
1866;p1 + 1.0 / (x + p2 / (p3 + x));-422.3668214626467;[1.362883835560016, 0.3664555492234203, -0.33053386275018265, -0.07534349244908463];-422.3668214626467
3039;p1 - abs(p2 + 1.0 / (p3 - x)) ^ p4;-497.9339307018041;[2.2620522480871177, 0.7727828912048132, -0.30087985624089336, 0.676899309489513, -0.06114870389311681];-497.9339307018041
5437;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];-497.9339307018077
6070;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
34762;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
