evals;expr;nll;coeff;best_nll
1;p1 + x * abs(1.0 / x) ^ (x + x);151.46061066808554;[1.3722819853996755, 0.3676811816496766];151.46061066808554
7;p1 + x * (p2 ^ -x - x);-73.1555153917401;[1.4859604023945052, -0.6865996050506068, 0.1976958388757645];-73.1555153917401
59;p1 / p2 ^ (abs(p3 + x) ^ p4);-183.51126059748606;[1.8645043827043672, -1.003423225868901, -1.9664297254633476, 9.000097224003662, 0.14574790188582867];-183.51126059748606
78;1.0 / (p1 + abs(x - p2 ^ x) ^ p3);-196.06053941419623;[0.5331745984770189, 1.3428415067419543, 6.301277153438173, 0.14078205857072718];-196.06053941419623
225;p1 + p2 / (x + 1.0 / x);-289.1673034917964;[0.6991099905717887, 2.7214354263567397, 0.10885448886882954];-289.1673034917964
517;abs(p1 / p2 ^ (abs(x) ^ -x)) ^ x;-346.8034820028169;[-1.1599325537340424, 0.565666904355071, -0.09283243221703358];-346.8034820028169
887;x * (p1 + p2 * p3 ^ x);-390.07416324859594;[0.44900536453060635, 5.799923685751742, -0.2754143287948172, -0.08237352082571768];-390.07416324859594
1610;p1 + x * (p2 + abs(1.0 / x) ^ x);-398.321154003488;[0.7718064275725516, 0.26259043916637004, -0.08051810393763825];-398.321154003488
14413;p1 - abs(p2 + 1.0 / (p3 - x)) ^ p4;-497.9339307018041;[2.2620522480871177, 0.7727828912048132, -0.30087985624089336, 0.676899309489513, -0.06114870389311681];-497.9339307018041
18617;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];-497.9339307018077
30780;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];-497.93393070182196
36477;p1 - abs(p2 + -1.0 / (p3 + x)) ^ p4;-497.93393070182753;[2.2620522470343785, 0.7727828926039556, 0.3008798424323267, 0.6768993471343056, -0.061148703359623045];-497.93393070182753
36921;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
