evals;expr;nll;coeff;best_nll
1;x + abs(x) ^ -(abs(abs(x) ^ p1) ^ p2);1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;abs(x + p1 * abs(x) ^ (-1.0 / x)) ^ x;1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;abs(p1 ^ (p2 / (p3 + 1.0 / x))) ^ x;225.96038621907087;[-1.7846594311652173, -4.34315810268179, -9.754840986263613, -0.4516986182783043];225.96038621907087
18;p1 * (-1.0 / (p2 - x));12.421951742166588;[-155.8484750456858, 88.31160652758085, 0.25041799708708684];12.421951742166588
20;p1 + p2 / abs(p3 ^ x) ^ x;-192.28393283992588;[1.8600577548981099, -1.1987917613265577, -2101.0478515008185, -0.1422584706935209];-192.28393283992588
128;p1 + (x - abs(1.0 / (p2 - x)) ^ p3);-319.53916266546224;[1.2582928450584956, 0.6514535072485991, -1.1299416607965314, 0.1000942127051887];-319.53916266546224
2731;1.0 / (p1 ^ x + p2 ^ (p3 ^ x));-376.4566597401364;[0.02401926677498181, -0.38829275525072904, 0.796059862823901, -0.08553119820102534];-376.4566597401364
3430;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];-497.93393070182196
12309;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
78237;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
