evals;expr;nll;coeff;best_nll
1;p1 / (x + p2 / (x + 1.0 / x));1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;p1 * p2 ^ (1.0 / x) - abs(x) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;abs(p1 ^ (p2 / (x + -1.0 / x))) ^ x;447.8614054223539;[-0.9289406995172478, -0.0753037970210242, 0.8338078160313949];447.8614054223539
9;abs(1.0 / (p1 - p2 ^ x)) ^ (abs(x) ^ x);242.520086004229;[1.4496677661062218, -0.7695448987765445, -0.472842203250421];242.520086004229
12;p1 + x / abs(x) ^ (x * x);62.09236385231957;[1.3928996156309044, 0.28724703473378715];62.09236385231957
17;p1 + abs(x) ^ (abs(x) ^ -x - x);-15.628318492559398;[1.3260853904066132, 0.23174661109921998];-15.628318492559398
88;abs(p1 / abs(p2 + x) ^ x) ^ p3;-21.426013291843468;[0.03465333841217824, -4.184112646150012, -0.1287394268735121, 0.22806458508654723];-21.426013291843468
98;p1 ^ -(abs(p2 ^ (p3 - x)) ^ x);-57.89578164455608;[0.68038374926254, 1.265545521093571, 3.047375467851021, 0.20620763906068726];-57.89578164455608
127;p1 / (p2 + -1.0 / x);-81.56121534869835;[-23.928305554354907, -12.347921489093608, 0.193158193216915];-81.56121534869835
159;abs(abs(p1 + 1.0 / (p2 + x)) ^ p3) ^ x;-187.38813705822;[-1.1617536964950512, 1.136885833499551, -1.8110996184702994, -0.14419546972332448];-187.38813705822
203;abs(p1 + p2 ^ (p3 ^ -x)) ^ x;-265.3091793450442;[0.11107501465506571, -6.665459052155528, -3.00023637677862, -0.11627039128643853];-265.3091793450442
910;p1 - abs(x + 1.0 / (p2 + x)) ^ p3;-278.49603143187585;[2.068905490061615, -0.958078534886164, -1.208978599995258, -0.11211113858633781];-278.49603143187585
1041;abs(p1 + 1.0 / (p2 + p3 ^ x)) ^ x;-380.8202883306028;[-4.466499791974084, 0.3050528875888615, -0.11391360392303612, -0.08450640084632224];-380.8202883306028
2716;abs(1.0 / (p1 + p2 / abs(x) ^ x)) ^ x;-405.41201001996103;[0.8442717846876786, -0.36086485279586694, 0.07895626144348984];-405.41201001996103
2733;p1 + 1.0 / (x + p2 / (p3 - x));-422.3668214626465;[1.3628838380461736, -0.3664555501118346, 0.33053386388523304, -0.07534349086874746];-422.3668214626465
4417;p1 - abs(p2 + -1.0 / (p3 + x)) ^ p4;-497.93393070182753;[2.2620522470343785, 0.7727828926039556, 0.3008798424323267, 0.6768993471343056, -0.061148703359623045];-497.93393070182753
10193;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
73847;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
