evals;expr;nll;coeff;best_nll
1;p1 * (x + abs(x) ^ -(abs(x) ^ p2));1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;abs(abs(p1 * p2 ^ x) ^ p3) ^ (1.0 / x);1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;p1 ^ (abs(p2 + p3 ^ -x) ^ p4);-165.97373999953737;[-56.17100275088253, 1.2371301332563376, 815.5202883810709, -8.768547310212682, 0.15298268711146834];-165.97373999953737
26;1.0 / (p1 + p2 ^ (x * (p3 - x)));-194.51103471394887;[0.5373869651401684, -734.8167184135917, -0.3551500707232555, 0.14138618096825792];-194.51103471394887
55;abs(p1 + p2 ^ (abs(1.0 / x) ^ x)) ^ x;-361.34123388775527;[0.16312638358383927, 1.8933578131273345, -0.0891781915831954];-361.34123388775527
3183;p1 ^ (1.0 / (p2 - x) + p3 ^ x);-408.6005185543134;[0.11190378438096221, -1.681162299596288, -0.04509399535359178, 0.07826388636789273];-408.6005185543134
17567;p1 ^ (1.0 / (p2 + x) - p3 ^ x);-408.6005185544225;[-8.936250906985906, 1.6811629826379164, 0.045093947757752835, -0.07826386302470853];-408.6005185544225
22603;p1 + -1.0 / (p2 / (p3 - x) - x);-422.3668214626465;[1.3628838349711832, 0.36645555079360326, 0.33053386474095353, -0.07534349152641123];-422.3668214626465
24083;p1 + -1.0 / (p2 / (p3 + x) - x);-422.3668214626467;[1.3628838341630043, -0.36645554702520045, -0.33053386141965363, -0.0753434913563184];-422.3668214626467
28736;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];-497.9339307018077
41139;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];-497.93393070182196
47002;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
