evals;expr;nll;coeff;best_nll
1;abs(x) ^ (abs(1.0 / x) ^ (x + x)) - x;857.655505530026;[-2.586422266740699];857.655505530026
2;abs(abs(x) ^ (1.0 - x * x)) ^ x;651.3765969007829;[1.4629344515008544];651.3765969007829
4;x + p1 ^ (abs(1.0 / x) ^ (-1.0 / x));388.07767185156484;[0.23329853778268927, 0.7068754693533159];388.07767185156484
18;p1 - p2 ^ -(x * p3 ^ x);-194.4660845517084;[1.8572894037111922, -1.3926083745842495, 106.43213194139878, 0.14140351812026722];-194.4660845517084
65;p1 - p2 ^ (p3 - p4 ^ x);-198.04001140652542;[1.8599992673516907, 1.1937164599298669, 1.943300912897328, 132.3178728266814, -0.14001433817598263];-198.04001140652542
300;abs(abs(p1 + x) ^ x) ^ (p2 ^ x);-199.476573782113;[4.521674628359448, 0.4031969711697117, 0.13945981829413087];-199.476573782113
411;x * abs(p1 + p2 * x) ^ p3;-285.94535277081786;[-0.3249095699704887, -0.36184379535755, -1.8286653039718979, -0.1098276630948581];-285.94535277081786
940;abs(1.0 / (p1 + p2 ^ (p3 ^ x))) ^ x;-320.0301012534485;[-0.8342887166210458, -0.6351933881573071, 2.353747041331837, -0.09995855458638635];-320.0301012534485
1793;abs(p1 + p2 ^ (abs(x) ^ -x)) ^ x;-361.34123388775527;[0.16312638419094516, -1.8933578085619986, 0.08917819256232867];-361.34123388775527
3072;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];-497.93393070182196
10796;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
48310;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
