evals;expr;nll;coeff;best_nll
1;p1 * (1.0 / x - p2 ^ (abs(x) ^ p3));1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];1.7976931348623157e308
2;abs(x - x / abs(x) ^ x) ^ p1;1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5;x - abs(x) ^ -(abs(x) ^ (1.0 / x));629.589468323501;[1.3774843202059828];629.589468323501
6;abs(p1 / (x + p2 ^ -x)) ^ p3;5.548652995716582;[0.0012571588811924133, 0.8502221469471019, -0.07616421072143267, -0.24570816489758915];5.548652995716582
30;p1 + -1.0 / (x + p2 ^ (p3 + x));-144.8727708468536;[1.856307791396426, -83.03646937453799, -0.115528708521442, -0.16216522200949504];-144.8727708468536
112;p1 ^ (1.0 / (p2 - p3 ^ (p4 * x)));-185.12382232298626;[-0.9978391229582585, -0.0034883332906174382, -0.00012401266800965858, 1.6791597096465214, -0.14510027563913433];-185.12382232298626
133;p1 / abs(1.0 / (p2 + x)) ^ (p3 ^ x);-244.40012726884447;[1.7324685977791028, 0.4234192876865317, 0.26854138092359237, -0.12318388563525368];-244.40012726884447
190;p1 - abs(p2 + p3 * x) ^ x;-249.0187567494322;[1.976187340359908, 0.27871206143601357, -0.3174397055365913, -0.12162227926111378];-249.0187567494322
309;p1 * (x + -1.0 / (p2 + p3 ^ x));-288.1950210505147;[-0.23477906421972966, 0.10266513255152693, -0.00044252313059919347, 0.10914725900736752];-288.1950210505147
1194;p1 ^ (x * (p2 - abs(1.0 / x) ^ x));-346.80348200281674;[0.5656669039922462, -0.2603982263354298, -0.09283243086742711];-346.80348200281674
3031;x * (p1 + p2 ^ (p3 + x));-390.07416324868746;[0.449005416124551, -0.27541429242782645, -1.363221206059343, 0.08237350101447216];-390.07416324868746
8452;p1 + -1.0 / (p2 / (p3 + x) - x);-422.3668214626467;[1.3628838341630043, -0.36645554702520045, -0.33053386141965363, -0.0753434913563184];-422.3668214626467
17396;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];-497.9339307018077
27164;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
