evals;expr;nll;coeff;best_nll
1;abs(x * abs(x) ^ (x + 1.0 / x)) ^ p1;1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;abs(abs(1.0 / x) ^ (abs(x) ^ x) / x) ^ p1;1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;abs(x) ^ (0.0 ^ (abs(x) ^ x));449.05601300067394;[-0.8365639404970399];449.05601300067394
5;abs(-1.0 + p1 * x) ^ (abs(x) ^ x);432.9560244354975;[-0.003959696648754225, -0.8001729350138497];432.9560244354975
11;p1 - p2 ^ (abs(x) ^ (x + x));-8.46796166239323;[1.8327542309657079, 0.0379715473495954, 0.23637619265214727];-8.46796166239323
32;p1 / p2 ^ (p3 ^ (-2.0 * x));-169.98429568972887;[1.859833349486584, 5.6118564442513215, -17.801479976918717, 0.15129731374111957];-169.98429568972887
157;p1 + abs(p2 + p3 ^ -x) ^ p4;-180.5593029654052;[0.5441879770076682, 0.9315463561792146, -592.6966736474568, -3.9099366260036335, -0.14694153042632185];-180.5593029654052
228;p1 - p2 ^ (abs(p3 ^ x) ^ -x);-188.947470641926;[2.8599305962403165, -2.228569613181371, -564.066997833691, -0.1435756974042535];-188.947470641926
449;p1 ^ (1.0 / (p2 + (x + 1.0 / x)));-264.3083083472881;[-4.01491051192375, -0.08527975398579905, 0.11659230569800999];-264.3083083472881
819;abs(1.0 / (p1 + -1.0 / (x + 1.0 / x))) ^ p2;-279.1392817839109;[-0.9213129785508658, -2.0694677085329576, -0.11191210045144921];-279.1392817839109
1238;abs(1.0 / (p1 - p2 ^ (p3 ^ x))) ^ x;-320.0301012534514;[0.8342887148670309, -0.6351933884972426, -2.3537470670614487, 0.09995855865311022];-320.0301012534514
1318;p1 * (x * p2 ^ (p3 ^ -x));-332.3100157094561;[0.24211970051468815, 29.56808247338805, -1.6021392719543, 0.0966245932615295];-332.3100157094561
1406;1.0 / (abs(p1 + x) ^ p2 - p3 ^ x);-354.5012624733473;[-0.050519432057383414, -0.3089356505733295, 0.5132091215062041, 0.09087924326266619];-354.5012624733473
1857;x * (p1 + p2 ^ (p3 + x));-390.07416324868746;[0.449005416124551, -0.27541429242782645, -1.363221206059343, 0.08237350101447216];-390.07416324868746
9998;p1 + -1.0 / (p2 / (p3 + x) - x);-422.3668214626467;[1.3628838341630043, -0.36645554702520045, -0.33053386141965363, -0.0753434913563184];-422.3668214626467
15368;p1 - abs(p2 + 1.0 / (p3 - x)) ^ p4;-497.9339307018041;[2.2620522480871177, 0.7727828912048132, -0.30087985624089336, 0.676899309489513, -0.06114870389311681];-497.9339307018041
16191;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];-497.93393070182196
26238;p1 - abs(p2 + -1.0 / (p3 + x)) ^ p4;-497.93393070182753;[2.2620522470343785, 0.7727828926039556, 0.3008798424323267, 0.6768993471343056, -0.061148703359623045];-497.93393070182753
29382;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
