evals;expr;nll;coeff;best_nll
1;p1 * (2.0 / x - x);1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;1.0 / (x + p1 / (x - abs(x) ^ p2));1.7976931348623157e308;[0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5;abs(x) ^ (abs(x) ^ (1.0 / (-0.0 + x)));632.3676254085553;[1.388096447413452];632.3676254085553
7;abs(x) ^ (abs(x) ^ (1.0 / x - x * x));432.29872592490256;[0.7987213267115106];432.29872592490256
11;x + abs(abs(x) ^ -x) ^ x;265.2202427542245;[-0.5034424149769849];265.2202427542245
27;p1 + p2 ^ (abs(1.0 / x) ^ x);13.127569900661255;[0.807546640046528, -0.9835318580049638, 0.25090659360134787];13.127569900661255
63;p1 ^ (p2 ^ (p3 * abs(x) ^ (1.0 / x)));-12.393117345315929;[1.599551656323996, -0.6950649248271251, -0.5274700782124034, 0.23382701773568104];-12.393117345315929
80;abs(p1 ^ x) ^ (p2 ^ x);-205.19387879294123;[-4.682827701306536, -0.4445299171088357, -0.13727453322413036];-205.19387879294123
131;abs(abs(p1 + x) ^ (p2 ^ x)) ^ p3;-254.28079679676105;[0.8671758816101518, 0.5098899130581007, 2.2090612354830976, 0.11986709593319025];-254.28079679676105
255;1.0 / (p1 + (p2 ^ x + p3 ^ x));-361.6203831251222;[-0.5869530195838302, -1.0649494109276303, 0.01952271658158296, 0.08910944624863326];-361.6203831251222
2387;p1 - abs(p2 + abs(x) ^ (1.0 / x)) ^ p3;-374.12766507283345;[2.0918898085709396, -0.9381732092392051, 1.5775382524114676, 0.0860832512719258];-374.12766507283345
4921;x * p1 ^ (x - p2 ^ x);-375.45849117932033;[-0.16003911590907427, -1.3910443562365036, 0.08576736964381775];-375.45849117932033
7728;abs(p1 / (p2 - abs(x) ^ -x)) ^ x;-405.41201001996126;[-2.7711205161897516, 2.339578865751049, -0.07895626187735906];-405.41201001996126
21046;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];-497.9339307018077
21117;p1 - abs(p2 + -1.0 / (p3 + x)) ^ p4;-497.93393070182753;[2.2620522470343785, 0.7727828926039556, 0.3008798424323267, 0.6768993471343056, -0.061148703359623045];-497.93393070182753
45554;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
75796;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
