evals;expr;nll;coeff;best_nll
1;abs(abs(x) ^ (p1 - x * x) / x) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];1.7976931348623157e308
2;x - abs(abs(x) ^ (x / (x + 1.0 / x))) ^ p1;2168.3188063472785;[-3.3059069292640513, 0.3920913372578063, -0.5016478231499716, 0.7429609829674758];2168.3188063472785
6;1.0 / (p1 + p2 ^ (x + -1.0 / x));860.1462509234341;[-0.3630080821376258, 0.9364699142694048, -0.2190149446178374, -0.5022692043640999, 0.7413647982549875];860.1462509234341
8;p1 + 1.0 / (p2 + abs(p3 / x) ^ (x + x));570.0260688489734;[-0.447441104935357, 0.2564695063355585, -0.13759075302189924, -0.2089518870975126, -0.5055211639322396, 0.7372805780296711];570.0260688489734
15;p1 + abs(1.0 / (abs(p2 ^ x) ^ p3 - x)) ^ p4;-250.90755502012934;[0.2502001967186436, 63.33008617402881, -114.16057501950716, -0.9617274515793216, 0.14078495962448176, -0.4906781695659164, -0.7477874888196195];-250.90755502012934
43;p1 - p2 ^ (p3 * (x * abs(x) ^ p4));-967.245493408229;[1.0914892587269336, 2.3320806015166458, 1.186170977277069, -0.6024849384175189, 0.08232082962942112, -0.5023923041627052, -0.7397488379716434];-967.245493408229
85;p1 + p2 * abs(abs(abs(x) ^ x) ^ p3) ^ (-1.0 / x);-976.0440544423658;[-0.07077472637398219, -1.7160314422434106, -0.7495397144606667, -0.0826466148935667, -0.5026818270803103, 0.7401935196007797];-976.0440544423658
106;abs(p1 + abs(abs(p2 + -1.0 / x) ^ p3) ^ p4) ^ p5;-1001.761084991655;[-0.26464476252463626, -0.014444397971838491, 0.7578031357241354, 0.3866254638317159, -1.778620520065494, 0.080591288893786, -0.5025215071058158, 0.7399828302894893];-1001.761084991655
161;p1 * abs(x) ^ (p2 + 1.0 / (p3 + x)) - x;-1002.7700996826115;[-0.7236491910878002, -0.1299842498721895, 1.7709658930490322, 0.08072386659001515, -0.50259746760622, 0.7399513277335337];-1002.7700996826115
1358;x / (p1 - abs(p2 + p3 ^ x) ^ p4);-1005.7946000742398;[-0.05342434698906572, -0.9964644226150798, 0.8080756487734997, 0.3887192654988941, -0.07952355787361264, -0.5018339066242004, -0.7402197572423603];-1005.7946000742398
6537;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];-1013.2384638792784
