evals;expr;nll;coeff;best_nll
1;p1 ^ (x + 1.0 / (p2 + 1.0 / x)) / x;4950.555364040548;[-1.2892013999243894, 0.07449970005446638, -1.225554252970162, -0.5001485143428471, -0.7379549967356593];4950.555364040548
3;p1 + abs(x) ^ p2 / (x - abs(x) ^ p3);474.6476079128341;[0.30637755615518886, 2.640066623628255, 1.816492895149404, 0.16240482034499865, -0.4945275265848593, 0.7467796595781159];474.6476079128341
10;abs(abs(x) ^ (1.0 / (p1 + abs(p2 / x) ^ p3))) ^ p4;145.09685176318644;[-1.0851648284546735, 7.409013716361818, -0.019726631293649412, -0.07744242680465505, 0.17048615599651035, -0.4897017273984333, 0.7479207045357187];145.09685176318644
18;abs(x) ^ (1.0 / (p1 - abs(x) ^ (p2 * abs(x) ^ p3)));-296.58798324359856;[2.1756777211774994, 2.5467322118253586, -1.9773937772733392, 0.13394321355453193, -0.49009830437197355, 0.7471693863020082];-296.58798324359856
32;1.0 / (p1 + p2 ^ (abs(p3 / (p4 + x)) ^ p5));-982.0370321549892;[-1.0721405277407978, 1.4357502389435652, -1.9628687246741785, 0.03997746122821009, 0.48773864383481247, 0.08237894745089407, -0.502616623156201, 0.7406585190734036];-982.0370321549892
59;x + p1 / (p2 - abs(p3 * x) ^ p4);-998.3265175066146;[-0.46333386237660634, -0.3222601896772078, 6.575674848699212, -0.5741400273443203, 0.08064904388699133, -0.5028795132671416, 0.739080002622284];-998.3265175066146
90;p1 + abs(x * abs(1.0 / (p2 + x)) ^ p3) ^ p4;-1001.608135752956;[0.024126521946204613, 3.6081812943393508, -0.5411612721644786, 0.6350036943727104, -0.08068788896289031, -0.5025589942575595, 0.739960870420931];-1001.608135752956
653;x * abs(1.0 / (p1 + p2 ^ (abs(x) ^ p3))) ^ p4;-1002.3526893868378;[-0.9948812793761794, 0.6356494660772537, 0.7275269525515042, 0.5267786967521961, -0.08071383814287654, -0.5025138607869892, 0.7401162437811709];-1002.3526893868378
898;p1 - abs(1.0 / (p2 + p3 / p4 ^ x)) ^ p5;-1004.575296407432;[-0.09632388093775407, -34.66970490248377, 34.64782052996532, 0.9450898997637929, -0.7087817349665195, -0.0798821534446296, -0.5007475506530045, 0.7400076556044854];-1004.575296407432
1326;p1 + abs(p2 + abs(p3 + x) ^ p4) ^ p5;-1005.8702324681074;[0.09253136155960567, -2.987996760830045, 2.181813657641428, 1.3939814439884466, 0.6908407558703956, 0.0799515718595178, -0.5025119877562234, 0.739850627907502];-1005.8702324681074
6915;p1 + (x + abs(p2 + 1.0 / (p3 - x)) ^ p4);-1007.5428619588039;[0.08213225549162657, -1.0815894160938737, 0.011104729526544396, -0.6310470533342355, 0.07988235254185146, -0.5027379468230752, 0.7391643787318142];-1007.5428619588039
40188;1.0 / (p1 + (abs(p2 + x) ^ p3 - abs(x) ^ p4));-1010.6836529352239;[-0.5957078086023595, -0.01746922723487599, -0.08848773483476888, -0.5093988359825178, 0.07949811207211603, -0.5020103840485436, 0.739397005439799];-1010.6836529352239
197485;p1 + (abs(p2 + -1.0 / (p3 - x)) ^ x - x);-1010.8428845579119;[-1.0252474430328333, -0.775258498296267, -1.2719727716586922, -0.07914707905946171, -0.502644943118263, 0.7394415194348706];-1010.8428845579119
253028;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];-1013.2384637845921
942918;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];-1013.2384638792784
