evals;expr;nll;coeff;best_nll
1;1.0 / x - x * abs(abs(x) ^ p1) ^ (abs(x) ^ p2);4553.752673847962;[-1.492355495404396, -0.08664405455145197, 1.0018510441519373, -0.5010882190896893, 0.7407289357424743];4553.752673847962
2;1.0 / (p1 + x) + abs(abs(abs(x) ^ p2) ^ p3) ^ x;408.63782849885007;[-0.8708527161193428, 1.4432374657675116, 0.12165518699057602, -0.11307974817468566, -0.5078399211225612, -0.7297920893545962];408.63782849885007
8;p1 * abs(1.0 / (p2 + abs(1.0 / x) ^ p3)) ^ x;-252.41734693659788;[-0.2727391959793407, -0.8113229861809051, -0.17591048905106144, 0.12618240447378798, -0.5013977453615834, 0.7316664667399391];-252.41734693659788
9;p1 / p2 ^ (x * abs(1.0 / (p3 - x)) ^ p4);-1000.2671314566544;[-0.0006631437938681553, 0.00038525666126430357, -0.0003193403667385451, 0.9099088716460866, 0.08067341766866439, -0.5024391574420233, 0.7399335577265961];-1000.2671314566544
86;abs(abs(x) ^ p1 + abs(p2 + -1.0 / x) ^ p3) ^ p4;-1001.6667864048366;[1.0675966920704028, -0.5335807802829088, -0.5506653016208194, 0.9229121789780986, -0.08060779454001282, -0.5025469775436461, -0.7399735302084185];-1001.6667864048366
107;p1 + p2 ^ (abs(p3 + abs(1.0 / x) ^ p4) ^ p5);-1002.3112090759909;[-0.9333223740031353, 5.830032294367712, -1.9134318876702001, 0.06411477144652682, 6.548810413564099, -0.08078394382852226, -0.5025706143869572, -0.7399852554578796];-1002.3112090759909
2474;p1 / abs(1.0 / x) ^ (p2 ^ (p3 + x)) - x;-1002.5557262246417;[-0.728471134884286, 0.5318085802244991, 1.318796672623144, -0.08074522717369659, -0.5026556686508781, -0.7398162177267055];-1002.5557262246417
3201;p1 * x - p2 ^ (p3 ^ (abs(x) ^ p4));-1002.565666866343;[-0.9667784909375194, 0.027751053125156244, -0.08209055935065657, 0.37125274500804534, 0.08077597165154922, -0.5025945580593207, -0.7399912758370681];-1002.565666866343
3606;abs(p1 * (x + abs(x) ^ (1.0 / (p2 + x)))) ^ p3;-1002.8222509803252;[-0.8417719843994912, 2.275468019527414, 1.0510421504658807, -0.0806940018162599, -0.5025829279368424, 0.7399150369674353];-1002.8222509803252
8854;1.0 / (p1 + p2 / (p3 - abs(p4 + x) ^ p5));-1005.5940564539103;[-0.025166339665338537, -0.6342882711437722, -0.06120840931086136, -0.011180219554142456, 0.7058977701441109, -0.08000039289610424, -0.5025621217464563, -0.7401632476996435];-1005.5940564539103
14764;x + abs(1.0 / x + abs(p1 + x) ^ p2) ^ p3;-1008.5099542260908;[-4.620208536791759, -0.04144036738777553, -0.5167546451638099, -0.07990646152284724, -0.5028724970672296, -0.7395658201965183];-1008.5099542260908
152695;p1 + (abs(p2 + -1.0 / (p3 - x)) ^ x - x);-1010.8428845579119;[-1.0252474430328333, -0.775258498296267, -1.2719727716586922, -0.07914707905946171, -0.502644943118263, 0.7394415194348706];-1010.8428845579119
731312;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];-1011.7646849614036
764251;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];-1013.2384638792784
