evals;expr;nll;coeff;best_nll
1;abs(x * abs(x) ^ (x * x)) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;1.0 / x - abs(x) ^ (abs(abs(x) ^ p1) ^ (abs(x) ^ p2));4939.845442668294;[1.2126713050841185, -1.5268534773428482, 1.1925870300624204, -0.49946194797875515, 0.7386850569163227];4939.845442668294
3;abs(p1 ^ (abs(x) ^ -(abs(x) ^ (x + x)))) ^ p2;2049.6416738851294;[1.493388164521265, -0.22658905444631336, -0.39673807671986466, -0.5029424281540574, 0.7405152809109492];2049.6416738851294
4;abs(x) ^ (abs(p1 + (x - abs(1.0 / x) ^ p2)) ^ p3);151.30353173757624;[0.12304278282234238, -0.6761571389868822, 0.23579604157654252, -0.14695693736802418, -0.500783475226548, 0.7297928818085133];151.30353173757624
9;p1 * (p2 ^ (p3 + (x + -1.0 / x)) - x);92.99095530706663;[4.683758366478827, -1.5370554713760887, -1.267717246702457, 0.1169214335821384, -0.5128373440905828, 0.7124074734350917];92.99095530706663
12;p1 * abs(1.0 / (x + abs(abs(x) ^ p2) ^ p3)) ^ p4;-998.0156941303694;[-0.8898962739176641, -0.6644548755017342, -0.7513589726259992, -0.9564291059501824, -0.08090227950737604, -0.5024790249325305, -0.7399187934235214];-998.0156941303694
268;x + abs(1.0 / (p1 - abs(x * x) ^ p2)) ^ p3;-1000.6474631162836;[-1.025601191692603, -0.5148747130644454, 0.5018007390698317, -0.08058776533315062, -0.5028287295130107, 0.7395432289832456];-1000.6474631162836
332;p1 + abs(p2 + p3 / (p4 + x)) ^ p5;-1002.2995375282932;[0.10305909220977731, -0.006835846188262087, 0.5068197210337699, -0.011184356614613275, -0.7312526248300908, -0.08026309394090185, -0.5025462940346908, -0.7403740851462779];-1002.2995375282932
501;p1 / (p2 + abs(p3 + -1.0 / x) ^ p4) - x;-1003.0908131801473;[-1.5841178838503691, 1.579156219833265, 0.5442786891664193, 0.6028434830249871, -0.0802396523739697, -0.5026645443356383, 0.7396746373673032];-1003.0908131801473
7470;p1 + 1.0 / (p2 - abs(p3 / (p4 + x)) ^ p5);-1005.7316891640137;[-0.09580796708726305, 0.025537736925115993, 0.5206739158124055, -0.01111125492859724, 0.7043156049726786, -0.07999387081668158, -0.5024418488715532, -0.7399485188213986];-1005.7316891640137
24021;x / (p1 - p2 ^ -(abs(p3 + x) ^ p4));-1007.5240623497666;[1.066966986622322, -2.071213287798615, -0.011039266317957474, 0.5107393847440852, -0.08024004796194974, -0.5025568830599308, -0.7409090536795153];-1007.5240623497666
29609;p1 * x - x / (p2 - abs(p3 + x) ^ p4);-1008.3842083077423;[0.7933786422375946, -0.08702760341841409, -0.011283315944964796, 0.5958128159075406, 0.08009415217177149, -0.502594270140658, 0.7402719884341873];-1008.3842083077423
137127;abs(x / p1 ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.9487656626258;[-0.33826595525274566, 0.03133255381791816, -0.343201492794439, 0.501489199676716, -0.08006275294369603, -0.5025022074631658, -0.7398529700335786];-1008.9487656626258
141836;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];-1013.2384637845921
395445;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];-1013.2384638792784
