evals;expr;nll;coeff;best_nll
1;abs(abs(p1 + 1.0 / (x * x - x)) ^ p2) ^ p3;823.9746103034104;[-0.0011776862919079696, 0.27636400868459865, -1.5024579742379853, 0.20980438967412213, -0.49534813354822316, 0.751366922640725];823.9746103034104
3;x + abs(abs(-1.0 + p1 * x) ^ p2) ^ p3;269.42181278674246;[-2592.8267324643884, -1.0699744073917223, 0.23030758080437397, 0.18657982108922735, -0.491770546850998, 0.7455007468286895];269.42181278674246
8;p1 ^ ((p2 ^ x - x) / (p3 + x));-445.2553228136843;[0.08558969032914811, -0.17583335053627563, 1.6266434274344213, 0.1230443397082027, -0.5055969974986874, -0.735533104606263];-445.2553228136843
12;x - abs(x + abs(p1 / x) ^ p2) ^ p3;-1000.898158937751;[0.5097440725501512, -0.5149024138138605, 1.128394146555732, 0.08058546612497162, -0.5025304952681106, 0.7400153078280487];-1000.898158937751
161;abs(p1 + (abs(x) ^ p2 - abs(1.0 / x) ^ p3)) ^ p4;-1002.0146747410746;[-0.6280087394565034, -0.06773376200493643, 0.44865242664171345, -1.152221126431374, -0.08060149275626702, -0.5025085723418747, 0.7399333570757304];-1002.0146747410746
1022;abs(p1 + abs(x * p2 ^ x) ^ p3) ^ p4;-1002.1685072994114;[-0.2634054594449586, -0.9885084203370699, -0.29292882860851627, -1.7769638374079384, 0.08058886226902043, -0.5025176870010815, 0.739924509256153];-1002.1685072994114
2230;1.0 / (p1 + abs(p2 ^ x + abs(x) ^ p3) ^ p4);-1002.8459118578904;[-1.038266182719886, 1.000549535464606, -0.724281029305179, 0.6983336380375939, -0.08063676328093558, -0.5024642065078808, -0.7398445465414959];-1002.8459118578904
10386;p1 - (x + abs(p2 + -1.0 / (p3 - x)) ^ p4);-1007.5428619589532;[-0.082132352294803, 1.0815904200333284, 0.011104729362860099, -0.6310471800122096, -0.07988249510155433, -0.5027379235506142, 0.7391644362013146];-1007.5428619589532
25809;p1 + (abs(p2 + 1.0 / (p3 - x)) ^ x - x);-1010.8428845212311;[-1.0252477394066963, 0.7752600870955322, -1.2719701383668482, -0.07914728444549352, -0.5026456107308842, -0.7394437592254887];-1010.8428845212311
356246;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];-1011.7646849614036
862900;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];-1013.2384637845921
882978;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];-1013.2384638792784
