evals;expr;nll;coeff;best_nll
1;abs(x) ^ (-2.0 * (x * x)) / x;1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;1.0 / (p1 + abs(x / (p2 + x)) ^ x);1828.9311738225456;[-2.614151964751639, -0.9362843004618868, 0.2916799637112781, -0.4903758796882153, -0.7504665516101167];1828.9311738225456
4;p1 * abs(p2 ^ -x) ^ p3;1300.2531078284148;[-0.4666840643943381, -2.6859507286479793, -0.5850086186076062, -0.25634711005995653, -0.5064832641977477, 0.7247850619203566];1300.2531078284148
5;abs(p1 ^ (1.0 / x)) ^ p2 - abs(x) ^ p3;752.215144267157;[232.88612962879677, -374.4344979627707, 0.5022181566158286, -0.228171519726728, -0.49154520429672194, 0.749612940665797];752.215144267157
6;p1 - abs(abs(x) ^ p2 / x) ^ p3;-248.58680796059767;[-0.25056870508184353, 0.39513449173610793, -1.5937211739970503, 0.14121127863031865, -0.4907276931022951, -0.7477522297288974];-248.58680796059767
7;p1 * abs(1.0 / (-0.0 + x)) ^ p2;-906.4884220047769;[1.8235845560480501, -0.6667610803660091, -0.08588861593960569, -0.5034648319824813, -0.7419886863556918];-906.4884220047769
80;abs(p1 + abs(p2 / x) ^ p3) ^ p4;-1001.745532123485;[-0.5341039548334339, 11.711928521158821, 0.13141852824755318, -3.265843557033565, 0.08062232798616763, -0.5025120110139769, 0.7399832084698515];-1001.745532123485
1289;1.0 / (p1 + p2 ^ (p3 ^ (abs(x) ^ p4)));-1001.9527055830329;[-0.992933975821711, -358.5992450223275, -0.07763149586146882, 0.2223180296608993, 0.08064963402386001, -0.5024959900148084, -0.7398880010189128];-1001.9527055830329
13857;p1 ^ (p2 - abs(1.0 / x) ^ p3) - x;-1002.0572884769697;[-1.390183897778798e-5, 0.9107499846414503, -0.07225640863726829, 0.08060908949831899, -0.5025292103945913, -0.7399858574698234];-1002.0572884769697
44238;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];-1002.3409364613959
