evals;expr;nll;coeff;best_nll
1;abs(1.0 + p1 ^ (1.0 / x)) ^ x;2306.4410284810474;[0.00260472655764084, -0.4131081636180239, -0.5069095835927011, -0.7295308571675497];2306.4410284810474
2;x - abs(abs(p1 + 1.0 / x) ^ p2) ^ p3;707.7481764786454;[-1.585621064514381, 0.7602547399266576, -0.5010787766702406, -0.14699589067889754, -0.48627565270158685, -0.7558544438756133];707.7481764786454
6;abs(0.5 / (x * abs(x) ^ x)) ^ p1;707.7341386998189;[-0.4800709917789452, -0.11376519985249708, -0.524393358106076, -0.6973631748193242];707.7341386998189
10;p1 + abs(abs(x) ^ (abs(1.0 / x) ^ p2)) ^ p3;-256.0955577284957;[0.23338672736546207, -0.021889350038559355, 0.9378847176269082, 0.1405686428770965, -0.4909081001531071, -0.7473821652735345];-256.0955577284957
13;p1 + (x + 1.0 / (p2 + 1.0 / x));-883.6411458912066;[0.1569864839961359, 0.7148951190840754, 0.09169629316747395, -0.5005346330711703, 0.7370423939649956];-883.6411458912066
20;p1 + abs(p2 ^ (abs(x) ^ p3)) ^ p4;-967.2454934082696;[-1.09148920829773, -1.9639768076330006, 0.3975150745755494, 1.4880676290614157, -0.08232079677945296, -0.5023923711873289, -0.7397488493124493];-967.2454934082696
92;p1 - x / p2 ^ (p3 ^ x);-973.1196869989266;[-0.11236714302874712, -0.35780181256111243, -0.48246250070750524, 0.08395109237863349, -0.5018106718855889, -0.7413726780594869];-973.1196869989266
139;x + 1.0 / (p1 + p2 / (p3 + x));-999.8463258968615;[1.1512132408760534, 0.30058137834778503, 0.028875321744153935, -0.08127999787837771, -0.50265002183126, -0.7398971860384272];-999.8463258968615
306;abs(p1 + -1.0 / (p2 + abs(x) ^ p3)) ^ p4;-1001.8152595632899;[-0.06268272425604028, -0.18084758930030795, -0.2774821514864147, 2.1717257088702286, 0.08065852091545639, -0.5025157961693211, 0.7399804840574336];-1001.8152595632899
4127;abs(p1 + abs(1.0 / (p2 - x)) ^ p3) ^ p4;-1001.8909440819893;[-0.2220321071748251, -0.002529058347431829, 0.2518725161376088, -2.1574936071901054, -0.08072390083387157, -0.5025420890213698, -0.7399947007061016];-1001.8909440819893
20747;x - p1 ^ (p2 - abs(x) ^ p3);-1002.0572882599361;[1.390072488525905e-5, 0.910750425326041, 0.0722560377706656, -0.0806089027396649, -0.5025293716125293, 0.7399860482600139];-1002.0572882599361
34444;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];-1002.3409364590589
60660;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];-1002.3409364613959
