generation,individual_index,expression,fitness,nodes
0,0,(1/(x1)) / ((1/(-0.6041304063286995)) / ((x0) * (-0.8779994793600497))),-0.025533074887495257,9
0,1,(1/((x0) + (x1))) - (1/(-1.9290643015823599)),-0.022263034968461982,7
0,2,(1/(x1)) + ((1/(x1)) / (x0)),-0.27415098825852985,7
0,3,(1/(x0)) - (((x0) + (-69.5524047096619)) + (-69.58707201484158)),-25537.769881852546,8
0,4,((1/(x1)) + (abs(x1)**(1.1145513752757255))) - ((x0) + (x1)),-552.8152402739069,10
0,5,(((x0) * (x0)) / (x0)) / ((x0) * (1/(x1))),-44688.330823849145,10
0,6,1/(abs((x0) + (x0))**(abs(0.8727838109935623)**(x1))),-0.2313305460269285,8
0,7,(1/(2.934606895115397)) / (((x0) * (-1.8366593959599191)) * (x1)),-0.3071884885770679,8
0,8,1/(abs((x1) * (-0.06878888974957278))**((x1) / (x0))),-0.07170146741363917,8
0,9,((140.16350672843623) - (x0)) - (abs((-0.9703563187825175) * (-0.6664959117122149))**((x1) - (x0))),-25533.09845147854,11
0,10,(((-68.34461273341316) + (-70.15443484668921)) + (x0)) + (abs(x0)**(-0.2223303409607966)),-25589.433224318334,9
0,11,(((x1) - (x1)) / ((x0) + (x0))) + ((14.53725374915319) * (1/(x0))),-0.0717014674131177,12
0,12,abs(((-0.5562855894302348) / (x1)) / (x1))**(((x0) + (x1)) / (0.08979886409109872)),-0.3068868325690608,11
0,13,(((x1) - (x0)) - ((-1812.1925726821185) / (x0))) - ((x1) + (x0)),-175733.5245819921,11
0,14,(abs(abs(-0.23105405350974295)**(x0))**((x1) - (-0.6358834364174142))) + (1/(x1)),-0.27564347345582146,10
0,15,1/(abs((x0) + (x0))**(x1)),-0.3068868325690608,6
0,16,1/(((x1) - (-36.06195562418403)) / (x0)),-0.1541655116519236,6
0,17,(1/(x1)) / (((x1) + (x1)) / (abs(-0.010526698381300036)**(-1.317402931934322))),-0.14310371737350425,10
0,18,(1/((x1) / (14.021374733335128))) + ((x0) - (abs(x0)**(0.9998661398666532))),-0.04311702048171053,10
0,19,(1/((x0) - (-36.05435964212486))) * ((1/(x1)) + (x1)),-0.15391158162878485,9
0,20,((-137.10268348160653) + (x1)) - (1/((x0) / (x1))),-25615.969201472886,8
0,21,1/(((-7.256673870620391) + (-6.447820656589149)) + (x1)),-0.17386584916058465,6
0,22,((x1) * ((x0) * (0.0018232655656251146))) - ((x1) + (-57.49283505200093)),-1497.2387400727619,9
0,23,1/(((x1) * (x0)) * (x0)),-0.30679012959868046,6
0,24,abs(1/(x0))**(((x0) / (x1)) / (x1)),-0.20068582377308186,8
0,25,((x0) - ((x1) - (x1))) + ((x1) + (x1)),-402826.32875313086,9
0,26,((x0) - ((x0) * (x1))) / ((x0) - (1/(21.399973440277))),-44635.09858022464,10
0,27,1/(((x1) * (x0)) / (x0)),-0.27564347345582146,6
0,28,((-0.02690677366788296) - ((x0) - (x0))) + ((0.5768817827749994) * (0.966115754595926)),-0.025533074884551685,9
0,29,((0.636162198750817) / (abs(x0)**(x1))) + (((x1) * (x1)) * (1/(-7.79253271679004))),-152115279.54319286,12
0,30,((x0) * (-0.0019446780008788743)) / (((x0) + (x0)) / ((-264.3061955397868) - (x0))),-0.10922100749767139,11
0,31,1/(abs(abs(-0.1560639192543134)**(x1))**(-0.8985566300324721)),-0.30688683256507904,6
0,32,(((x1) / (x1)) + (-0.46957210110509967)) - (abs(0.5584726357164425)**((x1) + (x1))),-0.025533077250759886,11
0,33,((abs(x0)**(0.8457644908422408)) / (x0)) - ((x1) - (x0)),-0.005465980182384222,9
0,34,(((493.1392984790077) - (x1)) * (x1)) * (((x1) + (x0)) + (x1)),-301382977189431.2,11
0,35,((-14.032942474159931) / (1/(-2.1629141496899162))) - ((1/(3.8361271087802455)) * (x0)),-1767.0174269592892,9
0,36,((1/(x1)) + (x0)) - (abs(x0)**((x1) - (x0))),-44415.0459697862,10
0,37,((0.0011791148787416604) * (x0)) * ((x1) / (x0)),-0.24460888942354703,7
0,38,1/(((x0) * (1.8852694392128413)) / (x1)),-0.02553307488460997,6
0,39,(abs(x1)**(-0.13287352443504472)) + ((x0) - ((x1) * (1.000326503783209))),-0.00309645916767061,9
0,40,abs((x0) * ((x1) - (x0)))**(1/(abs(0.7082003707759157)**(x0))),-0.3068868325690608,10
0,41,(abs(-0.6427316170113868)**((x1) / (x1))) - ((x0) + ((x1) * (-0.9991899216570808))),-0.008749855817689113,11
0,42,(1/(abs(x1)**(x0))) * ((x0) * ((-0.8505443200366705) - (-0.4226326139176326))),-0.3068868325690608,10
0,43,1/((x0) * ((x0) / (x0))),-0.27564347345582146,6
0,44,(((-0.0854185942704475) - (x1)) * (1/(x0))) / (abs((-1.0457715435970774) / (-0.41359583861213206))**(x0)),-0.30688710332600433,12
0,45,1/((56.157658326020034) * (-17.606644881161788)),-0.30796078390710174,4
0,46,1/(1/((139.1635160817015) - (x0))),-25533.09845147731,5
0,47,((abs(2.093718016354194)**(1.3113026095968636)) + (x0)) / ((x0) / (1/(-6.373810292294461))),-0.5146341490276675,10
0,48,((11085583.848401276) - ((x0) + (11085090.709190223))) * ((x0) * (x0)),-33486995910932.184,9
0,49,((1/(x1)) - (x0)) * (((-14.599345874503953) / (x1)) / (x1)),-0.07140297472338611,10
0,50,1/(1/(x1)),-44688.330823849145,3
0,51,1/(1/(x1)),-44688.330823849145,3
0,52,1/((x0) - ((x0) / (x1))),-0.27405690628159085,6
0,53,1/(1/(0.5304278931953765)),-0.025533074884542654,3
0,54,((1/(x0)) * (1/(abs(-0.5543275263455751)**(x0)))) + ((x0) * (x0)),-3.4146134637590926e+253,11
0,55,abs((x0) / (x0))**(1/(((-0.011966386907079407) + (-0.03793725217264465)) * (x1))),-0.2460310314640884,10
0,56,((x1) + ((x0) - (x0))) / (abs(1/((-0.664492287946765) / (x1)))**(x0)),-0.3068868325690608,12
0,57,((((-35.05219198901992) / (x1)) - (x0)) * (x1)) / ((x0) + (1998.1107980348663)),-1504.3286139132647,11
0,58,1/((x1) + ((1/(x0)) * (x1))),-0.2770601585132544,7
0,59,abs(abs(x0)**(-0.15423551846617622))**((x1) / (x1)),-0.005465980182386186,7
0,60,(((abs(x0)**(-1.2556448113666456)) - (x1)) * (15.260995248544482)) - ((-15.262189686192208) * (x0)),-0.0932184171745962,11
0,61,1/(abs(0.4630170152445269)**(((-0.003095925799051671) * (x1)) + (-0.48069261430475246))),-0.006144979234251764,8
0,62,((0.48225973042153586) + (abs(1/(x1))**((x1) / (x1)))) + (1/(x0)),-0.014051405267063824,11
0,63,((x1) + (-0.5926573811560027)) * ((x0) / ((1/(x1)) / (2.8338264285085255e-09))),-0.2910031438425374,10
0,64,1/(1/(abs((1.1792268064725848) - (0.18665859842347))**(x1))),-0.026227557985182108,7
0,65,(((1/(x0)) + (x0)) / (x0)) + (abs(x1)**(-1.4266181891658083)),-0.2504441919100151,10
0,66,(1/(abs(abs(x0)**(x0))**(abs(x1)**(0.9559242997648587)))) - (1/(x1)),-0.340355937648185,11
0,67,1/(1/((x0) * (0.0011791196021225803))),-0.2446088894213937,5
0,68,(1/(x0)) - ((x0) / (x0)),-2.288331112159237,6
0,69,((x1) / ((x0) / ((x1) + (x0)))) - (1/(1/(x0))),-44688.330823849145,11
