n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x) ^ (p1 + 1.0 / (p2 ^ x - p3 ^ x));1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];561;0;0.505318429;4.966003134978773e305
2;x / p1 ^ (abs(x) ^ (p2 + -1.0 / (p3 + x)));1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];1047;0;0.590813358;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;p1 - abs(x + 2.0 * (x * x)) ^ x;9159.327111492692;[723440.2267134192, -3.8853734994467995e10];3862;55;1.898776587;520679550475.9306
8;p1 ^ (x * p2 ^ (x + -1.0 / (p3 - x)));-205.31528765931392;[4.374414667515036, -0.4431720184021297, 17.886109653069248, -0.13722860343506135];15736;113;4.465257978;0.018831661561374002
137;p1 ^ (x + -1.0 / (p2 + x / (p3 + x)));-240.26732180628022;[-0.7668367804071953, -0.8149267395931915, -0.08828038839694413, -0.12459826601546078];1088796;3784;673.401186323;0.015524732817672249
182;p1 ^ (x * (p2 + p3 ^ (p4 + x)));-267.2728232790697;[-1.971283651805122, 0.16066248054751323, 0.3225853225032194, -0.8629041031934311, 0.11564139547996594];1180678;4592;738.1787319010002;0.01337293318028138
185;abs(abs(1.0 / (p1 - p2 ^ (abs(x) ^ x))) ^ p3) ^ x;-274.95585192620797;[0.7136937259958924, -0.41460225876813867, 0.6341027740481237, 0.11321293018378442];1195274;4659;742.0681945370002;0.012817162333880234
192;abs(p1 + abs(p2 + -1.0 / (p3 + x)) ^ p4) ^ p5;-499.01705123504667;[-2.1684230074905986, 0.7389476791946972, 0.34471869247864495, 0.722839006721059, 1.047798069741072, -0.06096602512196366];1283418;5070;799.4416924510002;0.003716855078346507
1695;1.0 / (p1 + x * (p2 - p3 ^ (p4 - x)));-570.1460785843585;[1.4020734573404567, -0.22520684177802225, -3.727545697284224, 0.734118662062951, -0.05009030528538531];5145788;37125;2995.441696356999;0.002509039097150246
6852;p1 / (p2 + x * (p3 + p4 ^ x));-570.1460785843632;[-0.3806341186631609, -0.5336770053321903, 0.08572141128721604, -0.2682730339156915, 0.05009031049616854];123960358;160793;96607.18080351799;0.0025090390971502156
13077;p1 ^ (p2 + abs(p3 + p4 ^ x) ^ p5);-613.1687848427592;[0.16649198865934753, -0.43202797706821644, -0.21774831466784125, 0.20205269163896827, 1.2667493620548647, -0.04447735804658793];228904556;305894;183608.12248060142;0.0019782356078937866
17119;abs(p1 + abs(1.0 / (p2 - p3 ^ x)) ^ p4) ^ p5;-619.6811497876718;[0.6228109955537058, 0.21230624199801837, -0.19378822622749126, -1.4554546661541026, -1.62206126095939, 0.04368437922810379];239652747;398696;189567.34090132389;0.0019083241022036445
22453;p1 - abs(p2 + 1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312184043;[2.159918037272381, 2.101400648696144, -0.3724607788514376, 0.09547650822601118, 1.430813925145305, 0.041008089312527786];296032586;528543;227365.28102318593;0.0016816580179950789
148993;p1 - abs(p2 + -1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312213526;[2.1599179109043236, -2.101400095710107, -0.3724608457307987, -0.0954766211313884, 1.4308150149465624, 0.041008068043925906];1303298570;3585525;972751.3946899365;0.0016816580179723531
275148;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];2538086941;6668760;1884725.02465531;0.0014559417346996454
958510;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];9229277719;23179439;6812435.535217465;0.00145594173469909
