n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;p1 ^ (abs(x) ^ -(p2 ^ (p3 ^ (p4 / x))));1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0, 0.0];508;0;0.167349093;4.966003134978773e305
2;1.0 / (p1 + abs(x) ^ (abs(x) ^ x) / x);1.7976931348623157e308;[0.0, 0.0];508;0;0.167349093;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5;1.0 / (p1 - abs(abs(1.0 / (p2 + x)) ^ p3) ^ x);-44.1610678411418;[1.5761735918335988, -1.155335256868922, 0.027732461951537526, 0.21418159564993616];13690;111;10.616485751;0.04587381085019986
13;1.0 / (p1 + abs(x + (x + p2 ^ x)) ^ p3);-189.78409491429215;[0.5377372184498653, -0.12930493452295308, -9.897136330758821, 0.14324425699026133];41931;461;18.950604109000004;0.020518917666548328
146;x * abs(p1 + -1.0 / (p2 - abs(x) ^ x)) ^ p3;-279.6266976141845;[0.6032184386995493, 0.2705395538806022, 1.1271132705755524, 0.1117615172473742];391960;3811;207.24813724899994;0.012490636740960478
393;p1 + x / (p2 + (x + p3 ^ x));-439.1822826046092;[0.4692118936459287, -0.5279625351254303, 0.17201837278407875, 0.07192371471732995];2603046;8623;1742.2152009979993;0.005173020396505073
640;p1 + -1.0 / (1.0 / (p2 + -1.0 / x) - p3 ^ x);-469.5436772605718;[-0.5254975662118605, -1.8332694973316401, -0.03467849406331644, 0.06613742326210385];3364509;14464;2180.238733578001;0.004374158777879325
1270;p1 ^ (p2 - x / p3 ^ (p4 ^ x));-483.7849255997264;[-0.7458259290950036, 3.5214261009476653, 0.0423240526019118, 0.5654788266910202, 0.063586028643387];5076892;28206;3112.1364989909976;0.0040431872003680765
2619;p1 ^ (x * abs(p2 ^ -x) ^ (p3 ^ x));-525.1043766780225;[-1.168802520780448, -0.00020996496366714926, -0.1861935826925291, -0.05672699465335013];8368258;58292;4819.12268606201;0.003217964548294157
2987;p1 ^ (p2 + abs(p3 + 1.0 / (p4 + x)) ^ p5);-538.3153166292277;[0.5941395212093569, -1.5213185105368394, -0.8218885193006215, 0.23900915185460558, 0.9128326791608516, -0.05469419150482037];9437211;66479;5383.235336106004;0.002991456562134592
4647;p1 ^ (p2 - abs(p3 + -1.0 / (p4 + x)) ^ p5);-538.3153166296663;[-1.6831058391320095, 1.5213192510342837, 0.8218886264868742, 0.23900896745145703, 0.9128325267785463, -0.05469419991079383];49951716;106696;39565.46349077583;0.0029914565621278096
4955;p1 + 1.0 / (p2 + x * (p3 - p4 ^ x));-571.2607156101762;[-0.9388726347213303, 0.6829831777560048, -0.08314407176208805, -0.26994985115801456, -0.04993636580714988];50889849;115263;40071.27728943781;0.002493635371816205
16426;p1 * (1.0 / (p2 + x / p3 ^ x) - x);-638.8278984860531;[-0.31939564264402276, -0.5022263521066181, 3.065822623101027, -0.04143387363238805];168535136;385324;120943.65781355031;0.0017167659881478768
40268;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];567791361;968774;416343.8203783942;0.0014559417346996454
844480;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];8610758771;20441723;6361139.709508138;0.00145594173469909
