n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;p1 + (p2 * (x + 1.0 / x) + 1.0 / x);1.7976931348623157e308;[0.0, 0.0, 0.0];0;0;0;4.966003134978773e305
2;abs(x) ^ (p1 ^ -(p2 ^ (abs(x) ^ p3))) - x;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];547;0;0.608867615;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5;1.0 / (p1 + p2 ^ (1.0 / (p3 + p4 * x)));-85.7133011523044;[-0.48390682240882327, 0.7875127394909784, -0.16642834963410374, -5.651167871836109, 0.19095535126643587];34038;243;17.296074835;0.03646394757316309
15;p1 + -1.0 / (p2 - x / abs(p3 ^ x) ^ x);-87.68959986260117;[3.7156437736424017, 0.5374609947168043, -1901.4142209858462, 0.18991568682976076];77423;683;31.015958075;0.03606797156724272
32;p1 ^ (p2 * (x - abs(1.0 / (p3 - x)) ^ p4));-316.78339010404176;[-1.9637521196117038, 1.7869579097310822, 0.5413142387890806, -1.063096420564467, -0.100859100309133];110068;995;53.55195622100001;0.010172558066205746
239;abs(p1 / abs(p2 + p3 ^ x) ^ x) ^ p4;-568.855189110029;[-1.124629766380788, 1.0652796847801937, 0.2348616627924283, -5.099453248134261, -0.05026916650806414];700461;6647;365.0309286799999;0.0025269974923567817
690;1.0 / (p1 - x * p2 ^ (p3 - p4 ^ x));-608.0585047392775;[1.7727827997470194, -0.045624300122525475, 0.4622766945314087, -0.5463399574450345, 0.04510982482817707];1855495;17342;932.0949303739991;0.00203488423851214
28473;p1 * p2 ^ (abs(1.0 / (p3 + p4 ^ x)) ^ p5);-613.1687848420473;[2.1696007491910803, -0.16649183039372115, -0.21774846427816635, 0.20205284916895833, -1.2667501912109977, 0.04447734403248741];190332222;687295;126419.71410519983;0.0019782356079010325
29920;1.0 / (p1 + p2 * abs(p3 + p4 ^ x) ^ p5);-620.4787457230904;[0.46549213526835936, 1.5446658858372893, -0.20928996481249187, 0.189177187102028, 1.576545413787029, -0.04358822950126839];227235582;723590;158704.66308682575;0.0018999333680486676
33260;1.0 / (p1 - p2 ^ (x / p3 ^ (p4 ^ x)));-625.7107556600271;[2.5125857381098635, -1.143654413666704, -0.04633965143849244, 0.5433500311475514, -0.04296289402366192];236345908;805348;163648.02692956768;0.0018457998080289627
71313;p1 * (1.0 / (p2 + x / p3 ^ x) - x);-638.8278984860531;[-0.31939564264402276, -0.5022263521066181, 3.065822623101027, -0.04143387363238805];586616856;1716565;416955.9690680588;0.0017167659881478768
162403;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];1301694529;3926550;945727.4831571056;0.00145594173469909
