n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;p1 ^ (x * (p2 / (p3 - x) - x));-179.64564798454313;[-2.017352716701309, 10.024036316212463, 6.120416946592222, 0.14731274818518225];17337;130;2.125539507;0.021701053170368086
113;abs(p1 * abs(p2 / (p3 + x)) ^ x) ^ x;-241.58551798867552;[3.7127658710420404, -5.088139317044899, -10.459763543106025, -0.12414541059625793];362333;2764;171.18397044200003;0.015412079206468662
396;p1 ^ (p2 * (abs(1.0 / (p3 - x)) ^ p4 - x));-316.78339010404176;[-1.8409460200104308, -1.9760468442052133, 0.5413142374937328, -1.0630964191077146, 0.10085910059256864];1913953;10339;918.928062893001;0.010172558066205747
444;p1 / (p2 - (x + abs(1.0 / (p3 - x)) ^ p4));-351.05604338732934;[-12.421094413105312, -4.744911024165593, -0.32240031532856733, 3.13303188976056, -0.09174826283567217];2073561;12300;993.2162512200009;0.008417745469503092
631;p1 * abs(x + abs(p2 + x) ^ p3) ^ p4;-486.6556357949167;[2.111942327210393, 0.3815282322702103, -6.31538709718215, -0.22531324902834132, 0.06308381146388733];2623025;16128;1255.82172773;0.0039795669808964425
3211;p1 - abs(p2 + p3 / (p4 + 1.0 / x)) ^ p5;-498.1138132750939;[2.2611095915582413, 0.39862277407374547, 1.678073023130735, -1.0061369606519652, -0.6864320172069805, 0.06111828978945945];10775018;85066;5892.293524095004;0.003735449527073616
5712;p1 + abs(1.0 / (p2 * x - p3 ^ x)) ^ p4;-508.5984646841308;[-0.32680503666673255, -0.009110730129622307, -0.000537088337226303, 0.18868300264805585, 0.05937355008453334];17144410;140828;9227.49553683597;0.0035252167219269265
5779;1.0 / (p1 + (p2 ^ (p3 + x) - p4 ^ x));-566.6358898013451;[0.6076603712556458, 0.04518853498143413, -0.25095100971063566, 0.22659461203629502, 0.050578367960882074];17435198;143573;9402.740881545964;0.0025581725558676926
6099;1.0 / (p1 + abs(p2 + abs(p3 + x) ^ p4) ^ p5);-589.9088919731312;[0.4613709274570925, -0.2472490016915142, 0.8697073057269146, -2.361216029921564, 1.2789925770040294, -0.04742901192817151];18638998;151142;10197.32626115397;0.002249511396948168
10080;abs(-1.0 / (p1 + p2 * x) + p3 ^ x) ^ p4;-628.0206402984538;[0.08062669732408206, 2.743351247343882, -0.3216704541738334, -0.22185015279800183, -0.04268958432337826];29974654;250051;16435.694726923903;0.0018223937611351155
166328;p1 * (x + -1.0 / (p2 + x / p3 ^ x));-638.8278984860632;[0.3193956411380214, -0.5022263521933602, 3.065822624448505, -0.04143387479220155];1569346562;4042671;1146157.5735670498;0.0017167659881477805
194209;p1 - abs(p2 + -1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312213526;[2.1599179109043236, -2.101400095710107, -0.3724608457307987, -0.0954766211313884, 1.4308150149465624, 0.041008068043925906];1889435669;4724582;1373771.33633325;0.0016816580179723531
415035;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];3724823198;10060947;2710663.396331579;0.0015172598382402268
733629;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];7348649105;17799184;5416944.789462808;0.00145594173469909
