n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x) ^ (1.0 / (x - abs(x) ^ x) - x);1.7976931348623157e308;[0.0];0;0;0;4.966003134978773e305
2;p1 * (abs(1.0 / x) ^ (x + abs(x) ^ x) - x);1.7976931348623157e308;[0.0, 0.0];0;0;0;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6;1.0 / (p1 + (-1.0 / x - abs(x * x) ^ x));729.5283927952557;[1.0623332793517592e6, 1.8154497927891564];3576;38;0.5836107370000001;3.295857946514381
7;p1 * abs(x) ^ (-1.0 / (1.0 / x - abs(x) ^ (1.0 / x)));196.4427222626389;[0.8798517142608544, -0.4163291542547602];5624;73;0.9430808810000001;0.17332996538954357
15;abs(p1 + abs(abs(x ^ -2.0) ^ x) ^ p2) ^ x;-349.33622710869463;[1.1998582786084067, 0.8026956212879676, 0.09218519556736222];22120;251;11.712528827;0.008498109957499276
888;p1 + x * p2 ^ (x - p3 ^ x);-390.7766482185086;[0.11239103142834811, 0.17664105330888039, 1.3788760666648912, -0.08221380711830109];2537337;22627;1331.307904843;0.006759109685231917
1259;p1 ^ x / abs(p2 + abs(x) ^ -x) ^ x;-405.4120100199614;[2.77112051539058, -2.339578865081958, 0.07895626174501597];8234242;31147;5513.968275633997;0.006234091292447956
1581;abs(p1 * (x + p2 ^ (p3 - x))) ^ p4;-459.8116161618053;[0.06181005714220882, -240.22722646928287, 0.6595302265117854, -0.2804836291779122, -0.06793967353021235];9008250;37326;5956.865485419003;0.004615787604881334
3307;p1 / (p2 ^ x - p3 ^ -(p4 ^ x));-491.27228819610514;[-1.5820479129129328, -0.35774664560661507, -0.22630773354392408, 0.07967835644570564, -0.06228439800606627];62857284;77802;56432.19288751303;0.00387934625224799
4842;p1 ^ (abs(abs(1.0 / (p2 - x)) ^ p3) ^ (p4 ^ x));-515.7051460387147;[1.6817903557610487, -0.47330748941906214, -8.145671090562994, 0.11529770926309764, 0.058219300650025105];67503365;116028;58980.910240393016;0.0033894866622929615
9998;p1 / (p2 + x * (p3 - p4 ^ -x));-570.1460785841248;[0.38063413018570597, 0.5336770154173129, -0.08572140991925935, -3.7275456947785406, 0.050090276997964554];173306952;239078;144620.48322856982;0.0025090390971514187
12763;p1 / p2 ^ (abs(p3 + p4 ^ x) ^ x);-574.5895938527608;[0.009209293886107748, -0.015359178325281572, 1.0658740872349588, 0.23448525541082021, 0.04947920771305629];180848017;303327;148583.86116062512;0.002448192609514795
13190;p1 - abs(p2 + 1.0 / (p3 + p4 ^ x)) ^ p5;-642.567731220151;[2.1599181981960074, -2.1014004496689256, 0.37246077202715977, -0.09547662249230722, 1.4308143835346732, -0.04100795950421729];182278711;315060;149389.16011428318;0.0016816580179791546
83676;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];1010395133;2003132;772182.991944508;0.0014559417346996454
897154;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];9003836360;21689392;6699433.726070468;0.00145594173469909
