n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;p1 + abs(p2 ^ (abs(x) ^ (x + -1.0 / x))) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0];304;0;0.070952576;4.966003134978773e305
2;abs(p1 ^ (x + abs(abs(1.0 / x) ^ p2) ^ x)) ^ p3;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];840;0;0.645533325;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;abs(1.0 / (p1 + (x - abs(1.0 / x) ^ x))) ^ p2;12.299727738029615;[19.147598627515237, -0.1952828269657871, -0.25033346277582613];10969;133;7.91887324;0.06266684260223977
6;1.0 / (p1 - p2 ^ (abs(abs(x) ^ x) ^ p3 - x));-23.483587527520626;[1.554291397429958, -0.9065030205444679, 0.40657344661064404, 0.22677196162708715];21716;155;18.944378616;0.05142552308264764
39;abs(p1 / (x + p2 / (p3 - x))) ^ p4;-329.2837246551536;[8.192370044836844, -1.076706694426618, 0.0402524811498137, 0.5161638873531935, 0.09743574920597829];493208;627;337.469806134;0.009493725314772833
106;p1 * (x - p2 ^ (p3 + p4 ^ x));-348.0906303201882;[-0.22102873562113445, 0.1677447429431719, -1.3063478686327346, -0.01451882663716322, -0.09250279010354288];731632;2676;480.3955737900001;0.0085567935186716
111;p1 - abs(x - p2 ^ (p3 ^ -x)) ^ p4;-354.4014238824716;[2.7827943133598443, 129.81572132924683, -43.169845055538104, 0.19137526737214458, -0.09090430456931192];758033;2901;504.7450053140002;0.008263591243333502
470;p1 + -1.0 / (1.0 / x + -1.0 / (p2 - p3 ^ x));-447.10902278553516;[0.8535687740652311, 0.6567399470522073, -0.11453310007061653, 0.07036591098949678];1739627;12642;975.477950286001;0.00495136149989537
782;p1 ^ (p2 - abs(p3 + x) ^ (p4 ^ x));-506.5181769501297;[-0.06535099372041861, 0.8218044466602918, 0.5446458106215869, 0.19270604741654226, 0.059715731593839506];2477864;20468;1386.6746812220003;0.0035659668318214492
935;p1 / (p2 + x * (p3 - p4 ^ -x));-570.1460785841248;[0.38063413018570597, 0.5336770154173129, -0.08572140991925935, -3.7275456947785406, 0.050090276997964554];4384045;26153;2398.850182731;0.0025090390971514187
2396;abs(p1 + abs(1.0 / (p2 - p3 ^ x)) ^ p4) ^ p5;-619.6811497876718;[0.6228109955537058, 0.21230624199801837, -0.19378822622749126, -1.4554546661541026, -1.62206126095939, 0.04368437922810379];51229318;61876;34877.92059045502;0.0019083241022036445
11916;p1 / (p2 - abs(1.0 / (p3 - p4 ^ x)) ^ p5);-620.4787457230993;[-0.6473890861864723, -0.3013545215670807, 0.20928997474875552, -0.18917720907669336, -1.5765455396154524, 0.04358822428086769];234865546;288565;177896.95299901647;0.0018999333680486126
25830;p1 - abs(p2 + -1.0 / (p3 + p4 ^ x)) ^ p5;-642.5677311772024;[2.1599182843320297, 2.101401610410995, 0.37246072182292794, -0.09547600553918237, 1.4308148833108627, 0.041007930298929365];290216206;602414;209686.1683963682;0.0016816580183689638
156239;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];1338337105;3759324;958104.9601840049;0.0015172598382402283
430974;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];4199216791;10394538;3097176.966202303;0.0015172598382402268
576389;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];5591931128;13905492;4172738.796778764;0.0014559417346996454
778605;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];7894946472;18795157;5868859.727919812;0.00145594173469909
