n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;p1 ^ (p2 * abs(x) ^ (abs(1.0 / x) ^ p3)) - x;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];521;0;0.620063235;4.966003134978773e305
2;p1 - abs(p2 / p3 ^ (abs(x) ^ (1.0 / x))) ^ x;-192.34623035602527;[1.8563985080275593, 0.36327276844928236, 61331.04105390763, 0.14223399230712577];29176;270;22.35586998;0.020230509357503017
130;abs(p1 ^ (abs(p2 + abs(x) ^ (1.0 / x)) ^ x)) ^ x;-394.36806235532185;[-2.0045072461215185, -2.060098987223088, 0.0814021909978651];293111;2740;221.85401485899996;0.006626316777292364
261;x / (p1 + -1.0 / (p2 + p3 ^ (p4 + x)));-403.5428727221814;[2.0330306980492447, 0.5110545390824749, -4.5371793082674055, -2.3317210966131157, 0.07936499562117752];673393;6174;412.7430608699999;0.006298802594204981
408;p1 - abs(p2 + p3 ^ -(p4 ^ x)) ^ p5;-556.9781466981789;[2.223729357866169, -1.5220024166150674, 0.28666562171470833, -0.32807627657298194, 0.8366287114294855, 0.05194594651115043];1106070;9800;636.5562261339992;0.00269837800854784
1077;abs(1.0 / (p1 + x * (p2 - p3 ^ x))) ^ p4;-576.1742541495088;[1.1691120874555838, -0.08355408628798323, 0.26888048475413295, 3.6541945903659454, -0.04926308690974253];3267186;27581;1851.9073863189963;0.0024268521659917444
1783;p1 - abs(p2 + p3 * p4 ^ x) ^ p5;-581.5092159141063;[2.206521747528561, 0.5202190400656198, -2.2858071093881933, -0.2191488252222002, 0.9495291600142766, -0.04854240181479098];5191175;40988;2906.7152698379928;0.0023563647841170435
15388;p1 - abs(p2 / (p3 + p4 ^ x)) ^ p5;-581.5092159141224;[2.206521767272426, 0.43748222783970536, -0.2275866060944978, 0.2191488527052207, -0.9495291623225371, 0.048542403092072105];131394869;372571;100722.8301328126;0.002356364784116835
17423;p1 / (p2 + abs(p3 + p4 ^ -x) ^ p5);-620.4787457220352;[0.6473890751564163, 0.3013545086555371, -0.20928988994715728, -5.286051192416241, 1.5765453475985707, -0.043588252734494085];137091183;425499;103893.72359636868;0.001899933368058257
59107;abs(p1 / (p2 - x) + p3 ^ x) ^ p4;-628.0206403052349;[0.36451708528692905, -0.02938928059779302, 0.3216701111123644, -0.22185012240919613, 0.04268952298102868];527741271;1449151;392618.78790960147;0.0018223937610789976
101748;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];1194147535;2466019;927131.9812827851;0.0014559417346996454
1044863;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];10606763129;25254718;7872168.39073564;0.00145594173469909
