n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(p1 + p2 ^ (p3 * abs(1.0 / x) ^ p4)) ^ p5;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0];773;0;0.114526824;4.966003134978773e305
2;x * abs(x - abs(p1 ^ x) ^ (1.0 / x)) ^ p2;1.7976931348623157e308;[0.0, 0.0, 0.0];1218;0;0.21200564;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;x / abs(-1.0 + (x + x)) ^ x;628.186878661219;[1.3721575047698038];1568;15;0.489457058;1.882816217902868
9;abs(p1 * abs(p2 ^ -(x * x)) ^ p3) ^ x;88.11856972751205;[1.69823994872644, -1.0011429783259798, 40.707601569320765, -0.3086593359563329];10848;92;2.824812256;0.09527058550243866
12;p1 * p2 ^ (p3 + p4 / (x + -1.0 / x));13.008683932120228;[3.0456051976921725, -1.2782125977631997, -2.147409894267329, -0.0008213277213416118, -0.25082425809564823];13685;93;6.219646595;0.06291278276640996
20;abs(1.0 / (p1 + (x + 1.0 / (p2 + -1.0 / x)))) ^ p3;1.4084971007373008;[4.080611663799488, 1.7869081283906074, -0.3062046199662095, 0.2429140139348792];41827;305;22.478736734;0.05900722751651095
79;x * (p1 + p2 ^ (p3 / (p4 - x)));-256.0550121465951;[-1.2691501363879394, -2.9279731163526512, -2.210153852143138, -1.0249016093705292, 0.1192810486006274];115473;978;66.29101669600001;0.01422796806192484
223;p1 * p2 ^ (x / p3 ^ (abs(1.0 / x) ^ x));-305.5366084428004;[0.8030305755572948, 1.3188596314407477, -0.29090789150847535, 0.1040418202077633];342362;2829;207.19976066599997;0.010824700697209614
342;abs(p1 + x) ^ (p2 * p3 ^ (p4 ^ x));-425.8570096590821;[0.7953107479334666, 0.21080316179517944, -21.349867898017443, 0.5722395971277384, -0.07462056944074755];603651;5094;355.17412651300003;0.005568228868299293
1219;abs(p1 + 1.0 / (p2 / (p3 + x) - x)) ^ p4;-445.01706085502326;[-1.171732331843479, -0.4691102598246691, -0.2842373147084403, 1.2418566563066031, 0.07077372313715334];3495790;27655;1813.2597542070032;0.005008920335447022
1896;p1 * abs(p2 * x + p3 ^ -x) ^ p4;-483.578203979029;[0.7663793724800101, 0.01923617502707662, 445.4179906151811, -0.26173838669722127, 0.06366832824050742];5559150;44797;2913.995605811002;0.004047803373457139
2504;p1 ^ (p2 - abs(p3 + x) ^ (p4 ^ -x));-506.5181769500011;[0.06535102937321897, 0.8218044116807376, 0.5446458444132716, 5.189250551872639, -0.0597157020293438];7059210;58557;3744.266601292004;0.0035659668318239893
3046;p1 / (p2 + abs(1.0 / (p3 + p4 ^ x)) ^ p5);-620.4787457221028;[0.6473896917674855, 0.3013547776650376, -0.20928989334170825, 0.18917716431970505, -1.5765443260827474, 0.04358821136676764];8411928;71037;4488.523415983002;0.0018999333680586952
53428;p1 / (abs(1.0 / x) ^ x - p2 ^ (p3 ^ x));-661.187970874199;[-1.9275804350248278, -4.0425341484973325, -0.4626950281228838, -0.038952020829361673];601592774;1306153;459832.1145221832;0.0015172598382402539
206767;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];2053336681;5040235;1531900.6422565836;0.0015172598382402283
435675;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];4392351224;10562915;3251816.1521051712;0.00145594173469909
