n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;1.0 / (abs(x * x) ^ x - abs(abs(x) ^ x) ^ p1);1.7976931348623157e308;[0.0, 0.0];0;0;0;4.966003134978773e305
2;x / (-1.0 / x + 1.0 / (x - p1 ^ -x));686.8816027200359;[0.7619648977450268, -1.6136915522172262];2510;20;1.323463582;2.6040004252213835
4;p1 / (p2 - p3 ^ (p4 ^ (x + x)));-197.66386944166857;[-0.5907731010016087, -0.31764074276702337, 0.5305471502901625, -5.368967957347654, -0.14015993422117928];30693;131;16.126231315;0.019644798732288308
18;p1 + (p2 ^ x - p3 ^ (p4 ^ -x));-314.66126915508374;[1.157642139115853, -0.8124199793651453, -0.9895163360735527, 0.00019204507641330348, 0.10145210303202334];96852;747;47.307335973;0.010292527372968397
126;1.0 / (p1 - p2 ^ (x + p3 / p4 ^ x));-444.87496203171;[1.4007243433018988, 0.9217393062465951, 38.92610799197581, -321.7825279086777, -0.070801250929449];287130;2447;153.12511677999996;0.005012854264328897
481;abs(p1 + -1.0 / (p2 * x + p3 ^ x)) ^ p4;-456.1733577814688;[1.168356179988642, 0.03465524383394072, -0.005677934325011416, 0.22883857437351984, -0.06862587893138418];1193096;10118;662.2632971200005;0.004709507747564739
1062;p1 + 1.0 / (x + p2 / (p3 - x * x));-493.190003967401;[1.3125275101985865, -0.27018045200656443, 0.13032713254566203, -0.06195531577417352];3182877;23751;1850.2640623370023;0.0038384611073859205
3549;p1 - abs(p2 + p3 / p4 ^ x) ^ p5;-581.5092159141144;[2.206521731982745, -0.520219073176765, 2.285807033577175, 4.563108624396637, 0.9495292106966062, -0.0485424047171972];10245017;88451;5711.734059852;0.0023563647841169225
15148;abs(abs(p1 + x) ^ (p2 ^ (abs(x) ^ -x))) ^ p3;-588.086418075061;[0.7739802095538203, -3.164455539072033, 0.412258297387436, -0.047668394040814764];262514241;372610;198425.14791020533;0.002272275954400351
41925;1.0 / (p1 + abs(x + abs(p2 + x) ^ p3) ^ p4);-618.089550191845;[0.4714281853940658, -1.055324134113059, -1.368052774923996, -1.9761948181338476, 0.043876862838225124];491981244;1021798;363399.95972863794;0.0019251786938781106
42472;abs(p1 + abs(1.0 / (p2 - p3 ^ x)) ^ p4) ^ p5;-619.6811497876718;[0.6228109955537058, 0.21230624199801837, -0.19378822622749126, -1.4554546661541026, -1.62206126095939, 0.04368437922810379];494093286;1036404;364663.71846010914;0.0019083241022036445
97321;1.0 / (p1 - abs(p2 ^ x) ^ (p3 ^ (p4 ^ x)));-625.7107557944737;[2.512588176345795, -1.1436547366263006, -21.579792162423633, -0.5433499961907414, 0.04296285005019182];1085549714;2379032;789386.876721107;0.0018457998066754343
177577;abs(p1 / (p2 - x) + p3 ^ x) ^ p4;-628.0206403052349;[0.36451708528692905, -0.02938928059779302, 0.3216701111123644, -0.22185012240919613, 0.04268952298102868];1775171420;4330795;1276876.6138542842;0.0018223937610789976
194638;p1 * (x + -1.0 / (p2 + x * p3 ^ x));-638.8278984860593;[0.3193956427793211, -0.5022263539251534, -0.32617673117090656, -0.04143387786227064];1993910713;4753404;1445393.4721026388;0.001716765988147802
245685;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];2574237276;5973107;1875501.6876212633;0.0015172598382402283
322218;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];3346126607;7818118;2464912.6209140713;0.00145594173469909
