n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(abs(p1 + x) ^ (p2 ^ (1.0 / x))) ^ p3 - x;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];478;0;0.111764284;4.966003134978773e305
2;abs(x - abs(abs(abs(x) ^ x) ^ p1) ^ p2) ^ x;627.2541493778161;[2.1131556744040565, 0.07941147049473926, -1.3686265561343516];10260;54;10.824581517;1.8731386451534007
8;p1 - abs(abs(abs(abs(x) ^ x) ^ -x) ^ p2) ^ x;9.683276881809059;[2.8202699757170757, -0.003493714244251565, -0.24853063436841022];18499;110;19.523511242;0.06176747627391509
14;p1 ^ x * p2 ^ (-2.0 * (x * x));9.416946534738084;[2.203376767363714, 1.120070384449596, 0.24834785338701756];37175;192;32.209185067;0.061676656073141684
23;p1 ^ (1.0 / (p2 * x - p3 ^ (p4 ^ x)));-419.0909984109119;[0.34138573103613146, -0.41136762662755655, 428.45003619155295, 0.011031712673644133, -0.07602836341519857];75292;298;42.861644734;0.005780315719953182
128;p1 - abs(1.0 / (p2 - p3 ^ (p4 ^ x))) ^ p5;-556.978146737082;[2.2237314794120864, 1.5220012467664674, -3.488396375324356, -0.32807465403092684, -0.8366243795818968, 0.05194591357952144];470430;3654;257.368281291;0.0026983780079699433
4748;p1 + abs(abs(1.0 / (p2 + x)) ^ p3) ^ (p4 ^ x);-558.0181843809637;[0.6615569894033507, 0.513549932694202, -5.75366738491223, -0.14734992607929945, 0.051796879589782165];40919376;117254;38460.349975625104;0.002682917415664971
5602;p1 + 1.0 / (p2 - abs(p3 + p4 ^ x) ^ x);-575.3744501300625;[-0.9784484274741232, 1.6245393772072112, 1.0664401804219283, 0.2342860020421191, -0.04937205100753326];42930467;136505;39481.476325104144;0.0024375996848096304
13110;p1 / (abs(1.0 / x) ^ x - p2 ^ (p3 ^ x));-661.187970874199;[-1.9275804350248278, -4.0425341484973325, -0.4626950281228838, -0.038952020829361673];72143362;316942;56232.93402838288;0.0015172598382402539
200807;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];2161830250;4851236;1656364.9396445295;0.0014559417346996454
799797;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];7746941157;19395464;5730126.354565256;0.00145594173469909
