n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x * abs(x)) ^ (p1 ^ x);1.7976931348623157e308;[0.0, 0.0];323;0;0.064443251;4.966003134978773e305
2;abs(abs(2.0 * (x / p1 ^ x)) ^ p2) ^ p3;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];754;0;0.43043678599999996;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;x / (x * x + p1 ^ x) - x;902.4534850282832;[-0.0002602977024769479, -2.927143019801322];3431;41;1.0087984799999998;8.568166470381822
8;x * (p1 + p2 * abs(x) ^ (x + 1.0 / x));386.7040814022619;[1.063074225048767, -0.009066841426300924, 0.7041983385722751];15381;106;3.0855329439999997;0.4958953032698951
9;1.0 / (p1 + abs(x - abs(x)) ^ x);-12.199031330925244;[0.554091152254855, -0.2339524173471331];21938;217;10.581342205999999;0.05473373361284104
17;p1 + p2 / (p3 + x / abs(1.0 / x) ^ x);-79.69403637877208;[1.8768728171581968, -0.09324890758187604, 0.05938419706623252, 0.1941570592870766];67490;616;27.223919549999998;0.03769696703494101
153;x * p1 ^ (p2 ^ (1.0 / (p3 + x))) - x;-124.3337960598152;[1.1566927463764873, -482.49812268851866, 2.1344811962086214, -0.1716363800997662];410350;4175;222.05466656899998;0.029457576201918044
161;p1 * abs(1.0 / (p2 - x)) ^ p3 - x;-200.98757568302247;[2.9653181276219946, 0.037139960743178005, -0.39684304932512693, 0.13887891446761108];439938;4556;237.41592357599998;0.019287352877867123
163;p1 ^ (abs(1.0 / (x + p2 ^ (p3 + x))) ^ p4);-411.6223770848799;[2.108948924206355, 2.3601086040008742e-5, -0.6320509259811695, 0.3566661626008793, -0.07761325593620626];463253;4713;254.92374628099998;0.006023818769319762
363;1.0 / (p1 + abs(p2 + x * p3 ^ x) ^ p4);-458.2064680928801;[0.45861790578617656, -0.6802686120217509, 0.6680289278021073, 1.3984984056213463, -0.06824151901565581];1100675;10646;609.9892591419996;0.00465690347404812
1065;abs(1.0 / (p1 + p2 ^ (x * p3 ^ x))) ^ x;-495.2901574163916;[-1.8610244830042124, 7.6754057210570545, -0.15933965529739616, -0.06159697859448125];3104368;25735;1831.756533895002;0.0037941806129181467
2044;abs(1.0 / (p1 / (p2 - x) - p3 ^ x)) ^ p4;-628.0206403045324;[-0.3645171734571187, -0.029389294608511595, 0.321670225255461, 0.2218500781150268, -0.042689556399016844];5612107;49348;3217.930991595001;0.0018223937610813122
64477;p1 * (x + 1.0 / (p2 - x / p3 ^ x));-638.8278984860625;[0.31939564158515166, 0.5022263513247651, -3.065822633022458, 0.04143387395715283];617311800;1572094;478256.0064743718;0.0017167659881477868
136183;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];1260140832;3316155;935385.0041553724;0.0014559417346996454
260590;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];2779561585;6301879;2108638.7190858345;0.00145594173469909
