n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;1.0 / (p1 + abs(x) ^ (abs(x) ^ (p2 * x - x)));1.7976931348623157e308;[0.0, 0.0, 0.0];446;0;0.305694487;4.966003134978773e305
2;p1 * p2 ^ (-1.0 / (p3 + abs(x) ^ p4)) - x;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0, 0.0];1122;0;0.431354115;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;abs(abs(x) ^ (-0.3333333333333333 / x)) ^ x;503.7298869666254;[-0.9729529803734187];1577;15;0.509316391;0.9466375020175408
10;p1 ^ (p2 ^ (abs(abs(abs(x) ^ x) ^ p3) ^ x));8.670401273011196;[-1.647520462199832, 1.2168085733887868, -0.09826378850805612, 0.24783621891503035];17542;165;15.701054266;0.061422790938871714
14;p1 + 1.0 / (x + 1.0 / (-0.0 + x));-107.53458856299478;[1.3942164023816983, 0.17978467002524767];19804;200;16.311844951;0.032322527591527685
22;abs(p1 + abs(abs(p2 ^ -x) ^ p3) ^ x) ^ x;-132.06387508385345;[1.1869261180190087, 1.3193943383503985, 1.6439923398031078, -0.1680059503456119];32068;318;27.889797415;0.02822599934464523
90;p1 - p2 ^ (abs(1.0 / (x - p3 ^ x)) ^ x);-189.18392333885333;[2.860031027158018, -2.2173840897911847, -572.5304432149522, -0.14348197905534785];221882;2206;136.30603841500002;0.02058706855579092
135;p1 - p2 ^ -(x * (x * p3 ^ x));-194.58473492312183;[1.8577661392134117, -9.525439059100075, -9.546951616267132, 0.14135718205851855];299319;3046;182.52555842899994;0.01998185078155081
170;p1 ^ (x / p2 ^ (abs(abs(1.0 / x) ^ x) ^ x));-207.61391845994586;[-1.2580968181736099, 0.29368703035622273, -0.13635988691643383];375874;3553;231.74879277899993;0.018594018839003672
190;1.0 / (-1.0 / x + p1 / (p2 + p3 ^ -x));-240.68628543512546;[-0.8378990061444707, -0.9770698082003205, 2.3733999556108953, 0.1244541673490972];440551;4137;248.69090666099993;0.015488839025404216
270;p1 * (x / (p2 + (x + p3 ^ x)));-336.9489311061921;[1.2575669444053226, -0.7271183680216107, -0.34422487851838923, -0.09539426629967934];611349;5833;340.4129868699998;0.009100067947845488
336;(p1 + -1.0 / (p2 - p3 ^ x)) * (p4 - x);-514.9819782093272;[-4.12486495657204, -0.2764963877609805, 0.16042951660419702, -0.13611070909866363, 0.05833571849285778];787533;7442;438.3682744999999;0.003403056115005145
857;p1 ^ (p2 ^ (x * p3 ^ (1.0 / (p4 - x))));-527.4217395070224;[1.0004497349480967, -1.7270462543958778, -0.0012417773814713698, -1.5651916675077706, 0.056034845102416964];3155089;21651;1991.856724953001;0.0031768094757294576
1264;p1 - abs(p2 + -1.0 / (p3 + p4 ^ x)) ^ p5;-642.5677311772024;[2.1599182843320297, 2.101401610410995, 0.37246072182292794, -0.09547600553918237, 1.4308148833108627, 0.041007930298929365];4276666;32438;2577.264993645998;0.0016816580183689638
134033;p1 - abs(p2 + 1.0 / (p3 + p4 ^ x)) ^ p5;-642.567731220151;[2.1599181981960074, -2.1014004496689256, 0.37246077202715977, -0.09547662249230722, 1.4308143835346732, -0.04100795950421729];1032394505;3240972;734562.9858493112;0.0016816580179791546
353445;p1 / (abs(1.0 / x) ^ x - p2 ^ (p3 ^ x));-661.187970874199;[-1.9275804350248278, -4.0425341484973325, -0.4626950281228838, -0.038952020829361673];3390672959;8569243;2448725.413147074;0.0015172598382402539
504096;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];4756746776;12215702;3424871.8988655927;0.0015172598382402283
687138;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];6384827525;16636310;4572549.591551747;0.00145594173469909
