n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(1.0 / (p1 ^ (x - abs(x) ^ p2) - x)) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0];445;0;0.100482696;4.966003134978773e305
2;1.0 / (p1 + (-1.0 + -1.0 / (1.0 - x)) / x);588.8241775596862;[0.6408123218646112, 1.2307793402935931];4577;80;0.41994055999999996;1.514817784505629
16;p1 ^ (p2 ^ (p3 + abs(abs(x) ^ x) ^ p4));10.470603451803273;[-1.7980556637753022, 0.9772885712512865, -1.9387654111227335, 0.505453349485391, -0.24907176020692393];36344;214;26.152772205;0.06203674201103574
42;p1 - abs(abs(p2 + 1.0 / (p3 - x)) ^ x) ^ p4;-363.679351912793;[2.0905133594170477, -0.7704635008494566, 0.7966766163317598, -1.4059889539513075, 0.08860403726308695];83835;790;53.444714391999995;0.00785067878420602
444;abs(p1 + p2 * abs(abs(x) ^ x) ^ p3) ^ x;-408.31867030071635;[-1.2068333163205762, -0.8998789443997292, -1.54661725687961, 0.07832482345082141];1073286;8987;575.6667478100002;0.006134778228527311
880;1.0 / (p1 + abs(p2 + x) ^ (p3 - p4 ^ x));-466.16288810560127;[-0.482874295525312, 0.333835414043262, 0.07660029391469644, 0.18005626913233722, 0.0667579048160872];2106451;18906;1085.9664020930004;0.004456628841547469
3281;p1 ^ (p2 - abs(p3 + p4 ^ x) ^ x);-574.5895938531869;[0.015359172411438434, 1.122484451682006, 1.0658740853496318, -0.23448528813720695, -0.04947921209318144];8528266;78581;4470.025374341992;0.0024481926095091017
10588;p1 * p2 ^ (abs(p3 + p4 ^ x) ^ p5);-613.1687848422761;[2.1696008107325144, 0.16649190557399546, -0.21774829111307042, 0.2020526603067539, 1.2667497188056709, -0.04447734106509439];34855733;263014;20193.732659523972;0.001978235607898318
19489;1.0 / (p1 / (p2 - x) - p3 ^ (p4 ^ x));-613.5778695251026;[-12.584803927043637, -0.9431100943716899, 11.57683008447796, -0.7316383882601465, -0.044427054411060894];118328863;476989;94263.98715522245;0.0019737695744677995
20202;p1 / (p2 - abs(p3 + p4 ^ x) ^ p5);-620.4787457192375;[-0.647388762676679, -0.30135440236601835, -0.20928981086687762, 0.18917696191147548, 1.5765459317481902, 0.043588284678852465];120213972;493042;95335.55381130248;0.0018999333680820528
37145;p1 / (p2 + abs(p3 + p4 ^ x) ^ p5);-620.4787457230523;[0.6473893302511788, 0.30135463701296594, -0.20928994044994353, 0.18917716289927536, 1.576545179496716, -0.04358822067764344];346252177;904460;255993.29639871317;0.0018999333680490677
89846;p1 / (abs(1.0 / x) ^ x - p2 ^ (p3 ^ x));-661.187970874199;[-1.9275804350248278, -4.0425341484973325, -0.4626950281228838, -0.038952020829361673];654082981;2181167;463759.7908056672;0.0015172598382402539
467863;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];4353081829;11330078;3157683.904499977;0.0015172598382402268
616356;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];6232366405;14919490;4599525.4090453135;0.0014559417346996454
887977;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];8927588736;21489092;6634435.543411624;0.00145594173469909
