n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;p1 + (-1.0 / (x * (p2 - x)) - abs(x) ^ x);1.7976931348623157e308;[0.0, 0.0, 0.0];0;0;0;4.966003134978773e305
2;x - abs(x) ^ (-2.0 * x + 1.0 / (p1 - x));1.7976931348623157e308;[0.0, 0.0];225;0;0.027161386;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
11;x + abs(1.0 / (x + 0.0 ^ x)) ^ p1;505.03309069419777;[0.4880632363173101, 0.9764619425572093];2909;35;1.447078862;0.9534779075069286
25;p1 ^ (abs(x + abs(abs(x) ^ x) ^ p2) ^ x);416.55040777075243;[-1.0140032604750246, -0.5178205987184002, 0.7647190041094266];12140;93;4.83493418;0.5847951722949817
51;x * (2.0 - abs(p1 ^ -x) ^ p2);401.7271694091893;[1.0374687196540406, -2.1599844444691, 0.7340376299605829];68194;471;33.38644927;0.5388112416494836
52;p1 + p2 / (p3 ^ -x + abs(x) ^ x);-170.03047632431583;[1.8596716116098093, -2.841715987697968, 0.004063833735965283, 0.1512780032299615];93217;746;51.590979557;0.02288503693230554
161;1.0 / (p1 + p2 ^ (x + p3 ^ (x * x)));-191.29858136736186;[0.537880924841181, 0.572324385152243, 428.407134131401, 0.14264619011160573];425802;3176;259.679343364;0.020347945430520608
289;abs(1.0 / (p1 + p2 ^ (p3 * p4 ^ x))) ^ p5;-197.9757513874058;[-1.5686944137357874, -1.5356151100160058, -0.4909951036782631, -106.848220833268, -1.3782772824281253, -0.14003925350697816];837696;7246;491.56099858399995;0.019610977834638568
311;p1 * x - x / (p2 - p3 ^ (p4 ^ x));-396.3645294269394;[-0.41524683809125706, -0.17979737895463288, -0.013435383669764918, -0.34993125008777115, 0.0809551630165693];869755;7435;512.927750552;0.006553628763947632
2347;abs(p1 * p2 ^ (p3 ^ x)) ^ (abs(x) ^ (1.0 / x));-434.33390834483896;[-1.4471219003855007, -78.03056351395013, 0.08890219745682063, 0.07289348764924446];6234759;54593;3592.5991420070027;0.005313460574936563
3729;p1 / p2 ^ (abs(1.0 / (p3 - p4 ^ x)) ^ x);-534.0151986338275;[137.9226755266845, 240.36674083026375, -1.0631599893237285, -0.2419959277365918, -0.05534778522585044];10139955;90777;5697.875344364996;0.003063377211606492
3778;p1 / p2 ^ (abs(p3 + p4 ^ x) ^ x);-574.5895938527608;[0.009209293886107748, -0.015359178325281572, 1.0658740872349588, 0.23448525541082021, 0.04947920771305629];10312084;92478;5776.924786213993;0.002448192609514795
12342;p1 - abs(1.0 / (p2 - p3 ^ (p4 - x))) ^ p5;-581.5092159141263;[2.206521762656777, 0.5202190925720651, 4.563108482559073, 0.5446093311659693, -0.9495291625767617, 0.04854240231752504];110268825;302798;97022.84154415003;0.0023563647841167833
25514;1.0 / (p1 + p2 ^ (abs(p3 + p4 ^ x) ^ p5));-618.5906113746389;[-0.5370038322770775, -2.9875584729957385, -0.21412020709883917, -0.19664229108325765, 1.4025544048858716, 0.04381625992235152];180482260;627551;147283.4724871111;0.001919856603519805
69929;p1 + 1.0 / (p2 + abs(p3 + p4 ^ x) ^ p5);-620.4132526763719;[-0.2730224943518869, 0.4118212671614893, -0.21189396924492915, -0.1934057234934367, 1.4744755464267085, -0.043596109750356216];647247867;1700851;473429.0738760156;0.001900620964401558
80522;p1 * (x + 1.0 / (p2 - x * p3 ^ x));-638.8278984860274;[0.31939564381642055, 0.5022263563437547, 0.3261767340833659, 0.041433883133394814];676241447;1952631;489515.2430703758;0.0017167659881479865
105592;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];829489374;2554498;598933.8990701712;0.0014559417346996454
367656;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];3386125434;8919442;2466275.858458434;0.00145594173469909
