n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;x / (x + 1.0 / (p1 + (p2 ^ x - x)));435.54264806452977;[-22.23378384009849, 2.52768322539418, 0.8059118994268389];12678;212;6.400414989;0.6494924147701272
7;p1 ^ (p2 + x / (1.0 / (p3 + x) - x));-104.73199190743203;[0.3547479909085763, 0.15787194464307794, -3.7434517976913098, -0.18118170580448223];18734;356;9.578098703999999;0.03282690308482238
31;1.0 / (p1 + 1.0 / (p2 + p3 ^ (p4 + x)));-183.6457079727765;[0.5367586062624781, 0.4228174164889865, -1092.8048771391861, -0.11387830825107839, -0.1456939472596349];72478;736;30.643176644999997;0.021226725268414567
72;p1 + -1.0 / (p2 - p3 ^ (x * p4 ^ x));-231.09805459463024;[4.894750940534834, 1.22705201516348, -0.7694216845980602, -0.4553811229797696, -0.12779461148532606];304445;1952;214.331748216;0.016331460714396825
176;p1 ^ (p2 + (x + 1.0 / (p3 - p4 ^ x)));-420.4840693883184;[0.8896037390960626, 3.224434479715051, -0.09660872742152282, -0.0006314886424596141, -0.0757363322937218];736089;4513;504.7753063449998;0.005735998141462003
804;p1 ^ (p2 + abs(p3 + p4 ^ x) ^ p5);-613.1687848427592;[0.16649198865934753, -0.43202797706821644, -0.21774831466784125, 0.20205269163896827, 1.2667493620548647, -0.04447735804658793];2267413;18344;1391.997949791;0.0019782356078937866
17375;1.0 / (p1 / (p2 - x) - p3 ^ (p4 ^ x));-613.5778695251026;[-12.584803927043637, -0.9431100943716899, 11.57683008447796, -0.7316383882601465, -0.044427054411060894];81194512;412071;56512.61924479681;0.0019737695744677995
27637;abs(p1 + abs(p2 + p3 ^ -x) ^ p4) ^ p5;-619.6811497822813;[0.6228109821803414, -0.2123058627409251, 5.160285689017568, 1.455453376598348, -1.6220614724175633, -0.0436844407881542];263129914;670801;212242.0343484651;0.0019083241022503992
53230;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];482311959;1295355;370596.4764093563;0.0015172598382402283
323932;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];2941211726;7860840;2205927.330175275;0.0015172598382402268
654851;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];5976894986;15820025;4408103.815850157;0.00145594173469909
