n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;x - p1 ^ (abs(1.0 / x) ^ (p2 + -1.0 / x));1.7976931348623157e308;[0.0, 0.0, 0.0];445;0;0.08006513;4.966003134978773e305
2;1.0 / (-1.0 / x + abs(x) ^ -x / x) - x;1.7976931348623157e308;[0.0];445;0;0.08006513;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;x - abs(p1 + x) ^ (x + abs(1.0 / x) ^ x);636.1875629263191;[-1.691979033778173, -1.402821641417983];1750;35;1.005598798;1.967908531632035
15;p1 + p2 * (-1.0 / (p3 + x) - x);-138.86483500650667;[2.429101469864107, 0.253905657723405, 0.1053711017201872, -0.16487904981357956];49903;317;16.975354336000002;0.027185103329355132
56;p1 + p2 * (1.0 / (p3 + p4 ^ x) - x);-400.0162913786258;[0.47079688170619577, 0.20693874011173902, 0.11675556313729789, 0.001443111674232765, -0.08014190784042995];218002;1599;92.084881583;0.006422731058378703
3144;p1 + p2 / (p3 + x / (p4 + 1.0 / x));-500.6486041326817;[1.4685286501105153, -0.2348373291399329, 0.3938578332381227, -2.2852891300186324, 0.06069186041098738];9253335;73657;5045.282774255997;0.0036835015107183617
3163;p1 - abs(p2 + -1.0 / (p3 + p4 ^ x)) ^ p5;-642.5677311772024;[2.1599182843320297, 2.101401610410995, 0.37246072182292794, -0.09547600553918237, 1.4308148833108627, 0.041007930298929365];9343254;74395;5101.205005216996;0.0016816580183689638
244813;p1 - abs(p2 + 1.0 / (p3 + p4 ^ x)) ^ p5;-642.567731220151;[2.1599181981960074, -2.1014004496689256, 0.37246077202715977, -0.09547662249230722, 1.4308143835346732, -0.04100795950421729];2420665059;5903675;1743381.0708175658;0.0016816580179791546
547671;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];5606865765;13242238;4177838.575922053;0.0014559417346996454
961080;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];9657096309;23249096;7172029.902402783;0.00145594173469909
