n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x - abs(p1 * p2 ^ (-1.0 / x)) ^ p3) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];569;0;0.1260418;4.966003134978773e305
2;p1 ^ (abs(p2 ^ (-1.0 / x)) ^ (1.0 / x));1.7976931348623157e308;[0.0, 0.0, 0.0];972;0;0.504257664;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;p1 ^ (x * (x / (1.0 + 1.0 / x)));361.7425691180216;[-1.1205441482702123, -0.6572770353011547];4416;35;1.138893119;0.4320131012185618
9;p1 ^ (1.0 / (-1.0 / x + p2 / abs(1.0 / x) ^ x));41.5365918997792;[-0.43808103361046974, -0.23448870552096363, 0.27139048705165597];11197;141;2.618813543;0.07365279691071946
26;p1 / (p2 + -1.0 / (p3 + -1.0 / x)) - x;-142.1795906338258;[-0.1641530972408303, -0.21582910156293145, -5.253659555140647, 0.163376184038098];68752;708;36.122991878;0.02669177817750985
51;x * (p1 + p2 ^ (abs(1.0 / x) ^ x));-263.46713150377116;[-0.41721155434965024, -2.5695634500833155, -0.11686354526060272];130688;1217;85.637793575;0.013657088265181383
248;p1 * p2 ^ (x + 1.0 / (p3 + p4 * x));-276.55474772145163;[3.3698912212625465, 0.8069214480750514, 0.08745189265957583, 0.5811922060474767, -0.11271396057875765];551778;5539;270.770388866;0.012704438260610972
279;p1 / (abs(1.0 / (p2 + x)) ^ p3 - p4 ^ x);-610.124165479721;[0.25043027567819887, 0.725319471873202, 1.174456372903648, 0.4076632934766974, 0.0448529284611142];670686;6557;338.57628282100006;0.0020117931559433546
6621;p1 * (x + -1.0 / (p2 + x * p3 ^ x));-638.8278984860593;[0.3193956427793211, -0.5022263539251534, -0.32617673117090656, -0.04143387786227064];83293199;160693;60585.1631934561;0.001716765988147802
71674;p1 - abs(p2 + 1.0 / (p3 + p4 ^ x)) ^ p5;-642.567731220151;[2.1599181981960074, -2.1014004496689256, 0.37246077202715977, -0.09547662249230722, 1.4308143835346732, -0.04100795950421729];690062149;1732510;529225.9676354325;0.0016816580179791546
83957;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];855874631;2031723;659442.4170273514;0.0014559417346996454
1021728;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];10114203962;24712045;7480459.584937152;0.00145594173469909
