n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;p1 + p2 / (1.0 / x - abs(abs(x) ^ p3) ^ x);1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];569;0;0.390775311;4.966003134978773e305
2;abs(x + -1.0 / x) ^ -(abs(x) ^ (1.0 / x)) / x;1.7976931348623157e308;[0.0];569;0;0.390775311;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;abs(p1 ^ (-1.0 / (p2 + x * x))) ^ x;-283.89886134379765;[0.21333401178056632, 1.189488680123565, -0.11045031014201587];6814;110;4.56206644;0.012199270908690671
124;p1 ^ (x * (p2 + p3 * abs(1.0 / x) ^ x));-346.80348200281696;[-1.4200227312675153, 0.4230776564366126, 1.6247332377652866, -0.09283243169459252];426974;3516;232.43906725899993;0.008617860462950473
394;p1 ^ (1.0 / (p2 + (x + p3 ^ (p4 ^ x))));-418.7508035258195;[12.439638237928701, 1.2776045586124405, 1600.6627938071365, 0.02387727396959078, 0.07609724332586777];1179749;9682;654.6969970369997;0.0057911901977908105
599;abs(p1 * p2 ^ x) ^ (p3 ^ (p4 ^ x));-439.53715924350416;[0.9846686238196123, 1.0779071407768965, 64.99233129651998, -0.5946001359163288, -0.07185324044265308];1718201;15028;972.4458450720002;0.005162887879339754
2187;abs(p1 + x) ^ (abs(1.0 / (p2 - p3 ^ x)) ^ p4);-453.7371348620293;[0.79325975863693, -0.63933231235618, -0.432117407021329, -2.9316170662459786, -0.0690892730970939];5751883;50872;3249.5434615999993;0.004773325279022774
4718;1.0 / (p1 - p2 ^ (x * (p3 + p4 ^ x)));-540.6979963595786;[2.2445587145409176, -5.029189980545008, 0.08658699495922324, -0.26847115673795807, 0.05433538913584738];12761457;109464;7260.150868657997;0.002952335160069248
4960;1.0 / (p1 + abs(p2 + p3 ^ (p4 - x)) ^ p5);-620.4787457230028;[0.4654921465685799, -0.27575659838271754, -5.286050125051594, 0.16563730373740337, 1.5765457780417558, -0.043588233340220786];13297938;114602;7524.387921120995;0.0018999333680494903
9901;p1 / (abs(1.0 / x) ^ x - p2 ^ (p3 ^ x));-661.187970874199;[-1.9275804350248278, -4.0425341484973325, -0.4626950281228838, -0.038952020829361673];68284204;231909;44682.289482941;0.0015172598382402539
540164;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];5202059403;13072854;3838239.825317732;0.0015172598382402283
797957;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];7575260127;19324180;5632089.881794922;0.00145594173469909
