n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x) ^ (1.0 / (x * (x + abs(p1 + x) ^ p2)));1.7976931348623157e308;[0.0, 0.0, 0.0];445;0;0.309723152;4.966003134978773e305
2;p1 + -1.0 / (0.5 / x + abs(x) ^ (1.0 / x));96.89056766487877;[2.4219541459472866, -0.31623013852302684];2130;35;1.16881454;0.10000150025430662
8;p1 * p2 ^ (abs(0.5 * x ^ -2.0) ^ x);-11.330598731599924;[1.8562564640631742, 0.9060693124629717, 0.2345143395341225];7735;155;3.0802338510000005;0.0549969754417949
11;p1 ^ (p2 ^ (x + x) - p3 ^ x);-235.03779537581;[-0.3329103377977087, -0.36554559065408254, 0.7537267839101186, 0.12641133390809053];24176;344;15.548824402000001;0.015979822443046087
50;abs(p1 ^ -(p2 ^ (x / p3 ^ x))) ^ x;-361.630711985757;[-0.8586844870507906, 1374.8637101936815, -4.67086289495416, 0.08910705401514753];125887;1402;57.01804626000001;0.007940041087644473
232;p1 / abs(1.0 / (p2 - p3 ^ (p4 + x))) ^ x;-532.3361589798005;[0.6808843347143374, -1.3336325641892335, -0.14931930530359838, -1.2973790893062933, -0.0556050969883565];778287;6437;373.70195658800003;0.0030919267289726024
1047;p1 * abs(1.0 / (p2 - x) + p3 ^ x) ^ p4;-588.7737618900442;[0.20693672349846434, -0.6750201374288054, 0.4346971155557869, -1.2713960987408361, -0.04757839767769576];2766666;25288;1346.9873965649983;0.0022636633957199047
5159;p1 / (p2 + abs(p3 + p4 ^ -x) ^ p5);-620.4787457220352;[0.6473890751564163, 0.3013545086555371, -0.20928988994715728, -5.286051192416241, 1.5765453475985707, -0.043588252734494085];151249658;122764;115625.42929277086;0.001899933368058257
5886;1.0 / (p1 - p2 ^ (x * p3 ^ (p4 ^ x)));-625.7107558187995;[2.512585944665888, -1.1436544718761887, 21.57979930618972, -0.5433499919885498, 0.04296276972523583];202337204;140452;164715.31247277983;0.0018457998064394313
93908;p1 * (x + -1.0 / (p2 + x * p3 ^ x));-638.8278984860593;[0.3193956427793211, -0.5022263539251534, -0.32617673117090656, -0.04143387786227064];1114779987;2264255;843637.8836319606;0.001716765988147802
182606;p1 * (x + -1.0 / (p2 + x / p3 ^ x));-638.8278984860632;[0.3193956411380214, -0.5022263521933602, 3.065822624448505, -0.04143387479220155];2084845300;4395480;1535451.9766533242;0.0017167659881477805
228684;p1 - abs(p2 + -1.0 / (p3 + p4 ^ x)) ^ p5;-642.5677311772024;[2.1599182843320297, 2.101401610410995, 0.37246072182292794, -0.09547600553918237, 1.4308148833108627, 0.041007930298929365];2391464073;5479685;1735472.8674359964;0.0016816580183689638
294842;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];2917899037;7081950;2127929.945735392;0.0014559417346996454
988607;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];10056972516;23906023;7469708.365334033;0.00145594173469909
