n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;p1 ^ (2.0 * (x - x ^ 3.0));401.87447438324557;[-0.9863699850283357, 0.7343363830740048];2943;59;0.393216452;0.5392499260792576
5;x * p1 ^ (p2 / (p3 ^ x - x));317.24110885296943;[0.6836796182030634, -6.0221403004248835, -5.467440861282985, 0.5812455990322565];9338;167;4.424558897;0.3378464469607151
8;p1 - (p2 ^ x + abs(x + x) ^ -x);-37.48610280750492;[3.624921151694308, 1.2793903192198177, -0.21816768445686732];23363;372;11.882835285999999;0.047597138523234904
11;abs(abs(p1 + p2 ^ (1.0 / (p3 + x))) ^ p4) ^ p5;-139.88015545666238;[-1.0302130972379564, 1.04831214299118, 0.5635396844325867, -0.09481319384405403, 1.291652319568899, -0.16526305755133183];73086;680;33.765112502;0.027031602063102827
55;p1 + p2 / (p3 + abs(p4 + x) ^ x);-190.82792636201032;[1.8615209921017952, -17.2913375837992, 13.630458759241915, -6562.624092299538, -0.14283149304457332];207744;2041;98.40151738700003;0.020400925123923698
216;p1 ^ (p2 ^ (p3 ^ (-1.0 / (x + 1.0 / x))));-259.0754023256755;[-2.632530148035895, -0.021633571236212238, -159.32073265814063, -0.11829001569017004];605220;4915;323.10092401800006;0.013992512579364997
261;p1 ^ (p2 + 1.0 / (x + p3 / (p4 + x)));-499.28219620937085;[1.9013244527452846, 0.45913544935268075, 0.3226629489191532, -0.35611259042269655, 0.06092137195229464];744036;6420;388.424905021;0.0037114142829409165
747;p1 - p2 ^ (abs(p3 + p4 ^ x) ^ p5);-556.4375784057773;[3.254796994613915, 3.409121427552344, -0.23233738466146805, -0.22781981567903545, 0.6687974152454291, -0.05202352756247739];1918785;16998;993.3525773280004;0.00270644893645201
3629;1.0 / (p1 + abs(p2 + p3 ^ (p4 + x)) ^ p5);-620.4787457231212;[0.46549213417011825, -0.2757565438114925, 0.18917718583183454, -0.165637192779991, 1.5765454172144222, -0.04358822484358579];60182881;88065;54003.00474582697;0.0018999333680483838
34985;p1 - abs(p2 + -1.0 / (p3 + p4 ^ x)) ^ p5;-642.5677311772024;[2.1599182843320297, 2.101401610410995, 0.37246072182292794, -0.09547600553918237, 1.4308148833108627, 0.041007930298929365];363974497;845649;295291.4567570705;0.0016816580183689638
224917;p1 - abs(p2 + 1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312184043;[2.159918037272381, 2.101400648696144, -0.3724607788514376, 0.09547650822601118, 1.430813925145305, 0.041008089312527786];2487609472;5439970;1962269.126902648;0.0016816580179950789
651461;p1 - abs(p2 + 1.0 / (p3 + p4 ^ x)) ^ p5;-642.567731220151;[2.1599181981960074, -2.1014004496689256, 0.37246077202715977, -0.09547662249230722, 1.4308143835346732, -0.04100795950421729];6447742461;15724938;4808918.363966944;0.0016816580179791546
807634;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];7965661490;19514964;5914656.170843715;0.0015172598382402268
836667;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];8321997657;20215255;6174476.850182087;0.00145594173469909
