n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(p1 / (p2 + abs(p3 * x) ^ x)) ^ p4;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0, 0.0];697;0;0.123896487;4.966003134978773e305
2;p1 + abs(abs(abs(x) ^ x) ^ (p2 ^ x)) ^ (1.0 / x);1.7976931348623157e308;[0.0, 0.0, 0.0];1142;0;0.6051444109999999;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
11;abs(x) ^ (1.0 / (x + -1.0 / (x + -1.0 / x))) - x;5.351671681252934e58;[2.99e18];8188;15;2.03362664;2643341436329798300000000000000000000000000000000000000000000000000000000000000000000000000000
12;p1 ^ (abs(p2 ^ (0.5 * x)) ^ p3);12.468006474704186;[-1.7666194918578444, -0.6629455058782314, -0.09074850872460291, 0.25044985946876175];13760;105;6.8973608209999995;0.06272513210934938
19;p1 ^ (abs(1.0 / (p2 - x)) ^ (p3 ^ (abs(x) ^ x)));-80.63822702028511;[-1.7340619641124255, 1.5538148926994217, -0.26350208983224904, 0.19365129432842781];65733;588;45.694343903000004;0.03750083196017062
63;x * p1 ^ (p2 - abs(p3 + x) ^ -x);-221.032447587617;[-0.3245500288360024, 0.42366567871829675, -0.08280721174886786, -0.13139787932240984];127499;1232;76.33532389400001;0.017265399004376573
189;abs(p1 + abs(1.0 / (p2 - p3 ^ x)) ^ x) ^ x;-384.1358437037052;[1.216615175817434, 0.9748969953120925, 2.0850634977958813, -0.08373591700758468];483091;3798;254.35362143500006;0.0070117036697475345
490;abs(p1 + x) ^ (p2 ^ (p3 - p4 ^ -x));-425.8570096590533;[0.7953107740797808, 0.046838691386195744, 0.508594446298367, -1.747519472059078, -0.0746205794809395];1287375;11584;702.1644903630003;0.005568228868299841
1895;abs(p1 * abs(p2 ^ x) ^ (p3 ^ -x)) ^ x;-449.21442401612836;[1.1778049236830115, 245.51770358519633, -9.626798353658799, 0.06995784993395907];5072934;43906;2824.949299266001;0.004894100686407822
2524;p1 ^ (p2 ^ (1.0 / (p3 / (p4 - x) - x)));-451.6266342575648;[1.4586309089990301, 0.40066577986600627, 0.20001104782604784, 0.442504612423096, -0.06949323143274423];83677609;59310;70355.75599610692;0.004829309080137323
2565;p1 + x * (p2 + abs(abs(1.0 / x) ^ x) ^ p3);-513.9544256648849;[0.7366905804489258, 0.33070328831213003, 1.2652932319966135, -0.05850154239504684];83760534;59843;70388.62628598788;0.0034224304998155593
6803;abs(p1 * (1.0 / (p2 + x) - p3 ^ x)) ^ p4;-588.7737619654599;[3.4523877867355113, 0.6750203015452546, 0.43469739864988644, -1.2713948162729205, 0.047577969166507014];149185946;163202;136888.7899321375;0.0022636633951395335
10563;p1 / (p2 + (1.0 / (p3 + x) - p4 ^ x));-612.6151113555377;[0.2353021475944793, -0.057022568663761264, 0.6738187939402761, -0.4283915149525081, 0.04454544109402531];212920357;255439;192676.9138666694;0.00198429623527792
33048;p1 * p2 ^ (abs(p3 + p4 ^ -x) ^ p5);-613.1687848426251;[2.1696010872322447, 0.1664920421632147, -0.21774832955555978, 4.9492037060770215, 1.2667490776710055, -0.04447735092132939];452460886;797535;358627.3522884724;0.001978235607895082
37187;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];464224816;896567;364927.4628945115;0.0014559417346996454
864315;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];8697506469;20874395;6486853.129556193;0.00145594173469909
