n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x) ^ (abs(p1 + -1.0 / (p2 + x)) ^ x) / x;1.7976931348623157e308;[0.0, 0.0, 0.0];0;0;0;4.966003134978773e305
2;abs(abs(x) ^ (p1 - abs(x) ^ (x + x))) ^ p2;1.7976931348623157e308;[0.0, 0.0, 0.0];266;0;0.066731016;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;x / abs(x) ^ (x / (1.0 + 1.0 / x));539.0156189646422;[-1.0725670372231808];565;15;0.104171726;1.1504000493372009
6;x / (1.0 + abs(0.5 / x) ^ x);500.09413965994787;[0.9632300339588334];1334;45;0.20375305;0.9278120988438323
7;x - x / abs(p1 / p2 ^ x) ^ x;420.7067501103882;[51.64295664144992, -3.0597416235668837, -0.773549650579582];7461;50;4.443261056000001;0.5983793219138237
14;x * abs(p1 ^ x) ^ (1.0 / (p2 ^ x - x));295.7970448598754;[9440.563664581787, -16.24258290011892, 0.5478137377050437];21245;243;23.880920229000004;0.30010007478617107
19;p1 / p2 ^ (x + abs(x * x) ^ -x);9.678830715778387;[2.0154901068584485, 1.0540000378801697, 0.24852758201029948];32743;352;32.913490511000006;0.06176595900826986
39;abs(p1 + p2 * x) ^ (abs(p3 ^ x) ^ p4);-293.77456781918295;[0.5041296158695514, 2.9427040721059003, 2.1756352122528564, -0.7221487935370415, -0.10747784917838217];86580;863;67.490776286;0.011551488165225847
216;p1 / p2 ^ (x / p3 ^ (abs(1.0 / x) ^ x));-305.5366084427872;[0.8030305627391257, -0.7582307985634235, -0.2909078889506639, -0.10404182475215859];747421;6904;403.69487897000016;0.010824700697210397
219;abs(p1 / (x + p2 / p3 ^ x)) ^ p4;-475.8437686522889;[-17.766530180895522, 45.95064183844933, -355.1432157124666, 0.2684938068155967, 0.06499637501424468];785850;6970;421.4066291720002;0.004224526093160389
1825;p1 - abs(p2 + p3 ^ (1.0 / (p4 - x))) ^ p5;-507.7624078086044;[2.2610264393683215, -1.767687489917242, -0.3928511955657112, -0.6486843818538164, 0.6918244592146215, -0.0595108063707367];5667912;46642;3264.6877116399987;0.003541537711227213
3106;p1 ^ (abs(abs(1.0 / (p2 - x)) ^ (p3 ^ x)) ^ p4);-515.70514603872;[1.681790331952156, -0.47330752035024176, 0.11529773715621353, -8.145669354150371, 0.05821929999686853];9051304;76330;5212.448957313997;0.0033894866622928652
4680;p1 / (p2 - abs(p3 + 1.0 / (p4 + x)) ^ p5);-561.280534833733;[-3.7540440375505875, -1.7200754793671924, -0.8817052554677653, 0.17628292791233138, 1.1125994427508252, -0.051332188704292965];116882678;114348;85559.2012667849;0.0026349936041547566
12710;p1 / (p2 - abs(p3 + x) ^ (p4 ^ x));-588.3719961900844;[0.4919621872751532, 1.296233516223017, 0.5039557204087282, 0.14611135489422605, -0.04763080025421934];301248269;300166;226183.78321566855;0.002268693630462724
13578;p1 * p2 ^ (abs(1.0 / (p3 + p4 ^ x)) ^ p5);-613.1687848420473;[2.1696007491910803, -0.16649183039372115, -0.21774846427816635, 0.20205284916895833, -1.2667501912109977, 0.04447734403248741];303591422;319466;227433.07387490568;0.0019782356079010325
14639;p1 * (x + -1.0 / (p2 + x / p3 ^ x));-638.8278984860632;[0.3193956411380214, -0.5022263521933602, 3.065822624448505, -0.04143387479220155];307209157;347430;229446.05176396354;0.0017167659881477805
290381;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];2878603391;6973901;2146070.724207295;0.0015172598382402283
531163;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];5051082870;12811602;3769327.213627417;0.0014559417346996454
719948;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];7152746167;17392036;5363008.799015717;0.00145594173469909
