n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;x + (abs(x) ^ x - abs(x) ^ (abs(1.0 / x) ^ x));1396.8785084004126;[11.471226572017123];568;15;0.517007642;131.58903906659347
4;x - abs(abs(p1 + x) ^ -x) ^ (p2 ^ x);444.0380808165834;[2.0788752231568189e9, -2.57091095631131e8, -0.8250477508943289];11811;217;3.428545746;0.6807037912211736
7;abs(1.0 / (p1 + abs(abs(x) ^ (-1.0 / x)) ^ x)) ^ p2;-54.09704089901854;[-7.6871695258778, -0.31039088826213773, 0.20838292826918967];24113;344;14.160229625;0.04342344513569824
9;p1 + p2 * abs(x + abs(x) ^ x) ^ p3;-159.12615787593995;[1.8594817596192843, -0.5734898769915522, -6.305137317366868, -0.15590419760455193];32913;439;16.204459375;0.0243061192888704
36;x * abs(p1 / (x + 1.0 / (p2 + x))) ^ p3;-296.8485966523276;[2.152881209116727, 1.5997495352718665, 1.571750158808861, -0.10656903500129825];140946;1461;85.89419711699998;0.011356959063983285
144;abs(abs(p1 ^ (p2 + abs(1.0 / x) ^ x)) ^ p3) ^ x;-346.8034820028167;[2.1430302109112334, 0.26039823026355996, 0.7474866494995525, -0.0928324323215108];401903;4100;242.887302751;0.008617860462950485
204;abs(p1 * p2 ^ (p3 * abs(1.0 / x) ^ x)) ^ x;-346.8034820028169;[-1.1599325536512912, -1.8617944366555015, 0.9166733811628219, 0.09283243229066343];513917;5269;302.9523059760003;0.008617860462950473
988;p1 + p2 ^ (1.0 / (p3 - x) + p4 ^ x);-418.5220249869837;[0.07563694839518281, -0.11440614383325702, -1.9098994720092968, -0.03399952271177443, 0.07614797884441646];30671528;23924;31847.978188775985;0.0057985147292934905
1040;p1 - abs(1.0 / (p2 + abs(p3 + x) ^ p4)) ^ p5;-513.8139592475507;[2.257635812476428, -0.5950862496299699, 0.4528647070366797, -1.445310490147853, -0.6626541171126841, -0.058524246704044346];30777830;25016;31914.360164900983;0.0034250875337313823
2378;p1 / (p2 + abs(p3 + x) ^ (p4 ^ -x));-588.3719961895888;[-0.4919622278057409, -1.2962335493358335, 0.5039556864015238, -6.844091736375032, 0.047630821898351806];34478326;56143;33956.35034536494;0.002268693630468453
30151;p1 / (p2 + x * p3 ^ (p4 ^ x));-608.0585047477765;[-4.166986957392006, -7.387166757345416, -21.918145444724313, -0.5463400570921482, 0.045109682148364943];445158674;719465;326857.70937208406;0.0020348842384521498
52293;p1 / p2 ^ (abs(p3 + p4 ^ x) ^ p5);-613.1687848418208;[2.1696009907792693, -6.006290055632954, -0.21774830317509597, 0.20205266561327836, 1.2667488380826015, -0.04447733418934136];783310931;1265527;588448.0312823281;0.001978235607902661
53596;abs(1.0 / (p1 - abs(p2 + p3 ^ x) ^ p4)) ^ p5;-619.6811497787536;[-0.6228108386573246, -0.21230612031478932, 0.19378801809225474, 1.4554538074156438, 1.6220610316120077, 0.04368433831619248];829058130;1295950;620353.2871392221;0.0019083241022959804
69236;abs(p1 + abs(1.0 / (p2 + p3 ^ x)) ^ p4) ^ p5;-619.6811497869726;[0.622810795023931, -0.21230613517821922, -0.1937881366824782, -1.4554540843325088, -1.6220602747590178, 0.04368439388632141];1069895578;1675820;806787.3724460719;0.00190832410220999
103148;p1 * (x + 1.0 / (p2 - x * p3 ^ x));-638.8278984860274;[0.31939564381642055, 0.5022263563437547, 0.3261767340833659, 0.041433883133394814];1304765172;2499307;969045.598158968;0.0017167659881479865
131107;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];1505065838;3173768;1110848.460373324;0.0014559417346996454
817648;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];8059830048;19810843;5958605.369000519;0.00145594173469909
