n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(p1 / abs(1.0 / x) ^ (abs(abs(x) ^ p2) ^ x)) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0];372;0;0.114424448;4.966003134978773e305
2;abs(p1 + (x - abs(x) ^ (-2.0 * x))) ^ p2;9.440850405669433;[13.06814972459212, 0.22169700346240295, 0.2483642518425824];9883;133;6.654407112;0.06168480197470742
12;p1 - abs(p2 / abs(1.0 / x) ^ x) ^ p3;-33.692186259120234;[1.840873921839308, -1.4994217630545301, -16.93736897333835, 0.22046619980473905];28730;326;11.492845797000001;0.048605345242904316
24;p1 * (x * (x + p2 ^ (p3 ^ x)));-365.33056515525465;[0.05507385694067012, 122.7115603210649, 0.743558530920067, -0.08820081681478362];65887;699;26.509484012;0.007779384891576322
136;x * p1 ^ (x - abs(1.0 / (p2 + x)) ^ p3);-372.57483954594784;[0.8241042112663782, -3.1966052467770574, -1.9575148379920755, -0.08645333293870673];308830;3188;180.91344380499999;0.007474174339089574
1312;abs(p1 ^ (abs(p2 ^ (p3 ^ -x)) ^ x)) ^ x;-456.59170906201643;[1.1653323250753722, -2349.9391314159593, 4.940512421067148, -0.06854650519389184];55446037;32029;52869.058132064936;0.004698635076706462
1611;p1 + 1.0 / (x + -1.0 / (p2 - p3 ^ -x));-495.6668320452302;[1.312306935857289, 1.6873214958998912, -0.21359244251898915, 0.06153285996306387];56187897;38863;53255.718947284004;0.0037862928477406595
2318;1.0 / (p1 + p2 * (x * p3 ^ (p4 ^ x)));-608.0585047479545;[1.7727836820030067, -0.23998153958909482, -21.918144374506674, 0.5463400639226688, -0.04510970050904183];119445139;56056;102393.45120751411;0.0020348842384501358
3266;abs(1.0 / (p1 - abs(p2 + p3 ^ x) ^ p4)) ^ p5;-619.6811497787536;[-0.6228108386573246, -0.21230612031478932, 0.19378801809225474, 1.4554538074156438, 1.6220610316120077, 0.04368433831619248];122383618;81932;104045.44457618492;0.0019083241022959804
26514;p1 * (1.0 / (p2 + x / p3 ^ x) - x);-638.8278984860531;[-0.31939564264402276, -0.5022263521066181, 3.065822623101027, -0.04143387363238805];437526743;644052;337302.0852735545;0.0017167659881478768
208790;p1 - abs(p2 + -1.0 / (p3 + p4 ^ x)) ^ p5;-642.5677311772024;[2.1599182843320297, 2.101401610410995, 0.37246072182292794, -0.09547600553918237, 1.4308148833108627, 0.041007930298929365];2323107816;5067036;1735735.0840547134;0.0016816580183689638
246970;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];2580842785;6008759;1907096.2332942514;0.0014559417346996454
832245;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];8692717202;20090322;6482926.829269096;0.00145594173469909
