n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;p1 + (x + abs(abs(x) ^ 0.0) ^ (1.0 / x));432.75721959365114;[-0.8289726535589651, 0.7997335955756298];1738;37;0.198992542;0.6395738210321937
7;p1 / (p2 + abs(-1.0 + p3 * x) ^ p4);-190.57526245645744;[0.672991262265166, 0.3610403388519926, 0.5073030625980406, 11.009234629965077, 0.14293153735504627];44772;323;25.949627814;0.02042942333857521
15;p1 + abs(1.0 / (p2 - x)) ^ (x - p3 ^ x);-224.0921739099588;[0.8749462900416523, -0.1598503907011841, 1.4000857041194115, 0.130291933751683];70354;572;33.92190622500001;0.016975988014588834
28;p1 / (p2 + abs(1.0 / (p3 + p4 ^ x)) ^ x);-560.4663075411661;[0.25170996481705105, -0.6493926389441755, 1.067244090351272, -0.23453537004296351, 0.0514477930298971];121990;1001;74.469220377;0.002646873806776489
11340;p1 / abs(1.0 / (p2 - p3 ^ (p4 ^ x))) ^ x;-562.5179023638419;[0.4819259470175693, -0.39521279629829426, 90.26000380544619, 0.3041419973809257, -0.05115702815516535];123343128;271515;88950.33499542825;0.0026170414705664505
16186;p1 / (p2 - abs(p3 + x) ^ (p4 ^ x));-588.3719961900844;[0.4919621872751532, 1.296233516223017, 0.5039557204087282, 0.14611135489422605, -0.04763080025421934];139721199;389422;98143.64103293256;0.002268693630462724
35414;p1 / (p2 + (1.0 / (p3 + x) - p4 ^ x));-612.6151113555377;[0.2353021475944793, -0.057022568663761264, 0.6738187939402761, -0.4283915149525081, 0.04454544109402531];240322966;865933;160459.46724055803;0.00198429623527792
45427;p1 - abs(p2 + -1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312213526;[2.1599179109043236, -2.101400095710107, -0.3724608457307987, -0.0954766211313884, 1.4308150149465624, 0.041008068043925906];332549310;1103695;224938.05309209385;0.0016816580179723531
94100;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];786534589;2281401;583451.5692083772;0.0014559417346996454
420755;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];4408948057;10164070;3298655.4487592326;0.00145594173469909
