n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(abs(x + -1.0 / x) ^ -x) ^ p1;442.2930946931747;[-0.14360687797532717, 0.8210802567243647];2299;16;0.39806747;0.6741727897822527
2;p1 * (x + abs(abs(x) ^ -x) ^ p2);146.47525076500736;[0.7988633493263341, 1.0691430406685853, -0.36265228973230207];7495;72;5.627073235;0.13151668343961437
3;p1 ^ (abs(1.0 / (p2 - abs(p3 + x) ^ p4)) ^ p5);-184.76856205330802;[2.2780712240346133, -1.5280809879822992, 0.5664920344605499, -16.933674321960865, 0.6686880646678932, 0.14524292800706706];49342;230;45.533376299;0.021095450474618676
8;x * p1 ^ (1.0 / (p2 + 1.0 / (p3 + x)));-308.3783449426964;[-0.5155267431964496, 0.20858358353527154, -1.8562953650891343, -0.10322827893828156];70544;474;62.133013694999995;0.01065607788320777
186;p1 ^ (p2 + abs(p3 + p4 ^ x) ^ x);-574.589593853163;[65.10766528015718, -1.1224844473564937, 1.0658740843597327, -0.2344852907922383, -0.04947920179807325];575064;4421;321.574075732;0.0024481926095091346
11060;p1 - abs(1.0 / (p2 - p3 ^ (p4 + x))) ^ p5;-581.5092159140913;[2.2065217817345606, 0.5202190997889579, 0.21914885706183898, -0.5446093443759256, -0.9495291616532595, 0.04854241272347065];89112393;273001;60043.502920200925;0.002356364784117006
12775;1.0 / (p1 + p2 ^ (abs(p3 + p4 ^ x) ^ p5));-618.5906113746389;[-0.5370038322770775, -2.9875584729957385, -0.21412020709883917, -0.19664229108325765, 1.4025544048858716, 0.04381625992235152];94681341;317967;63082.236745356844;0.001919856603519805
84948;1.0 / (p1 - p2 ^ (x * p3 ^ (p4 ^ x)));-625.7107558187995;[2.512585944665888, -1.1436544718761887, 21.57979930618972, -0.5433499919885498, 0.04296276972523583];803206967;2069543;617966.7669389385;0.0018457998064394313
112253;p1 - abs(p2 + -1.0 / (p3 + p4 ^ x)) ^ p5;-642.5677311772024;[2.1599182843320297, 2.101401610410995, 0.37246072182292794, -0.09547600553918237, 1.4308148833108627, 0.041007930298929365];1164436846;2734826;886629.3775280069;0.0016816580183689638
212294;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];2269208202;5136358;1724739.605076345;0.0015172598382402268
547004;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];5673783981;13252062;4242565.576513257;0.00145594173469909
