n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;1.0 / (x + (x - abs(abs(x) ^ (abs(x) ^ p1)) ^ p2));1.7976931348623157e308;[0.0, 0.0, 0.0];386;0;0.086351923;4.966003134978773e305
2;p1 - abs(abs(x) ^ (abs(x) ^ -x)) ^ (abs(x) ^ x);448.86091043905043;[3.424994751358292, -0.8361131896700076];2721;37;2.589943322;0.699085265951458
3;p1 ^ (x + -1.0 / (x - 0.0 ^ x));377.9686626209848;[-1.299242772547687, 0.6874087324048558];4080;72;2.7777988629999997;0.47253075752670953
10;p1 + x / ((p2 - x) * p3 ^ x);-89.16828978393391;[1.8450146911361998, 0.03436193113348786, -51.54593578612498, 0.18914151570075435];34478;331;26.768318394999998;0.03577451254421229
31;abs(abs(abs(p1 + p2 ^ -x) ^ x) ^ p3) ^ p4;-287.6987448114847;[1.0515822810726407, -3.6831794000415865, -0.37549675706432534, -6.630903798625227, 0.10929698525508207];62487;495;54.51765510199999;0.011945831117573991
111;p1 / (p2 + x / (p3 - p4 ^ -x));-307.7858864729285;[3.649870270358617, 9.364222087020945, 0.990695073252527, -0.8902170253804931, 0.10339738398989597];290388;2114;178.66294648800005;0.010691015050946518
255;p1 ^ (p2 + p3 / (1.0 / (p4 - x) - x));-338.3390890245627;[-2.2810826748873425, -0.024851993245559534, -1.8920412175064922, 0.10580792363553108, -0.09502864363022175];42617860;4962;30376.753928899;0.009030443224714635
275;abs(p1 / abs(1.0 / (p2 + x)) ^ (p3 ^ x)) ^ p4;-462.8419532194746;[1.2047790849679587, 0.5654336352705163, 0.21399071558323743, 2.547563350212892, 0.06737325333342167];42681851;5542;30398.704759381002;0.004539152504699692
940;p1 / abs(p2 ^ (p3 ^ (p4 ^ -x))) ^ x;-483.7849256459716;[0.3560426484688958, 0.7458258243514005, -23.627262555465467, -1.7684136065739127, 0.06358606239877074];89995941;24499;64212.433948690996;0.004043187199337193
2578;1.0 / (p1 - abs(abs(p2 + p3 ^ x) ^ p4) ^ x);-512.8836044534057;[2.181756612153899, 1.068281419317374, -0.2348251176230048, 2.0325843076155534, 0.05867483810497918];94611622;65917;66761.16141653797;0.003442738087389037
3404;p1 / (1.0 / (p2 + x) - abs(p3 ^ x) ^ p4);-556.943975668027;[0.3008681183477968, 0.6733527537367686, 1.5189463573436877, -1.8951358436814996, 0.051950817903054884];129750086;85199;98068.55341723697;0.0026988874840232235
7608;p1 + p2 * abs(p3 + p4 ^ -x) ^ p5;-581.5092159141195;[2.2065217567313877, -2.1923936798494035, -0.22758660995571553, -4.563108415966503, 0.9495291577516266, 0.04854239892363511];174494165;185312;134680.57959844044;0.002356364784116855
23909;1.0 / (p1 - abs(abs(p2 + x) ^ (p3 ^ x)) ^ p4);-598.8102739819195;[1.5980093200796146, 0.4894218948494407, 0.13014841639552094, 2.2361241373355973, 0.04627700971678315];321446618;577463;241080.933357281;0.002141559130891906
24325;1.0 / (p1 + p2 * (x / p3 ^ (p4 ^ x)));-608.0585047479519;[1.7727835751536816, -0.2399815025912977, -0.04562429966578898, -0.5463400811893514, -0.04510968706639099];322783875;588282;241799.255357383;0.002034884238450307
55251;abs(1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4)) ^ p5;-619.6811497852797;[0.6228114665018414, -0.21230633358479048, 0.19378828975933912, 1.4554555411664838, 1.6220636007034297, -0.04368442130881909];645134059;1316048;492356.57318737387;0.0019083241022236144
57049;p1 * (x + -1.0 / (p2 + x / p3 ^ x));-638.8278984860632;[0.3193956411380214, -0.5022263521933602, 3.065822624448505, -0.04143387479220155];649906914;1359356;495061.13462193595;0.0017167659881477805
70278;p1 - abs(p2 + 1.0 / (p3 + p4 ^ x)) ^ p5;-642.567731220151;[2.1599181981960074, -2.1014004496689256, 0.37246077202715977, -0.09547662249230722, 1.4308143835346732, -0.04100795950421729];792027032;1685635;607508.8295053296;0.0016816580179791546
474728;p1 - abs(p2 + -1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312213526;[2.1599179109043236, -2.101400095710107, -0.3724608457307987, -0.0954766211313884, 1.4308150149465624, 0.041008068043925906];5100853501;11449213;3845797.808827668;0.0016816580179723531
579937;p1 / (abs(1.0 / x) ^ x - p2 ^ (p3 ^ x));-661.187970874199;[-1.9275804350248278, -4.0425341484973325, -0.4626950281228838, -0.038952020829361673];6211259338;14011097;4658880.541603768;0.0015172598382402539
769174;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];7934571739;18582067;5918728.877423484;0.00145594173469909
