n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;p1 ^ (1.0 / (1.0 / x + abs(x) ^ (1.0 / (p2 + x))));1.7976931348623157e308;[0.0, 0.0, 0.0];445;0;0.079700661;4.966003134978773e305
2;1.0 / (p1 - abs(x) ^ (p2 + 1.0 / (p3 + -1.0 / x)));1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];1014;0;0.383400323;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7;x / (x - 0.0 ^ x / x);449.27022113812745;[0.8370591113260405];1983;15;0.589748948;0.700667955801105
25;abs(x) ^ (1.0 / x) / (p1 ^ x - x);334.6003038844937;[-1.6466453690885063, 0.6097975183553588];12507;115;5.107892844;0.37185301238622726
29;x + abs(1.0 / (p1 * abs(x) ^ x - x)) ^ p2;264.95509706510165;[1.9569463907071403, 1.6783559603978957, -0.5030738054071311];22377;286;11.953807134;0.2530832535524475
30;p1 * p2 ^ (-1.0 / (-2.0 * x + 1.0 / x));10.58780508020589;[1.7943629156982734, 1.0033819881789545, -0.24915239708998466];25583;288;12.353398256;0.06207692522484405
34;p1 ^ (x / abs(abs(p2 ^ -x) ^ p3) ^ x);-57.816646778250245;[-2.3059397566400808, 1.842921580805117, -0.40095398386632625, -0.20625272508112055];35157;383;18.940004191;0.04254018663394045
52;abs(p1 + p2 / (p3 + abs(x) ^ (1.0 / x))) ^ x;-308.70368401123153;[4.232004145339708, 3.229088407508013, -2.5159688068753927, 0.10313557724024665];120561;666;59.198520296999995;0.010636941283325362
393;p1 ^ (x * p2 ^ (x - abs(1.0 / x) ^ x));-311.6360585176898;[-2.022809743217967, -0.6100853506446701, 0.1023034740243992];932204;8013;547.6573264370004;0.010466001016662015
591;x / (p1 + p2 / (p3 + p4 ^ x));-403.54287272213685;[0.07629233993829358, 0.1126221676503904, 0.05755607170540097, 0.22040124182075707, -0.07936498859226294];1532020;14149;893.9844677520006;0.006298802594206423
604;p1 ^ (1.0 / (p2 * p3 ^ x - p4 ^ x));-406.190439900308;[0.9849059184425552, -0.017196743398909847, 1.2205087264682235, -0.00014672682489401132, 0.07878665878806691];1575222;14463;929.7143066620005;0.006207337797337132
1246;x * p1 ^ (p2 + -1.0 / (p3 + p4 ^ x));-407.0851552382754;[-2.851469070541085, 2.350991444339216, 0.3262861418446657, -0.27919567452369287, 0.07859218818067713];3278416;29942;1844.8611784800012;0.0061767295309747006
2924;abs(p1 * (x + p2 ^ (p3 ^ x))) ^ p4;-408.34597603157545;[0.07698551442303758, -91.21354557331246, 0.05759204132174255, -0.40867541541908614, -0.07831949033181171];8511208;69862;4828.485319904998;0.006133852802632053
3053;p1 ^ (p2 ^ -(abs(p3 + p4 ^ x) ^ p5));-505.7329452991149;[2.1493048606454943, -531.8438381052719, -0.19314536060110693, 0.17172676268161652, 1.701690533020311, -0.05984524399708271];8995528;73149;5131.658534462004;0.00358147065868212
7779;p1 / (p2 + abs(p3 + p4 ^ x) ^ -x);-560.4663075415981;[0.251710107468963, -0.6493925364929839, 1.0672440875059375, 0.23453541996565969, 0.05144775478238557];27063429;186260;16320.772470752998;0.002646873806769627
8609;p1 * (x + -1.0 / (p2 + x * p3 ^ x));-638.8278984860593;[0.3193956427793211, -0.5022263539251534, -0.32617673117090656, -0.04143387786227064];29098235;204451;17443.78282542702;0.001716765988147802
14338;p1 - abs(p2 + 1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312184043;[2.159918037272381, 2.101400648696144, -0.3724607788514376, 0.09547650822601118, 1.430813925145305, 0.041008089312527786];172140245;343062;123996.64104505526;0.0016816580179950789
341471;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];3536382558;8228369;2674173.6203350415;0.0014559417346996454
603682;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];5910190585;14567014;4359664.098700603;0.00145594173469909
