n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;p1 ^ (x + abs(p2 ^ (1.0 / (p3 + x))) ^ p4);13.089186898038491;[1.0348732343501712, -67.66464467829523, 69.31942453172323, 46.105968035467455, -0.25088004055300644];15136;18;14.675590835;0.06294077056792369
5;p1 ^ (1.0 / (p2 + 1.0 / (p3 * x + 1.0 / x)));-224.96465280200516;[-0.8108476502153107, -0.819273055127742, 0.863648045805328, 0.12997829213390866];50183;267;19.780812605;0.01689435513545851
54;p1 - p2 ^ (x / (p3 + (-1.0 / x - x)));-278.4988362388159;[2.0531948236163946, -1.5166747505212328, 1.940773748302738, 0.1121102686490614];182449;1713;90.128426517;0.012568712377728632
217;p1 / (p2 * x + abs(p3 + x) ^ p4);-286.11104378405014;[2.8944692449692524, 0.43089527944051814, -0.03787126546534346, -0.5073603643664665, 0.10977740706973377];818140;7319;417.66856631100006;0.012051078836611549
423;p1 ^ (1.0 / (1.0 / (p2 + 1.0 / (p3 + x)) - x));-403.4292714478588;[-0.15198042015037228, -1.232783186888584, 0.610756391220553, 0.07938990448140289];1394758;12549;772.1391532099998;0.006302757161054856
1109;abs(p1 ^ x) ^ (abs(p2 + abs(x) ^ -x) ^ p3);-424.59468217598885;[1.3535612715019743, 0.7054806348745452, 1.6643674525586765, -0.0748812263044009];3056019;28196;1640.4128465420008;0.005607198459103919
1304;p1 - abs(p2 + 1.0 / (p3 + p4 * x)) ^ p5;-498.11381327519916;[2.2611096765222136, 0.7878887843972652, -0.30334960232162245, -0.9717925292482, 0.6864319212530634, -0.06111832652723785];40023228;32011;29882.16821408699;0.0037354495270737705
2020;abs(-1.0 / (p1 + (x + x)) + p2 ^ x) ^ p3;-510.1310740788026;[0.34752183913465096, -0.39210066440451924, -0.22307488165294515, -0.05912269687893338];41924699;48637;30949.733239896977;0.00349549312639639
4491;abs(p1 ^ x) ^ (abs(p2 ^ -(p3 ^ x)) ^ x);-525.1043766794309;[1.1688024832301493, 0.00020996480964457064, 0.18619359531549942, -0.05672707057342717];113570684;111477;76526.11878312481;0.0032179645482913865
5423;p1 - abs(p2 + p3 ^ (p4 ^ -x)) ^ p5;-556.9781467370835;[2.2237314768079863, -1.5220012600337718, 3.488396348697016, -3.0480866453782443, 0.8366243909846358, 0.05194591505640568];116204106;135201;77908.24338134701;0.002698378007969924
7465;p1 + abs(abs(p2 + x) ^ (p3 ^ x)) ^ p4;-558.0181843809731;[0.6615569974964339, 0.5135499077783036, -0.1473499195957884, 5.753667369873746, -0.05179688481160937];121737195;186194;80859.93722988504;0.002682917415664912
8429;p1 / (p2 - abs(1.0 / (p3 - p4 ^ x)) ^ p5);-620.4787457230993;[-0.6473890861864723, -0.3013545215670807, 0.20928997474875552, -0.18917720907669336, -1.5765455396154524, 0.04358822428086769];124616618;211941;82383.87241293173;0.0018999333680486126
23535;abs(1.0 / (p1 / (p2 - x) - p3 ^ x)) ^ p4;-628.0206403045324;[-0.3645171734571187, -0.029389294608511595, 0.321670225255461, 0.2218500781150268, -0.042689556399016844];200444587;571874;135998.01118947618;0.0018223937610813122
258909;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];2607335387;6287284;1967249.1314437212;0.0015172598382402268
479958;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];4758309969;11640328;3530971.161267728;0.00145594173469909
