n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x) ^ (p1 ^ (1.0 / (p2 - x))) - abs(x) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0];384;0;0.088533572;4.966003134978773e305
2;abs(p1 * (x * abs(x) ^ x)) ^ p2 - x;1.7976931348623157e308;[0.0, 0.0, 0.0];727;0;0.147052667;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6;x / (x - abs(1.0 / x) ^ (x + x * x));1582.8692918682823;[19.175406709444907];2578;15;1.604803833;367.69622251703834
20;p1 ^ (1.0 / (x + (1.0 / x - abs(1.0 / x) ^ x)));133.11041975337056;[-2.1600889122131974, -0.34950751854046647];7106;50;4.113961839;0.1221555055176203
23;p1 / (-1.0 / x + p2 ^ (p3 ^ (p4 * x)));-22.567445389275147;[0.9641229163396843, -16.830171764778587, 18.02929111556328, -0.7133343235040349, 0.22734660415831123];26757;218;16.374342892;0.05168647624802793
25;abs(p1 + -1.0 / (p2 + -1.0 / x)) ^ p3;-191.59337295393095;[-0.10878487892229996, -8.213230133256559, -0.11032445005967786, -0.1428381969643516];52554;369;30.991957206000002;0.020314642081988517
54;p1 * x - x / (p2 - p3 ^ (p4 * x));-250.25308975764563;[0.017355179619367497, 0.8983490860602451, -2.4364033242004255, 0.3895005159621217, -0.121208216948873];144046;1426;84.37631984400002;0.014691431448536197
110;abs(p1 + p2 ^ (p3 ^ (p4 - x))) ^ x;-297.9361866079523;[-2.2173074003598066, 0.04703194366107401, 20.270233293479127, 0.8386754355291828, -0.10624933766922741];298070;2684;165.81025952999994;0.01128892216107692
259;abs(p1 + abs(abs(1.0 / (p2 - x)) ^ x) ^ p3) ^ x;-407.64563415427654;[1.2066627713633995, -0.07027533788843318, 1.5441820918359805, -0.07847058843727933];639402;6040;331.4008682510003;0.006157632447253895
593;p1 / (p2 ^ (p3 ^ x) - p4 ^ x);-491.27228819610275;[1.5820479000021315, -4.418761640608262, -0.07967836601225625, 0.35774665350296514, -0.06228439196663165];1664814;14988;895.4865634590006;0.0038793462522479652
704;1.0 / (p1 + 1.0 / (1.0 / (p2 - x) - p3 ^ x));-511.29720100383645;[0.6115667974816541, 0.4936908812299322, -4.86069128549502, -0.05893254741016532];2071825;18701;1081.8795905810011;0.003473045137476372
777;p1 / abs(p2 ^ (p3 + p4 ^ x)) ^ x;-558.4489593179788;[0.4958833091039946, 0.01689125559182485, 0.08247691326023786, -0.2695698628294453, -0.05173529560532807];2222973;20325;1169.8480439760015;0.0026765397396186085
15200;p1 * abs(abs(1.0 / (p2 - p3 ^ x)) ^ x) ^ p4;-568.8551891119515;[0.5493880562714039, -1.0652796829235882, 0.2348616826982528, -5.099451683815887, -0.050269232716036734];167368867;371453;119453.44054452403;0.002526997492343278
18727;p1 / p2 ^ (abs(1.0 / (p3 + p4 ^ x)) ^ p5);-613.168784841653;[2.169600995356924, 6.006293605911585, -0.21774829017008465, -0.20205268407183585, -1.266749245311168, 0.044477301712141454];198474645;459292;144695.22735360364;0.001978235607898953
19339;p1 * (1.0 / (p2 + x * p3 ^ x) - x);-638.8278984857627;[-0.3193956473568817, -0.5022263790640759, 0.3261767453794689, -0.0414338819748589];200873096;473961;145954.13375495572;0.0017167659881505333
21426;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];206548808;520947;149070.7148363706;0.0014559417346996454
494158;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];4412139126;11959369;3268189.711210702;0.00145594173469909
