n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;1.0 / (p1 + x / p2 ^ (abs(x) ^ (p3 - x)));2782.396123465415;[-3.7732306640251556, -0.3261790322505231, -0.15068906923120576, 0.5036873672501975, -0.5086599196585992, -0.7275081801559877];30645;68;89.406578555;2782.396123465415
2;p1 * p2 ^ (abs(x) ^ -(x * x)) - x;-488.58397019124106;[-0.0021073776840899857, 104.84975955460096, 0.12193416687331224, -0.49411850429157567, -0.7473591045951742];78904;280;505.454721178;-488.58397019124106
15;p1 + x / (p2 + abs(p3 ^ (1.0 / x)) ^ p4);-859.6263506907629;[0.13402646600136872, 0.4469863876176939, 1.1193117893485296, -18.149831076590157, -0.09155426529223828, -0.5009165600849298, -0.7443636615861935];182959;1168;906.8856042340001;-859.6263506907629
51;abs(abs(p1 + x) ^ p2) ^ (p3 ^ (abs(1.0 / x) ^ p4));-964.9096300579778;[0.5181964447932618, 0.6907768650345648, 1.8606858971720894, 0.223670347043339, 0.08248855577592958, -0.5020039038790064, -0.739725346873422];485586;3737;2046.953105773;-964.9096300579778
66;p1 + (p2 * -x - p3 ^ x);-967.6299725248639;[1.1151481003266048, -0.8648446324930286, 0.15962900821323547, 0.08426563487390162, -0.5030730688730628, -0.7402955369458819];628996;5257;2713.506596133;-967.6299725248639
73;p1 * abs(-1.0 / x + p2 ^ x) ^ p3 - x;-987.0823945417546;[-0.6833764750772113, 0.1690552684204034, -0.4041362696018421, 0.08168455835552452, -0.5036171374928404, -0.7370865622369762];744109;6348;3276.628283982;-987.0823945417546
227;abs(p1 + p2 * (x * (p3 - x))) ^ p4;-1002.5586991310217;[0.011209882961491292, -0.18199136035137942, -11.747152935201738, 0.6397499904176754, -0.08078148265778537, -0.5025959560440596, 0.7399565115017194];2421875;21445;11760.372919495001;-1002.5586991310217
1676;x / (p1 - abs(p2 + p3 ^ -x) ^ p4);-1002.8567715228843;[-0.04223376211759586, -0.9974294333495345, 1.267099816430858, 0.3959230414305569, 0.08067575966809092, -0.5023806244939841, -0.7414730976001932];19968610;172402;94729.23954039394;-1002.8567715228843
7617;abs(p1 / (p2 + 1.0 / (p3 - p4 ^ x))) ^ p5;-1003.8208753258493;[18.592779140656035, -0.9452072585439627, 1.0007522706287022, -0.889721511248175, 0.6526119066197563, 0.08082294735066457, -0.5026885995832783, 0.7398197510192973];94957992;801640;457324.2872111855;-1003.8208753258493
14252;abs(p1 + 1.0 / (p2 + p3 * p4 ^ x)) ^ p5;-1003.8208753264064;[-0.002906558645822152, 18.606773547303103, -18.62077094392954, 1.1239471077282364, -0.6526120550326434, -0.08082302939257817, -0.5026887254910448, -0.7398199330230799];178928161;1505806;874727.6861634415;-1003.8208753264064
15844;p1 * x - x / (p2 + abs(p3 + x) ^ p4);-1008.3842082654035;[-0.7933804163711397, 0.08702643363330614, -0.011283321811093927, 0.5958095360566126, -0.08009412904728656, -0.5025925573808715, -0.7402707540749247];199525330;1678343;977443.2738136855;-1008.3842082654035
53989;abs(p1 ^ -(abs(p2 + x) ^ p3) / x) ^ p4;-1008.9487656825794;[2.956264170124384, -0.031332550747120436, 0.34319982212753736, -0.5014898602384159, 0.0800615192898822, -0.5025032660541453, 0.7398536238924905];686134512;5774860;3321876.3085970953;-1008.9487656825794
285787;p1 + (abs(p2 + -1.0 / (p3 - x)) ^ x - x);-1010.8428845579119;[-1.0252474430328333, -0.775258498296267, -1.2719727716586922, -0.07914707905946171, -0.502644943118263, 0.7394415194348706];3643266523;30711963;17619376.089356873;-1010.8428845579119
688173;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];8777001952;74009001;42443893.37761653;-1013.2384638792784
