n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;1.0 / (x + p1 ^ (abs(x) ^ -0.0));3769.3854714859194;[1.3988846022576862, 0.7836252743575362, -0.5064986225092076, 0.734686593227709];4785;82;7.454968793;3769.3854714859194
3;p1 ^ (p2 ^ (-1.0 / x + p3 ^ x / x));1757.7391613137936;[-0.9999733803344503, -0.000723553717511268, -0.2097062222256972, -0.35534130100604355, -0.5026195705358154, 0.7404764678025897];40204;297;216.18940136100002;1757.7391613137936
4;p1 * p2 ^ (abs(x) ^ (p3 / abs(1.0 / x) ^ x));-162.90840159087332;[7.120560615901089, 0.1728520079867843, -0.2382875082266573, -0.1418918452600409, -0.5022785123550388, 0.7421377617661986];42781;306;225.29427071300003;-162.90840159087332
10;x / (p1 + (p2 / x - abs(x) ^ p3));-988.5354322638691;[0.4341147008769087, -0.0005596864964016976, 0.16075496024853142, -0.08126896875529183, -0.5026185453840754, 0.7403671767319604];200084;1545;1402.813979589;-988.5354322638691
136;p1 + abs(p2 ^ (abs(1.0 / x) ^ p3)) ^ (p4 ^ x);-992.0977020574164;[-1.0553958769233265, -2.741672277855517, -0.43221119261721147, -0.9922419949670094, -0.08103208639630434, -0.5024170927881515, 0.7396940818215467];1631613;13351;8283.321152962002;-992.0977020574164
253;abs(p1 / (1.0 / (p2 + x) - abs(x) ^ p3)) ^ p4;-999.580123865201;[-2.024736002124067, 5.606975662461562, -0.9836348940455719, 0.6063880071084959, 0.08063196898858072, -0.5025680512610018, 0.7400385337813764];2996279;24307;15616.470105607008;-999.580123865201
298;p1 / p2 ^ (x * abs(p3 + -1.0 / x) ^ p4);-1001.5013730960704;[3.318456183057487e-5, -1.9404029347041567e-5, -0.0006859399228122555, 0.935948322296467, 0.08070388553766733, -0.5025183866457399, -0.7399637584996058];3506874;28993;18302.784178277005;-1001.5013730960704
394;abs(1.0 / (p1 + (x - abs(p2 + x) ^ p3))) ^ p4;-1002.1240002042191;[5.79104819335549, 3.0099424599718043, 1.595172868975912, -0.6236669461714429, 0.08072993186385073, -0.5025688966577637, 0.7399721821444277];4737150;38617;24446.73765241402;-1002.1240002042191
925;abs(1.0 / (p1 - abs(x) ^ (p2 + p3 ^ x))) ^ p4;-1002.2745120351772;[0.2529881082801364, -1.2845887362556467, 1.0006661007023252, 1.833363527336665, -0.08058172322825409, -0.5025253804919755, -0.7399195422675636];11754097;96662;59490.55067263404;-1002.2745120351772
2150;abs(p1 + x * (p2 + p3 * x)) ^ p4;-1002.5586991303604;[-0.011210042722444842, -2.1378801087539494, -0.18199031740589805, 0.6397505093782564, -0.0807814764051953, -0.5025957539991336, 0.7399560830821491];27450838;227792;133752.7799851659;-1002.5586991303604
2280;abs(1.0 / (p1 + x * (p2 + p3 * x))) ^ p4;-1002.558699131463;[0.011209989274010844, 2.1378798078269337, 0.1819909583412221, -0.6397502173384059, 0.08078151136667415, -0.5025959495334806, 0.7399564330505619];29122190;242186;141522.52476437896;-1002.558699131463
3267;abs(p1 + 1.0 / (p2 + p3 / p4 ^ x)) ^ p5;-1003.8208753263641;[0.05083758216073348, -18.60667714768765, 18.59269044134652, 1.1239477758546976, -0.6526115557608864, 0.08082303090874852, -0.5026887751085402, 0.7398198993649304];41369656;344582;198447.05356869742;-1003.8208753263641
13688;p1 - (x + p2 ^ (abs(p3 + -1.0 / x) ^ p4));-1006.0779643568933;[-0.1052957364748993, 0.5515514986866318, 0.21621287484511656, 0.4560673187935165, 0.08067381510194524, -0.5027678843338387, 0.7395586699119465];173843388;1469020;839218.1320157786;-1006.0779643568933
22650;p1 + (x - abs(p2 + -1.0 / (p3 + x)) ^ x);-1006.7049673448552;[1.0314621165103826, 0.7777361650543936, 1.273810880176904, 0.08030334985914808, -0.5028137011210203, 0.7394264916980733];289682107;2454941;1396238.0264752212;-1006.7049673448552
67050;p1 * x + p2 / (p3 + (p4 - x) ^ -1.0);-1007.2551822676962;[0.9785999031956678, -3.146456228162147, -3.374157047133217, -0.03314459082088774, -0.09042943911062021, -0.5033424976792752, 0.7407387465869494];856953280;7241973;4156019.1644537477;-1007.2551822676962
128315;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];1640751124;13865536;7962504.92760929;-1011.7646849614036
552334;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];7059279057;59593073;34169383.415720396;-1013.2384638792784
