n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(x - abs(p1 ^ x) ^ x) ^ p2 - x;2225.110851556846;[0.987614962885933, -0.4500021419275897, -0.39008348076225385, -0.49832388379215153, -0.744817311516752];3595;18;34.493917575;2225.110851556846
3;abs(x + 1.0 / (p1 - x * abs(x) ^ x)) ^ p2;-148.50452571618524;[3.67783697533313, 1.0892130144088799, -0.1321832046357073, -0.49209028921543196, -0.7431364301291055];26112;329;206.461972343;-148.50452571618524
14;x + abs(abs(abs(abs(x) ^ p1) ^ x) ^ (1.0 / x)) ^ p2;-843.564515440549;[0.7179855334900537, 0.73205313169672, -0.08954690286128195, -0.5132598175710579, -0.7304889414193145];159024;1571;1026.741902037;-843.564515440549
65;(p1 - abs(p2 / (p3 - x)) ^ p4) / x;-981.9993644769122;[0.0023333901948647726, 0.7352353478215438, -0.018410820934768316, -1.7608863277842914, -0.0816030582612352, -0.5024907419863256, 0.7399142392832814];781692;6865;3676.216266410999;-981.9993644769122
66;p1 * (x + abs(p2 + -1.0 / x) ^ p3) - x;-987.927219322206;[1.3650203398089955, 0.018577916389387772, -0.5845571815693603, -0.08110754860236617, -0.5026384004145459, 0.7415352908313474];818434;7242;3745.943801928999;-987.927219322206
252;abs(p1 * x + abs(x) ^ p2) ^ (abs(1.0 / x) ^ p3);-999.3454121893615;[0.7201288156308404, 0.5053623381880662, -0.002135283784816588, 0.08081175702908623, -0.5024283824732411, 0.7399340767510806];3164625;28110;12720.644770861001;-999.3454121893615
345;p1 + p2 * abs(1.0 / (x * (p3 - x))) ^ p4;-1002.641514312995;[-0.03256899017929095, -0.27643665217183505, -14.463964078529797, -0.6605928554947116, 0.08071882223964974, -0.5025739758840468, -0.7399513003778417];4451317;36512;18191.239062317993;-1002.641514312995
709;x + abs(1.0 / x + abs(p1 + x) ^ p2) ^ p3;-1008.5099542260908;[-4.620208536791759, -0.04144036738777553, -0.5167546451638099, -0.07990646152284724, -0.5028724970672296, -0.7395658201965183];8826761;75461;37352.490994019994;-1008.5099542260908
175460;abs(x) ^ p1 / p2 ^ (abs(p3 + x) ^ p4);-1008.5658257630799;[0.501145215014233, -0.5817439374259236, -0.02886768453330533, 0.3454942009184685, 0.07995057828193977, -0.5026028755238139, 0.7400334023187103];2241088701;18934001;10798977.60683422;-1008.5658257630799
303136;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];3868912319;32655098;18685680.263425265;-1011.7646849614036
580554;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];7406409317;62425961;35778059.95744293;-1013.2384637845921
719754;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];9188924802;77449433;44399352.30207393;-1013.2384638792784
