n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 - abs(x) ^ (abs(1.0 / x) ^ (x * (p2 + x)));1423.5232895283257;[-0.1937337989900972, -2.2766843702419326, 0.30566672564817016, -0.5030284994413499, 0.7405254511538593];12621;163;31.236460827;1423.5232895283257
2;1.0 / (p1 + -0.3333333333333333 / x) - x;-410.0007714466419;[-0.8409808621682281, 0.12402541495293772, -0.4992952019889424, -0.7308871173239658];19849;284;71.18096691;-410.0007714466419
13;x / (p1 - p2 ^ (p3 ^ -(p4 ^ x)));-915.8429508585067;[1.8497323285406266, -1.0655775863830983, -0.11682465090928283, 0.5271326825674969, -0.08564983595301935, -0.5027126419167348, -0.7378949464078877];193724;1420;1167.150959275;-915.8429508585067
54;x - x / (p1 + -1.0 / (p2 + p3 ^ x));-945.9138087512099;[-6.385703569521907, -1.1599080885996544, 0.9505238579734466, 0.0836888195220847, -0.502537889341581, 0.7382629580425727];875882;6755;3817.5903443629995;-945.9138087512099
77;abs(p1 + abs(p2 ^ (abs(1.0 / x) ^ p3)) ^ p4) ^ p5;-1001.7265137839862;[-2.231310076069164, 2.069495245680294, 0.04411166217462388, 1.5570830158168816, -3.939757412022089, -0.0806261370008788, -0.5025061190210902, -0.73997589950185];1152565;8868;5137.971534103001;-1001.7265137839862
760;x + abs(1.0 / (abs(p1 / x) ^ p2 - x)) ^ p3;-1002.1416335839472;[-0.5331539291823967, -0.7753079109917054, -0.7098150405634455, 0.08060491217482854, -0.5026724202269637, -0.7395022220528983];10111451;83257;52753.456152769;-1002.1416335839472
1222;abs(p1 + abs(1.0 / (p2 - p3 ^ x)) ^ p4) ^ p5;-1003.4072806897569;[-8.809817957051123, 2.3292734089435365, -0.9588204518133127, -7.648496541442458, 0.6356028487086035, 0.08075260915728011, -0.5028002088417501, 0.7402436230396423];16228700;134023;84920.426769023;-1003.4072806897569
4016;p1 + -1.0 / (p2 - abs(p3 / (p4 - x)) ^ p5);-1005.7316891921249;[0.09580801841668722, 0.025537128332447628, 0.520672414068996, 0.011111255350791747, 0.7043170871325183, -0.07999377772884027, -0.5024418961865151, -0.7399481101381723];52850388;438731;265406.3376466627;-1005.7316891921249
6024;p1 * x + p2 / (p3 + (p4 - x) ^ -1.0);-1007.2551822676962;[0.9785999031956678, -3.146456228162147, -3.374157047133217, -0.03314459082088774, -0.09042943911062021, -0.5033424976792752, 0.7407387465869494];78179255;656904;386963.6135376355;-1007.2551822676962
10638;p1 * abs(abs(x) ^ (abs(p2 + x) ^ p3)) ^ p4;-1008.4690202122714;[1.747564319446964, -0.017909737352990746, 0.03062826211182477, 0.7151003834507682, -0.07933671148462144, -0.5024704977497053, -0.7398659654513742];135777865;1141968;657898.9091891855;-1008.4690202122714
82962;p1 + (x - abs(p2 + 1.0 / (p3 + x)) ^ x);-1010.725636418667;[1.0261882534490983, -0.7753443638093179, 1.2728211211908962, 0.07912180784214233, -0.5024686847563573, 0.7391069358313677];1056133447;8917628;5102456.098804598;-1010.725636418667
94291;p1 + (abs(p2 + 1.0 / (p3 - x)) ^ x - x);-1010.8428845212311;[-1.0252477394066963, 0.7752600870955322, -1.2719701383668482, -0.07914728444549352, -0.5026456107308842, -0.7394437592254887];1204530801;10157271;5819107.796918801;-1010.8428845212311
228316;p1 + (abs(p2 + -1.0 / (p3 - x)) ^ x - x);-1010.8428845579119;[-1.0252474430328333, -0.775258498296267, -1.2719727716586922, -0.07914707905946171, -0.502644943118263, 0.7394415194348706];2920723464;24596198;14134654.322996339;-1010.8428845579119
301012;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];3844953981;32421403;18610289.36874576;-1013.2384637845921
980627;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];12515407720;105571197;60504358.17085966;-1013.2384638792784
