n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(abs(p1 + abs(x) ^ p2) ^ (1.0 / x)) ^ p3;832.8167749697286;[0.9429651846286867, 5.013192234886176, 0.9022501920427072, -0.22637270425931633, -0.508074109213821, 0.7322993993055089];7921;21;21.499956442;832.8167749697286
11;p1 * p2 ^ (abs(x) ^ p3 - x) - x;-879.1988662070992;[-0.5390146341050398, 0.8707415909273782, -0.6097106810609152, -0.08752719488964275, -0.5005553543154146, 0.7390898112057867];132505;1073;624.38359444;-879.1988662070992
16;p1 + p2 * abs(x) ^ (p3 ^ (p4 ^ (1.0 / x)));-979.469923795897;[-0.09618307238084142, -1.6829934014490484, 0.7588086752097586, -0.9916221235589046, 0.08237241270102905, -0.5026581883045158, -0.7402720422323275];241453;1797;1208.962610021;-979.469923795897
26;p1 * p2 ^ (p3 + abs(1.0 / (p4 + x)) ^ p5);-982.6791930520113;[0.15121145925707008, -133.06699167760618, -0.5091289885941285, -0.010970615187722913, -0.14420037980228326, 0.08065290041604896, -0.5028142815972086, 0.7395927625562481];393817;3245;2330.873858125;-982.6791930520113
77;p1 + (x - abs(abs(1.0 / x) ^ p2) ^ (abs(x) ^ p3));-997.5539418680786;[1.7108861967340157, 0.22569936250144737, 0.16898147852234277, 0.08081694858919182, -0.5031707747081974, 0.738583778663417];1035003;8332;5532.2783615;-997.5539418680786
85;abs(x + abs(p1 + p2 / x) ^ p3) ^ p4;-1001.6189597366041;[0.7294155086034382, 1.143557937108118, -0.506425829865716, 0.9828773546600857, -0.08061368457085448, -0.5025528340483665, -0.7399737680961592];1190341;9551;6538.565932725999;-1001.6189597366041
104;p1 ^ (abs(x + x) ^ p2) * abs(x) ^ p3;-1001.6463099507242;[1.5324614512629233, 0.3338141432032814, 0.5182540032633001, 0.08059830264355995, -0.5025213396265917, 0.7399980178347688];1432659;11487;7924.441976888998;-1001.6463099507242
244;abs(1.0 / (p1 + x * abs(p2 / x) ^ p3)) ^ p4;-1001.7488406075576;[-0.5685803788018751, -1.3667974980398185, 1.124297097954558, 3.3788720620481465, 0.08062758680052245, -0.5025080138524844, 0.739978367977258];3422427;26150;18056.519387283006;-1001.7488406075576
343;p1 - abs(p2 / (x * (p3 - x))) ^ p4;-1002.6415143130248;[-0.03256876380075286, -7.003356116451474, -14.463908966796453, -0.6605924410168281, 0.08071881399970077, -0.5025737612432667, -0.7399513686839773];4416635;35931;22673.817461976996;-1002.6415143130248
1922;x + p1 / (x + abs(p2 / x) ^ p3);-1002.6500660489658;[5.280657890231409, 48.62560621962739, 0.47049331960860574, 0.080685627607938, -0.5024459699733569, -0.7402312629382786];24170971;206758;117239.28632804824;-1002.6500660489658
6063;x / (p1 + abs(1.0 / (p2 + p3 ^ x)) ^ p4);-1005.7946001099576;[0.05342614975988216, -0.9964644434189601, -0.8080768066272962, -0.3887210145193745, 0.07952389666076637, -0.5018341649589718, 0.7402202348207413];77142493;653518;368035.3500890734;-1005.7946001099576
21247;x / (p1 + p2 ^ -(abs(p3 + x) ^ p4));-1008.2731801550385;[-1.0699888785550116, 2.0597664820385364, -0.011350632339834948, 0.5148004799334058, -0.08026944922876367, -0.5023892233979905, 0.7407302756687478];269345327;2279691;1291661.6931290922;-1008.2731801550385
44120;p1 + (x - abs(p2 + -1.0 / (p3 - x)) ^ x);-1010.8428845100457;[1.0252485659325519, -0.7752665110398083, -1.2719594470701499, -0.07914714262095839, -0.5026445396287529, -0.7394414127947107];560703534;4724989;2714069.9190643686;-1010.8428845100457
122681;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];1564010638;13222808;7567482.947662019;-1013.2384637845921
402702;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];5137286317;43337448;24850176.78548142;-1013.2384638792784
