n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 * (abs(p2 ^ (0.5 / x)) ^ p3 - x);383.3178412105015;[-3.5193511371813733, 2.109950298261635, -2.0159698746641377, -0.17942476550786374, -0.5102896278021734, -0.7156442114032376];17825;172;49.10972604;383.3178412105015
7;abs(p1 + p2 * (x / (p3 + x))) ^ p4;-990.7128119820493;[-40.3775958080095, 40.385587396191525, 0.011193024297822363, -0.6891387674489771, 0.08163681981783585, -0.5024562082599472, -0.7407109611488271];164923;1210;802.250417059;-990.7128119820493
193;x * abs(abs(x) ^ p1 / (p2 - x)) ^ p3;-999.8138949111355;[1.028771425750369, -2.7678758739363536, -0.3990612306393425, 0.08061837634730962, -0.50252781573878, -0.7400369264192719];2468998;21065;11787.427281754995;-999.8138949111355
427;abs(p1 + abs(x) ^ (p2 / (p3 + x))) ^ p4;-1002.0957801715509;[-0.2531466280844872, -109.44135681516416, 384.53972062404983, -1.8336763744878588, 0.08058266647662315, -0.5025251060815097, 0.739905123866685];5349499;45632;24981.066969981974;-1002.0957801715509
451;p1 - x * abs(p2 + p3 ^ x) ^ p4;-1002.710519173543;[-0.037724376477889524, -1.000284035159321, 0.7917870818793966, -0.3326352692225253, -0.0807430132156455, -0.5024374894379171, -0.7403044143279999];5689870;47589;26662.977291480976;-1002.710519173543
3974;x + p1 ^ (1.0 / (p2 + abs(p3 + x) ^ p4));-1005.6812065795011;[0.6408784508493302, 0.18765860759183736, -0.011115869205528933, 0.7284058354108671, -0.08015051775862013, -0.5023557185044014, -0.7397074303441775];49500410;422475;233272.66104824282;-1005.6812065795011
4258;abs(p1 ^ (abs(p2 + x) ^ p3) / x) ^ p4;-1008.7432024540316;[-0.3384831441307094, -0.03145740268889988, 0.34459948656862, -0.5011658987300118, -0.0800591593628918, -0.5024468074554761, 0.7397994842115981];53216363;451187;249653.89330080387;-1008.7432024540316
5347;abs(x * p1 ^ (abs(1.0 / (p2 + x)) ^ p3)) ^ p4;-1008.9487655406347;[-2.9562427182851305, -0.03133256165870058, -0.34319839680996617, 0.5014909889158504, 0.08006189693490223, -0.5024990574609371, 0.7398515092177762];68129334;575219;322751.18747316714;-1008.9487655406347
169546;abs(x / p1 ^ (abs(1.0 / (p2 + x)) ^ p3)) ^ p4;-1008.9487656953575;[-0.3382637654569636, -0.03133255723940851, -0.3431968129506786, 0.5014900263492236, -0.08006207604937632, -0.5025009702939139, 0.7398527585967312];2169012693;18287795;10474260.316956127;-1008.9487656953575
196857;p1 + (abs(p2 + 1.0 / (p3 - x)) ^ x - x);-1010.8428845212311;[-1.0252477394066963, 0.7752600870955322, -1.2719701383668482, -0.07914728444549352, -0.5026456107308842, -0.7394437592254887];2518089326;21243695;12154709.345536217;-1010.8428845212311
323797;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];4137789927;34846020;20012442.374575485;-1011.7646849614036
675802;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];8637129776;72771866;41743818.45258098;-1013.2384637845921
768361;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];9817557620;82726402;47452670.53070938;-1013.2384638792784
