n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(p1 + 1.0 / (x - p2 ^ (p3 + x))) ^ x;1628.5731701812235;[1.3339435752108104, 6.5701889382475605, -0.16801115928722649, -0.3293289100164885, -0.5022454341306198, 0.7350165384521038];42775;285;381.050682828;1628.5731701812235
2;x + (x - abs(abs(x) ^ -(p1 ^ x)) ^ p2);609.9247890638508;[2.4714286379953047e-5, -0.5538214685599442, -0.13407736551656674, -0.5074542281909601, -0.7381268564021655];48669;300;436.670750325;609.9247890638508
24;x + abs(x) ^ (abs(abs(x) ^ p1) ^ (1.0 / x - x));266.2994670215247;[0.006513315785961528, -0.17981547317117522, -0.5008326690019266, -0.7272524308124201];295409;2228;1386.6710399609997;266.2994670215247
25;x + abs(p1 * abs(x) ^ 0.0) ^ p2;-244.0221618351833;[0.19080647575187656, 0.8175312408186276, 0.1418450770849835, -0.4913771275950774, -0.7463075182121754];301308;2335;1397.0935609049998;-244.0221618351833
66;abs(abs(0.5 / x) ^ (p1 ^ (1.0 / x))) ^ p2;-818.7813939051698;[-0.9950735696787778, -0.7017147200077265, -0.09388694409079153, -0.49348307637633837, -0.7441894477013532];824994;7272;4766.489669373999;-818.7813939051698
72;abs(x + p1 ^ -(p2 ^ (p3 ^ x))) ^ p4;-987.1564171639079;[1.5451358334897514, -4.992640615380043, 0.013722427310926261, 1.0194319338242852, 0.0826965524081312, -0.5025394761454607, -0.739790171369168];1014909;8562;5574.358637611999;-987.1564171639079
118;1.0 / (p1 - abs(abs(x) ^ (p2 + abs(x) ^ p3)) ^ p4);-996.7676105461147;[0.4064237293675446, -2.6716823809323467, 0.14710775140512852, 0.23892597605332036, 0.080839075948793, -0.5025879345105183, 0.7399085243787523];1794642;13619;9553.604562167999;-996.7676105461147
141;p1 + (p2 * x + p3 * (x / (p4 - x)));-999.8546694579289;[0.08620469244516046, 1.0039605976951664, -0.7746339850909206, -0.2861946980905587, -0.081265405321123, -0.5026782648899142, 0.739830479119556];2126597;16141;11010.398431696;-999.8546694579289
781;x + p1 ^ (abs(abs(x) ^ p2) ^ (abs(x) ^ p3));-1001.5514552573537;[-0.7095113762760326, -0.762793154098724, 0.13420821537489638, 0.08076957702470806, -0.5029382792439623, 0.7392988273474225];10463258;86793;47716.99130277995;-1001.5514552573537
1428;abs(p1 + p2 / p3 ^ (abs(1.0 / x) ^ p4)) ^ p5;-1001.9280677732086;[2.3734527703259243, -2.4067766837144933, 0.6413135636840213, -0.3444749577030514, 1.6798491327874534, 0.08064295153460922, -0.5025131730161003, -0.7399692707977368];18490065;153358;85887.30951728194;-1001.9280677732086
2009;p1 * abs(1.0 / (x + p2 / x)) ^ p3 - x;-1002.3276663499037;[-1.4903737584173886, 3.558940729773996, 0.46286927153345864, -0.08074045712177837, -0.502492120739588, -0.7401331533125325];25667547;215311;120790.80322464902;-1002.3276663499037
2514;p1 - abs(p2 + x) ^ (abs(p3 + -1.0 / x) ^ p4);-1002.6228612905126;[0.9788584707332303, 3.426236131336836, -1.0045479714667616, -0.5826298670401697, 0.08068167052778362, -0.5025809637531119, -0.7399587328612903];31783857;267525;150794.93763526916;-1002.6228612905126
2538;abs(p1 + x) ^ (p2 ^ (p3 ^ (abs(x) ^ p4)));-1002.8377600358359;[0.5550058601642008, -6.135225127586065, 0.11144908875099602, 0.4344492843912137, 0.08074006905238214, -0.5026159851514979, 0.7399308837616112];32202370;270428;152497.4442511282;-1002.8377600358359
2703;p1 + 1.0 / (p2 + x / p3 ^ (abs(x) ^ p4));-1003.1426228881388;[4.288670511777434, -0.22995939083686334, -15.654944182347108, 0.17563990236929108, -0.08091699319523843, -0.5026506512224308, -0.7398021420579235];34460309;290200;163166.9170272862;-1003.1426228881388
12628;p1 / (p2 + abs(p3 + p4 ^ -x) ^ p5);-1003.6989277228772;[5.841983252684873, 0.12630328204480523, -0.9989526718880394, 0.8577741529023747, -0.6599522322795094, -0.08084053361996013, -0.5026957862632944, -0.7398198381898604];162345453;1363530;772727.5128567362;-1003.6989277228772
21079;p1 / (p2 + 1.0 / (p3 - abs(p4 + x) ^ p5));-1005.7316891904325;[1.575798546920753, 0.04033983380484181, -0.060650885923358606, -0.011111254971410281, 0.7043171460670227, 0.07999370995827616, -0.502441656182214, -0.7399477761380808];269250261;2274604;1284072.356971318;-1005.7316891904325
23105;p1 * x + x / (p2 + abs(p3 + x) ^ p4);-1008.3842076442954;[0.7933865256463275, 0.08702483899134887, -0.011283334244719303, 0.5958023025149234, -0.08009499144968701, -0.5025891262380808, 0.7402690674814251];295526510;2490654;1413715.8834028905;-1008.3842076442954
113400;p1 * abs(abs(x) ^ (abs(p2 + x) ^ p3)) ^ p4;-1008.4690202122714;[1.747564319446964, -0.017909737352990746, 0.03062826211182477, 0.7151003834507682, -0.07933671148462144, -0.5024704977497053, -0.7398659654513742];1444580576;12183285;6988615.585448577;-1008.4690202122714
162786;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];2080385883;17513658;10055760.030037044;-1013.2384638792784
