n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;1.0 / (p1 * x - x ^ 5.0);6256.125851248575;[10.493434090083074, -1.936103808308171, -0.5106397254355889, 0.7258716358126039];17531;280;31.536515024;6256.125851248575
2;abs(p1 + -1.0 / (p2 + abs(x + x) ^ x)) ^ x;1965.818708391389;[1.349569945743786, -0.049177267216121374, -0.3790247670750007, -0.5014861368622299, 0.7351559610161822];42093;590;90.815765488;1965.818708391389
3;x - p1 ^ (1.0 / (p2 + abs(x) ^ -x));1607.3962389563317;[0.819471451708649, -0.9657219296962729, -0.1998787010936232, -0.5000046049927884, 0.755718355946977];81889;822;202.994506092;1607.3962389563317
4;p1 + abs(p2 * x + -1.0 / x) ^ (abs(x) ^ p3);1333.7515153178067;[-0.9258865405163372, -0.9049178824246878, 0.8996234187416592, 0.14885574666958534, -0.5233239650521524, -0.6966293417322034];86280;829;238.452853605;1333.7515153178067
5;p1 - abs(abs(x) ^ (p2 + p3 ^ -x)) ^ p4;-305.87362722879544;[-0.1916422112412491, -3.372939178891267, -1.618254242196186, -0.31081221808663323, -0.13620159465981493, -0.49151927183295335, 0.7465891828698661];124966;930;608.63512106;-305.87362722879544
12;x + abs(p1 * x) ^ (p2 - p3 ^ -x);-993.7400030401094;[-0.4451620211278619, 1.4200478089946056, 0.8903605120838732, -0.08145563285320204, -0.5032407908191627, 0.7391697361570587];273165;1881;1161.854609486;-993.7400030401094
30;p1 * x - abs(abs(x) ^ (abs(1.0 / x) ^ p2)) ^ p3;-999.228700712574;[-0.7246284433930847, 0.0024632413463850527, 0.49897626076928636, 0.08074677529841515, -0.5025136098537405, -0.7401837980579861];469499;3815;2251.9381930209997;-999.228700712574
46;x / (p1 + p2 ^ (p3 ^ (abs(1.0 / x) ^ p4)));-1000.794905036241;[-2.072028292459578, 2.0707024072556552, -0.5466486150371888, -0.47938386154655704, 0.0806598039112703, -0.502483939441645, 0.7400032586732511];695334;4764;3642.4262929159995;-1000.794905036241
153;abs(1.0 / (p1 + p2 * abs(x) ^ p3)) ^ (abs(x) ^ p4);-1001.5540783367327;[0.017942197760590233, -0.5988445087945063, -0.6654110368879801, 0.028258044898691537, -0.0806784625041091, -0.5025080824355278, -0.7399845688827906];2174083;17083;10567.397066254991;-1001.5540783367327
610;abs(1.0 / (p1 + p2 * (x * abs(x) ^ p3))) ^ p4;-1001.7488406342925;[0.5687302230718024, -1.4210943123743827, -1.1242700370174412, 3.379290990193339, 0.08062746777715969, -0.50250757841626, 0.7399798498258742];7972572;65369;38002.33948910299;-1001.7488406342925
681;abs(p1 + abs(p2 * x) ^ p3) ^ p4 - x;-1001.7843891178426;[-1.989940003829467, 2.737035286606366, 0.03491312290007328, -21.258065105911868, -0.08058804828575225, -0.5025610403410377, -0.7399896979436454];8782694;71344;42782.156370610974;-1001.7843891178426
1077;p1 ^ (p2 + x / (p3 + abs(x) ^ p4));-1001.9856947404103;[-27.98493112363692, -0.7963422046061056, 0.04402081044935794, 0.8200767998292438, -0.08091920170918789, -0.5026115865695402, -0.7399704033638732];13840962;114114;68709.25233378905;-1001.9856947404103
1819;1.0 / (p1 + abs(x) ^ (p2 + abs(p3 + x) ^ p4));-1003.567515445168;[-0.41446030482373614, -1.4050854429957904, 0.10191993823345158, 0.04531319604855538, 0.08058447956987705, -0.5025817155616714, -0.7398387535231571];23207620;195705;115888.8242268682;-1003.567515445168
2952;p1 + x / abs(1.0 / (p2 - x)) ^ (abs(x) ^ p3);-1003.5893690544175;[-0.2844627359916776, -0.9990369931021611, -1.3039169186907322, 0.08045270504106614, -0.5028645246063702, -0.7390543146618725];37697785;316877;186578.01469099452;-1003.5893690544175
7309;p1 - abs(p2 / (p3 + p4 ^ x)) ^ p5;-1005.4585953129168;[-0.09764371828050372, 0.02361593090192441, -1.000516668225325, 1.0475790999054944, -0.7153444301623433, 0.0800386072382146, -0.5024649761388323, -0.7399062998874526];92013328;769737;449692.7794585816;-1005.4585953129168
27602;abs(x / p1 ^ (abs(p2 + x) ^ p3)) ^ p4;-1007.2522714474087;[-0.3487728793846551, -0.011126302875246387, 0.3356462318035643, 0.5129862041705024, 0.07995916217316253, -0.50263839706281, 0.7401572314104704];350771725;2953517;1709113.5783603543;-1007.2522714474087
108766;abs(p1 * abs(x) ^ (abs(p2 + x) ^ p3)) ^ p4;-1007.4227191828011;[2.182303273275788, -0.018124003803427016, 0.030633168736608405, 0.7153529796645427, -0.07935753638422693, -0.5024740262522153, -0.7398709568772287];1387610402;11670361;6741195.451342214;-1007.4227191828011
119929;x / p1 ^ (p2 ^ (abs(p3 + x) ^ p4));-1008.2332586554196;[-0.06257060928884385, 0.19066859375953235, -0.01136124949806757, 0.34969760569837877, 0.08014209845250693, -0.5026406533842539, 0.7400665618461235];1529559904;12874369;7422282.691804558;-1008.2332586554196
132005;x * p1 ^ (p2 ^ -(abs(p3 + x) ^ p4));-1008.2332590197512;[15.98138978080755, -5.244701312238416, -0.011361237963410015, 0.3497065932989275, 0.08014178393013331, -0.5026412997569321, 0.740067441808107];1684888512;14179414;8178969.266981229;-1008.2332590197512
168625;p1 * x - x / (p2 - abs(p3 + x) ^ p4);-1008.3842083077423;[0.7933786422375946, -0.08702760341841409, -0.011283315944964796, 0.5958128159075406, 0.08009415217177149, -0.502594270140658, 0.7402719884341873];2152017954;18116216;10438361.746198403;-1008.3842083077423
232348;abs(x) ^ p1 / p2 ^ (abs(p3 + x) ^ p4);-1008.5658257630799;[0.501145215014233, -0.5817439374259236, -0.02886768453330533, 0.3454942009184685, 0.07995057828193977, -0.5026028755238139, 0.7400334023187103];2964130371;24946132;14381071.81354211;-1008.5658257630799
307430;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];3922167319;33035226;19004331.418582924;-1011.7646849614036
353386;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];4510049332;37999696;21859099.321082685;-1013.2384638792784
