n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(x) ^ (p1 / (-1.0 / x + abs(x) ^ p2)) - x;1973.008885272796;[-2.3655168818197483, -0.6354887359203858, -0.3310573992585341, -0.4938261047872903, 0.7457210122203991];32773;225;81.270704282;1973.008885272796
2;p1 + x * (p2 + p3 ^ (-1.0 / x));-930.6828516580313;[-0.1444098711675565, -2.11688262449849, -1.858972156845447, -0.08767165255566477, -0.5019008235143917, -0.7363693729422902];79431;616;431.895505578;-930.6828516580313
62;x / (p1 + abs(1.0 / x) ^ (p2 + p3 ^ x));-969.9323290341744;[-0.43593822281351946, -1.150276391205722, -1.0012135173845809, -0.08395603611533463, -0.5024606363300904, -0.737791277679384];853692;7109;3662.182309835;-969.9323290341744
91;p1 * abs(x) ^ (1.0 / (p2 + p3 * p4 ^ x));-993.9303796424147;[-1.687454481906219, 1.184177420134643, 0.4132122116400563, 0.789633669041716, 0.08092504371009827, -0.5026942173085591, -0.7402480094461107];1250724;10319;5292.113537608001;-993.9303796424147
256;abs(p1 + abs(-1.0 / x) ^ p2) ^ p3;-1000.5286158548942;[-0.23177808581902518, 0.2589041205026161, -2.04760072619377, -0.0805971763600566, -0.5025955571301127, 0.7401156982913649];3156344;26207;14799.971339334998;-1000.5286158548942
298;p1 * (p2 ^ (abs(x) ^ p3) - abs(x) ^ p4);-1001.2573675991764;[8.847492483474188, -1.195279081546634, 0.6356412256020793, 0.0006562302896630697, -0.0808223688296296, -0.5025826890384633, 0.7400208689846606];3627189;30344;17552.871583141;-1001.2573675991764
695;abs(1.0 / (p1 + (p2 * x + abs(x) ^ p3))) ^ p4;-1002.2383376753382;[-0.254191940576553, 0.000946370122366513, -0.2849408061971735, 1.8316721363260289, -0.08058103187092991, -0.5025267474927683, 0.73992591222117];8242272;70886;39538.513283707995;-1002.2383376753382
1079;p1 - x * abs(p2 + p3 ^ x) ^ p4;-1002.710519173543;[-0.037724376477889524, -1.000284035159321, 0.7917870818793966, -0.3326352692225253, -0.0807430132156455, -0.5024374894379171, -0.7403044143279999];13315844;113912;63115.431167664;-1002.710519173543
16644;p1 + p2 / (p3 + abs(p4 + x) ^ p5);-1005.7316891601224;[-0.09580772721607628, -1.5835380387806068, -0.04043898317918164, -0.011111255111920182, -0.7043162533755218, -0.07999317151779778, -0.5024421530324732, 0.7399484502211278];210348864;1790738;1002982.0148295923;-1005.7316891601224
26080;p1 - (x + p2 ^ (abs(p3 + -1.0 / x) ^ p4));-1006.0779643568933;[-0.1052957364748993, 0.5515514986866318, 0.21621287484511656, 0.4560673187935165, 0.08067381510194524, -0.5027678843338387, 0.7395586699119465];331103679;2808852;1582592.6068761721;-1006.0779643568933
30757;abs(x * p1 ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.9487652038757;[2.956261510141971, 0.03133253764037944, -0.34320031167673465, 0.5014901501141821, -0.08006448289205635, -0.5025001534134365, -0.7398543580653336];391740876;3316948;1877590.6685373634;-1008.9487652038757
193166;abs(x / p1 ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.9487656626258;[-0.33826595525274566, 0.03133255381791816, -0.343201492794439, 0.501489199676716, -0.08006275294369603, -0.5025022074631658, -0.7398529700335786];2468068038;20828514;11940958.746897614;-1008.9487656626258
285353;p1 + (abs(p2 + -1.0 / (p3 - x)) ^ x - x);-1010.8428845579119;[-1.0252474430328333, -0.775258498296267, -1.2719727716586922, -0.07914707905946171, -0.502644943118263, 0.7394415194348706];3641192501;30736686;17648910.903086785;-1010.8428845579119
400373;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];5111393992;43121325;24769635.40643482;-1011.7646849614036
489467;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];6248761294;52684529;30276024.046049852;-1013.2384637845921
995483;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];12710475546;107175750;61450991.49908646;-1013.2384638792784
