n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(p1 * ((abs(1.0 / x) ^ x - x) / x)) ^ p2;962.4889477040813;[0.27063211930366327, -0.7711680031423586, -0.21235230525527632, -0.508279553992336, -0.740483249549225];9044;108;22.087435111;962.4889477040813
5;p1 + abs(1.0 / (x * (x + abs(x) ^ x))) ^ p2;382.0246610387927;[-0.05910843356617128, -0.33806443189053215, -0.12689379359996886, -0.5097034200923214, 0.7137220220835356];86513;1112;265.493842576;382.0246610387927
12;p1 / (p2 + abs(x) ^ -(abs(x + x) ^ p3));-681.182768090161;[-2.401501658856981, 0.23203484675844308, 0.12576701934394222, -0.10205152418155825, -0.5053059238608553, -0.733830740403114];140613;1641;558.930075379;-681.182768090161
15;abs(x) ^ (p1 / (p2 + -1.0 / (p3 - x))) / x;-717.384239873028;[-7.187913901900843, -3.660437808444413, 0.8092189670186717, 0.08965962123826506, -0.5002793822097257, 0.7405802397854865];191711;1995;966.928274376;-717.384239873028
30;p1 / (p2 - abs(p3 ^ (abs(x) ^ p4)) ^ (1.0 / x));-998.8204998969463;[-0.07033694104268817, 0.9977913430885825, 0.9573781863933949, 0.32789168213557707, -0.08098517512242162, -0.5025764810870093, 0.7401775507030887];313517;2935;1464.5231430599995;-998.8204998969463
170;x + -1.0 / (p1 + -1.0 / (p2 - p3 ^ (1.0 / x)));-999.818934299408;[-11.059051325928747, 0.8990641279426821, 1.0030636359269856, 0.08128278170278458, -0.5026489575200979, 0.7399002868834493];2118540;16978;10797.98392751;-999.818934299408
181;x * abs(1.0 / (p1 + p2 ^ (p3 * x))) ^ p4;-1000.790333950283;[-0.998746359157825, 2.250928283289966, -0.32424336594258174, 0.36722050385822674, 0.0809099967617762, -0.5023679980214459, 0.7407632137049133];2276203;17872;11456.056595414002;-1000.790333950283
184;x + abs(1.0 / (p1 - x / (p2 - x))) ^ p3;-1001.640335461929;[0.006355105144729336, -0.8482590068002577, -0.568837109119821, 0.08075240288235716, -0.5029153783368655, 0.7393383919700196];2355205;18376;12102.320403533002;-1001.640335461929
330;p1 / (p2 - (abs(x) ^ p3 + abs(1.0 / x) ^ p4));-1002.153383297484;[-1.2632802722295007, 1.258975005864133, -0.554404232629697, -0.04046135772474859, -0.08056552170947573, -0.5025493203935186, 0.7399298027681257];4124196;33067;19523.322638871;-1002.153383297484
338;p1 + -1.0 / (p2 + x / p3 ^ (abs(x) ^ p4));-1003.1426223813586;[-4.288548643713917, -0.22996574505477008, 15.654157046544555, 0.17564331196116167, 0.080916376572146, -0.5026500290565432, -0.7398028878823844];4183197;33642;19816.851305489;-1003.1426223813586
351;1.0 / (p1 + p2 * abs(p3 + p4 ^ x) ^ p5);-1003.6989277272321;[-0.02161972677499501, -0.17117390149651668, -0.9989526709922918, -1.1658066883625509, -0.6599524069238909, -0.08084060734335957, -0.5026959340554537, -0.7398195295129895];4347385;34796;20501.204300730995;-1003.6989277272321
3082;p1 - abs(p2 + abs(1.0 / (p3 + x)) ^ p4) ^ p5;-1006.0146711825302;[-0.0853525160310292, -0.18222828318767512, -0.01114484813465234, 0.24357130084459458, -2.4802213078564277, 0.07990362775260476, -0.5024623796479823, 0.7399747439263594];39190612;327070;185123.15992209277;-1006.0146711825302
9897;x / p1 ^ (p2 ^ (abs(1.0 / (p3 - x)) ^ p4));-1007.5523644757578;[0.06295567201631226, -0.1914382654986521, 0.011994070103187364, -0.34818187524223226, 0.08036403961516476, -0.5025973856817813, 0.7398690517673692];126540169;1062475;607226.6187884636;-1007.5523644757578
21905;abs(p1 / abs(x) ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.469020521996;[-0.4581228620992007, 0.017909754957810217, -0.030629059532403843, -0.715099533499078, 0.07933689283943673, -0.5024661583746886, 0.7398680813589613];280168254;2343069;1352231.6032414755;-1008.469020521996
92204;p1 + (x - abs(p2 + 1.0 / (p3 + x)) ^ x);-1010.725636418667;[1.0261882534490983, -0.7753443638093179, 1.2728211211908962, 0.07912180784214233, -0.5024686847563573, 0.7391069358313677];1178138584;9913321;5678213.228650937;-1010.725636418667
388300;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];4963223264;41855863;23922447.531937163;-1013.2384637845921
624520;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];7988155083;67376908;38545312.509696454;-1013.2384638792784
