n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;x - abs(abs(p1 + x) ^ -(p2 ^ x)) ^ x;2158.406591052838;[-1.2013268138741637, -0.8083234570347757, -0.3784849512908555, -0.49840721859914533, 0.743749017519379];4638;15;14.18590347;2158.406591052838
2;p1 ^ (x * abs(x + x ^ -2.0) ^ p2);1829.515357663658;[-2.4021510126766294, -0.5920160868877083, 0.37140746962915433, -0.5030492473117697, 0.7409768867012583];13337;121;39.467049769;1829.515357663658
3;x + (x + p1 / (x + abs(x) ^ (1.0 / x)));119.44755657935082;[0.005420852201505953, -0.16513622165579214, -0.5037708931912421, 0.7240552627460909];26547;266;67.615489853;119.44755657935082
27;abs(x) ^ (p1 ^ (abs(1.0 / (1.0 + x)) ^ x));-166.83415081056748;[-0.42200957231220604, 0.1460753131151558, -0.48984591400369165, 0.7499737982249879];242828;2067;1135.7693844029995;-166.83415081056748
35;p1 * p2 ^ (p3 ^ (abs(1.0 / x) ^ p4 - x));-808.5687727034046;[16.282877178690217, -0.09424994186868069, -1.2828196340983273, 0.2688492446718381, -0.09234861206029595, -0.5027453289412741, 0.7378733918062208];357882;2983;1660.6157278159994;-808.5687727034046
40;x / (p1 - x) - abs(x) ^ (p2 ^ (1.0 / x));-946.4143116243422;[-0.2731094990079615, 0.9909215292107779, 0.08528285278661031, -0.5055277273278166, -0.7375910365640203];424756;3528;1854.6710390609994;-946.4143116243422
48;x * (p1 + abs(abs(x) ^ p2) ^ (p3 ^ x));-1000.3785101647472;[0.7123621767983634, -0.4991775656207348, -0.9903065360380505, -0.08075983206200395, -0.502384584023164, -0.7397467545940689];503185;4219;2186.3432375829993;-1000.3785101647472
662;abs(abs(p1 / x) ^ (p2 - abs(x) ^ p3)) ^ p4;-1001.647510156768;[-0.4519925594823987, -3.9491795583651768, 0.2048085832798293, 0.13698146788073173, 0.0806127380034973, -0.5025057523043303, -0.7399792401238884];7851188;64675;38911.79399481204;-1001.647510156768
705;abs(p1 + abs(x / (p2 + -1.0 / x)) ^ p3) ^ p4;-1002.1929505528184;[-1.7870151061836983, -5.705665795981702, 0.08289053805675407, -7.821340654516668, 0.08080988140107054, -0.502617448312142, 0.7399668980702838];8500704;69896;43248.36652396005;-1002.1929505528184
2377;p1 + (p2 ^ (abs(x) ^ p3) - x) * p4;-1002.5703719809812;[-0.9989536037922057, -0.253358083989189, 0.6537946730208042, 0.9603309286062133, -0.080747064127266, -0.502578400056702, -0.7400425993861568];29659336;250957;149090.33370557879;-1002.5703719809812
6542;x / (p1 + p2 ^ (abs(1.0 / (p3 + x)) ^ p4));-1006.6609927714994;[-1.0771052706265167, -0.49522927315949433, -0.016969556762597503, -0.4997003166391229, 0.07959187884318403, -0.5020323475151867, -0.7395352476865117];82339414;702100;403147.9614102535;-1006.6609927714994
16038;abs(p1 * abs(x) ^ (abs(p2 + x) ^ p3)) ^ p4;-1007.4227191828011;[2.182303273275788, -0.018124003803427016, 0.030633168736608405, 0.7153529796645427, -0.07935753638422693, -0.5024740262522153, -0.7398709568772287];204803172;1733065;994256.017293968;-1007.4227191828011
37193;p1 * x + x / (p2 + abs(p3 + x) ^ p4);-1008.3842076442954;[0.7933865256463275, 0.08702483899134887, -0.011283334244719303, 0.5958023025149234, -0.08009499144968701, -0.5025891262380808, 0.7402690674814251];474605693;4034006;2291521.5368311238;-1008.3842076442954
42784;p1 + (abs(p2 + 1.0 / (p3 - x)) ^ x - x);-1010.8428845212311;[-1.0252477394066963, 0.7752600870955322, -1.2719701383668482, -0.07914728444549352, -0.5026456107308842, -0.7394437592254887];546385486;4641661;2633547.0403155605;-1010.8428845212311
200532;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];2552474567;21550143;12346681.657211594;-1013.2384638792784
